AS1,AS1_org_id,AS1_org_name,AS2,AS2_org_id,AS2_org_name,Total_CO2,CO2_Normalized,Cumulative_CO2,Jump
6453,TCA-51-ARIN,TATA COMMUNICATIONS (AMERICA) INC,4755,ORG-TCL6-AP-APNIC,Tata Communications Limited,3541677105.4,0.0146,0.9999121694020034,0.014599999999999946
