AS1,AS1_org_id,AS1_org_name,AS2,AS2_org_id,AS2_org_name,Total_CO2,CO2_Normalized
41722,ORG-ML60-RIPE,Miran Ltd.,43530,ORG-LLCI3-RIPE,Limited Liability Company Irtelcom,2695.2,2.49e-07
41722,ORG-ML60-RIPE,Miran Ltd.,47363,ORG-YL2-RIPE,Yunta Ltd.,2695.2,2.49e-07
41722,ORG-ML60-RIPE,Miran Ltd.,47531,ORG-OO7-RIPE,GorPTUs OOO,2695.2,2.49e-07
41722,ORG-ML60-RIPE,Miran Ltd.,47989,ORG-ML104-RIPE,Mosinfocom Llc,2695.2,2.49e-07
41722,ORG-ML60-RIPE,Miran Ltd.,48781,ORG-AL118-RIPE,AVK-computer ltd,2695.2,2.49e-07
41722,ORG-ML60-RIPE,Miran Ltd.,49925,ORG-SN145-RIPE,LLC South Networks,2695.2,2.49e-07
41722,ORG-ML60-RIPE,Miran Ltd.,55256,NETSK-ARIN,Netskope Inc,2695.2,2.49e-07
41904,ORG-LA1565-RIPE,LLC 12BIT,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
42132,ORG-TJ2-RIPE,Digit One LLC,48476,ORG-MCL17-RIPE,Montazh Contact Ltd.,2695.2,2.49e-07
42149,ORG-STL98-RIPE,Servis Telecom Ltd.,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
42339,ORG-CTPL1-RIPE,Chaika Telecom Petersburg Limited Company,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
43530,ORG-LLCI3-RIPE,Limited Liability Company Irtelcom,25369,ORG-HCL11-RIPE,Hydra Communications Ltd,2695.2,2.49e-07
43530,ORG-LLCI3-RIPE,Limited Liability Company Irtelcom,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
43727,ORG-CJSC21-RIPE,JSC KVANT-TELEKOM,57487,ORG-LMT3-RIPE,Advanced Solutions LLC,2695.2,2.49e-07
44041,ORG-VTL4-RIPE,Korporatsia Svyazy Ltd.,25091,ORG-AI47-RIPE,IP-Max SA,2695.2,2.49e-07
44270,ORG-TTL43-RIPE,TC TOR LLC,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
44347,ORG-LC18-RIPE,"Limited Company ""SiNT""",41722,ORG-ML60-RIPE,Miran Ltd.,2695.2,2.49e-07
44386,ORG-LIS21-RIPE,LLC Internet Solutions,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
47104,ORG-PM9-RIPE,Prolink MO.ru Ltd.,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
47478,ORG-ML97-RIPE,MSTN CJSC,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
47626,ORG-TL491-RIPE,"Timer, LLC",57396,ORG-IZBE1-RIPE,Aliev Magomed Kadievich,2695.2,2.49e-07
47655,ORG-LL47-RIPE,LINKINTEL ltd.,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
48009,ORG-LLCM8-RIPE,MB Information Protection LLC,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
48099,ORG-VL396-RIPE,ViaIP LLC,24482,ORG-OA54-AP-APNIC,OneAsiaHost,2695.2,2.49e-07
48099,ORG-VL396-RIPE,ViaIP LLC,25091,ORG-AI47-RIPE,IP-Max SA,2695.2,2.49e-07
48199,ORG-TL872-RIPE,Tehno-Pro LLC,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
48876,ORG-TA1806-RIPE,Alexei Tingaev,25091,ORG-AI47-RIPE,IP-Max SA,2695.2,2.49e-07
49124,ORG-CL112-RIPE,CentroSet Ltd.,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
49458,ORG-JI21-RIPE,JSC Intellin,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,112,OARCI-ARIN,DNS-OARC,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,12739,ORG-NL6-RIPE,JSC Netline,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,28738,ORG-LCIC1-RIPE,LLC Company Interlan Communications,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,34352,ORG-MTL51-RIPE,MSN Telecom LLC,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,39578,ORG-CTN1-RIPE,"Ltd ""Maxima""",2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,39927,ORG-EA385-RIPE,E-Light-Telecom Ltd.,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,40676,PS-184-ARIN,Psychz Networks,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,43530,ORG-LLCI3-RIPE,Limited Liability Company Irtelcom,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,46489,JUSTI-19-ARIN,Twitch Interactive Inc.,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,47104,ORG-PM9-RIPE,Prolink MO.ru Ltd.,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,47478,ORG-ML97-RIPE,MSTN CJSC,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,47531,ORG-OO7-RIPE,GorPTUs OOO,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,50166,ORG-RTCL2-RIPE,"RTCloud, LLC",2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,52201,ORG-OS214-RIPE,OOO Suntel,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,55256,NETSK-ARIN,Netskope Inc,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,56451,ORG-TL196-RIPE,Telekey-S Ltd,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,57354,ORG-SL691-RIPE,SYSTEMA Ltd,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,58095,ORG-KN116-RIPE,Kiselev Nikolai,2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,61068,ORG-OA561-RIPE,"OOO ""NECSTEL""",2695.2,2.49e-07
49673,ORG-CL261-RIPE,Truenetwork LLC,62459,ORG-DTL42-RIPE,Dubrovka Telecom LLC,2695.2,2.49e-07
50313,ORG-TL471-RIPE,TESLATEL LLC,50384,ORG-IJ5-RIPE,iHome LLC,2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,15848,ORG-FSUE10-RIPE,"Federal State Unitary Enterprise of the Order of the Red Banner of Labour ""Russian Broad-casting and Notification Network""",2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,39709,ORG-EL36-RIPE,EXTREME LTD,2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,39735,ORG-LA967-RIPE,Permtelecom Ltd,2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,42893,ORG-HIL4-RIPE,Home Internet Ltd,2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,48199,ORG-TL872-RIPE,Tehno-Pro LLC,2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,48416,ORG-INL12-RIPE,"Information Network, LLC",2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,57700,ORG-DL142-RIPE,DeepCo Ltd,2695.2,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,61308,ORG-PL364-RIPE,PVONET LTD,2695.2,2.49e-07
50672,ORG-FSL19-RIPE,Formula Svyazi LLC,25091,ORG-AI47-RIPE,IP-Max SA,2695.2,2.49e-07
50911,ORG-LA921-RIPE,"LLC ""Electron-Telecom""",25369,ORG-HCL11-RIPE,Hydra Communications Ltd,2695.2,2.49e-07
51077,ORG-MTL43-RIPE,Modern Technologies Ltd.,25091,ORG-AI47-RIPE,IP-Max SA,2695.2,2.49e-07
51520,ORG-LA1341-RIPE,RealHost Ltd.,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
51973,ORG-KIL5-RIPE,Koltushsky Internet Ltd,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
51973,ORG-KIL5-RIPE,Koltushsky Internet Ltd,50629,ORG-LG27-RIPE,LWLcom GmbH,2695.2,2.49e-07
56627,ORG-IL583-RIPE,ITH Ltd.,49544,ORG-IA772-RIPE,i3D.net B.V,2695.2,2.49e-07
57246,ORG-WL59-RIPE,WellTelecom LLC,41722,ORG-ML60-RIPE,Miran Ltd.,2695.2,2.49e-07
57393,ORG-VL340-RIPE,Viva LLC,41722,ORG-ML60-RIPE,Miran Ltd.,2695.2,2.49e-07
58310,ORG-LA482-RIPE,TELEPORT LLC,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
58314,ORG-SL513-RIPE,"SvyazResurs-Kuban, LLC",34777,ORG-ZFA6-RIPE,"JSC ""AGROKOMPLEKS"" IM.N.I. TKACHEVA",2695.2,2.49e-07
61237,ORG-SL401-RIPE,SigmaTV LLC,25091,ORG-AI47-RIPE,IP-Max SA,2695.2,2.49e-07
62247,ORG-BC54-RIPE,BTC Ltd.,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2695.2,2.49e-07
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,200524,ORG-NA386-RIPE,OOO NETPLUS,2695.2,2.49e-07
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,208087,ORG-NTCL5-RIPE,Novosibirsk Telecommunication Company Ltd.,2695.2,2.49e-07
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,208879,ORG-TTL39-RIPE,Teraline Telecom Ltd,2695.2,2.49e-07
199524,ORG-WIG6-RIPE,G-Core Labs S.A.,215457,ORG-PA1574-RIPE,DCS LLC,2695.2,2.49e-07
205495,ORG-OA1030-RIPE,"OOO ""L-Telecom""",207473,ORG-CJSC17-RIPE,"OOO ""ZVI Telecom""",2695.2,2.49e-07
22652,VL-439-ARIN,Videotron Ltee,13360,TDC-70-ARIN,Triton Digital,2695.42,2.49e-07
50629,ORG-LG27-RIPE,LWLcom GmbH,50061,ORG-PAW1-RIPE,PricewaterhouseCoopers GmbH WPG,2695.6,2.49e-07
15547,ORG-TA6-RIPE,netplus.ch SA,29505,ORG-SLDG1-RIPE,Stadtwerke Luebeck Digital GmbH,2695.84,2.49e-07
39614,ORG-DDG6-RIPE,Dawico Deutschland GmbH,57406,ORG-ZDL18-RIPE,Zero Distance LLC,2695.84,2.49e-07
34177,ORG-CA944-RIPE,CELESTE SAS,54994,ML-1432-ARIN,Meteverse Limited.,2696.1,2.49e-07
13132,ORG-CIG2-RIPE,cyberways Informationsdienste GmbH,47692,ORG-NIDG1-RIPE,Nessus GmbH,2696.16,2.49e-07
60068,ORG-DL201-RIPE,Datacamp Limited,50782,ORG-CDG7-RIPE,COSYS DATA GmbH,2696.94,2.49e-07
14630,INVESC-1-ARIN,"Invesco Group Services, Inc.",58580,ORG-MDS1-AP-APNIC,Managed Data Solutions,2697.03,2.49e-07
35360,ORG-FG108-RIPE,Frederic Gargula,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2697.2,2.49e-07
36864,ORG-AMS4-AFRINIC,AFRIBONE MALI SA,34177,ORG-CA944-RIPE,CELESTE SAS,2697.24,2.49e-07
35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,29505,ORG-SLDG1-RIPE,Stadtwerke Luebeck Digital GmbH,2698.0,2.49e-07
37054,ORG-TM3-AFRINIC,Telecom Malagasy,35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,2698.08,2.49e-07
9505,ORG-CTCL1-AP-APNIC,"Chunghwa Telecom Co., Ltd.",4809,@aut-4809-APNIC,China Telecom Next Generation Carrier Network,2698.14,2.49e-07
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,25152,ORG-RIEN1-RIPE,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),2698.3,2.49e-07
24961,ORG-MMIA3-RIPE,WIIT AG,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2698.48,2.49e-07
56987,ORG-AS988-RIPE,ABACLOUDA SAS,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2698.96,2.49e-07
49463,ORG-LNCS2-RIPE,Les Nouveaux Constructeurs SA,50763,ORG-ML175-RIPE,MCKAYCOM LTD,2699.2,2.49e-07
33986,ORG-SS27-RIPE,Redder Telco s.r.l.,25220,ORG-AG15-RIPE,equada network GmbH,2699.36,2.49e-07
53356,FRCH-1-ARIN,Free Range Cloud Hosting Inc.,35280,ORG-ANS21-RIPE,F5 Networks SARL,2699.5,2.49e-07
32590,VC-2-ARIN,Valve Corporation,24961,ORG-MMIA3-RIPE,WIIT AG,2699.68,2.49e-07
36864,ORG-AMS4-AFRINIC,AFRIBONE MALI SA,50763,ORG-ML175-RIPE,MCKAYCOM LTD,2699.76,2.49e-07
25160,ORG-VL110-RIPE,Vorboss Limited,29152,ORG-DA223-RIPE,Decknet SARL,2700.0,2.49e-07
215638,ORG-CL704-RIPE,Cilix Limited,20764,ORG-CR2-RIPE,CJSC RASCOM,2700.0,2.49e-07
30844,ORG-ESSL1-RIPE,Liquid Telecommunications Ltd,20647,ORG-IIPI2-RIPE,IPB Internet Provider in Berlin GmbH,2700.48,2.49e-07
33891,ORG-IICG1-RIPE,Core-Backbone GmbH,34347,ORG-CNH1-RIPE,HALLAG Kommunal GmbH,2700.88,2.49e-07
1267,ORG-IA36-RIPE,WIND TRE S.P.A.,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2701.04,2.49e-07
5483,ORG-HTM1-RIPE,Magyar Telekom Plc.,59632,ORG-SPHS3-RIPE,SC PIDGIN HOST SRL,2701.05,2.49e-07
24482,ORG-OA54-AP-APNIC,OneAsiaHost,28727,ORG-AA435-RIPE,Autoritatea Nationala pentru Administrare si Reglementare in Comunicatii,2701.05,2.49e-07
24482,ORG-OA54-AP-APNIC,OneAsiaHost,48453,ORG-CA952-RIPE,CNETWORK SRL,2701.05,2.49e-07
34723,ORG-RNAT1-RIPE,Real Network and Tel SRL,52057,ORG-GSSS1-RIPE,Global Security System S.A,2701.05,2.49e-07
57154,ORG-SKG3-RIPE,Stadtwerke Konstanz GmbH,1764,ORG-NLTU1-RIPE,Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,2701.12,2.49e-07
32590,VC-2-ARIN,Valve Corporation,29140,ORG-HG5-RIPE,Hostserver GmbH,2701.92,2.49e-07
1239,SPRN-Z-ARIN,Sprint,7862,CHEVRO-ARIN,Chevron Corporation,2702.07,2.49e-07
44212,ORG-ANL5-RIPE,Adelphi Net1 Ltd,1828,UG-210-ARIN,Unitas Global,2702.48,2.49e-07
49463,ORG-LNCS2-RIPE,Les Nouveaux Constructeurs SA,24961,ORG-MMIA3-RIPE,WIIT AG,2702.8,2.49e-07
43566,ORG-TG32-RIPE,tyntec GmbH,34549,ORG-LIGC3-RIPE,meerfarbig GmbH & Co. KG,2702.88,2.49e-07
57154,ORG-SKG3-RIPE,Stadtwerke Konstanz GmbH,52320,@aut-52320-LACNIC,"GlobeNet Cabos Submarinos Colombia, S.A.S.",2703.44,2.49e-07
20900,ORG-INS26-RIPE,IMS Networks SAS,13237,ORG-GVNG1-RIPE,euNetworks GmbH,2703.6,2.49e-07
7713,ORG-TI10-AP-APNIC,Telekomunikasi Indonesia (PT),1239,SPRN-Z-ARIN,Sprint,2703.61,2.49e-07
21826,@aut-21826-LACNIC,Corporación Telemic C.A.,27862,@aut-27862-LACNIC,"BANESCO BANCO UNIVERSAL, C.A.",2703.75,2.49e-07
273093,@aut-273093-LACNIC,"WISP TECNOGER, C.A.",272100,@aut-272100-LACNIC,NOVOPOS C.A,2703.75,2.49e-07
63293,THEFA-3-ARIN,"Facebook, Inc.",34019,ORG-HA23-RIPE,Hivane Association,2703.9,2.49e-07
35661,ORG-VSS29-RIPE,VIRTUA SYSTEMS SAS,12859,ORG-BIT1-RIPE,BIT BV,2704.2,2.49e-07
57154,ORG-SKG3-RIPE,Stadtwerke Konstanz GmbH,1828,UG-210-ARIN,Unitas Global,2704.24,2.49e-07
2518,@aut-2518-JPNIC,BIGLOBE Inc.,29990,APPNE-ARIN,Xandr Inc.,2704.31,2.49e-07
206813,ORG-FVFF1-RIPE,4830.org e. V.,15547,ORG-TA6-RIPE,netplus.ch SA,2704.32,2.49e-07
48200,ORG-OG38-RIPE,Opteamax GmbH,17639,ORG-CNTC1-AP-APNIC,ComClark Network & Technology Corp,2704.48,2.49e-07
35598,ORG-IC132-RIPE,INETCOM CARRIER LLC,39090,ORG-BSG8-RIPE,Brandl Services GmbH,2705.36,2.49e-07
30844,ORG-ESSL1-RIPE,Liquid Telecommunications Ltd,59865,ORG-IMB4-RIPE,Ivent Mobile bv,2705.58,2.49e-07
24482,ORG-OA54-AP-APNIC,OneAsiaHost,56656,ORG-DETR1-RIPE,Detronics s.r.o.,2705.76,2.49e-07
30286,THREA-1-ARIN,ThreatMetrix Inc.,49544,ORG-IA772-RIPE,i3D.net B.V,2706.08,2.50e-07
44854,ORG-ABTA6-RIPE,Arend Brouwer,35360,ORG-FG108-RIPE,Frederic Gargula,2706.6,2.50e-07
39351,ORG-SA1601-RIPE,31173 Services AB,56835,ORG-ITEK1-RIPE,SPD Polyudov Aleksandr Igorevich,2706.93,2.50e-07
39063,ORG-LU18-RIPE,Leitwert GmbH,49434,ORG-FNS23-RIPE,FBW NETWORKS SAS,2707.18,2.50e-07
1828,UG-210-ARIN,Unitas Global,23780,@aut-23780-APNIC,CTB Media Inc.,2708.34,2.50e-07
20612,ORG-SIE6-RIPE,SwissIX Internet Exchange,59414,ORG-CA1567-RIPE,cloudscale.ch AG,2708.4,2.50e-07
29222,ORG-INS5-RIPE,Infomaniak Network SA,21232,ORG-GM1-RIPE,Genossenschaft GGA Maur,2708.4,2.50e-07
34549,ORG-LIGC3-RIPE,meerfarbig GmbH & Co. KG,41872,ORG-GA2-RIPE,GIB-Solutions AG,2708.4,2.50e-07
41051,ORG-OG36-RIPE,Openfactory GmbH,12307,ORG-SBTA6-RIPE,Sandro Bolliger trading as Bolliger Network Solutions,2708.4,2.50e-07
41872,ORG-GA2-RIPE,GIB-Solutions AG,47147,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,2708.4,2.50e-07
58115,ORG-SIE6-RIPE,SwissIX Internet Exchange,25369,ORG-HCL11-RIPE,Hydra Communications Ltd,2708.4,2.50e-07
17639,ORG-CNTC1-AP-APNIC,ComClark Network & Technology Corp,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2708.64,2.50e-07
32590,VC-2-ARIN,Valve Corporation,64475,ORG-FFE1-RIPE,Freifunk Frankfurt am Main e.V.,2709.04,2.50e-07
198385,ORG-SCS40-RIPE,AlpineDC SA,327814,ORG-ECO1-AFRINIC,Ecoband Ltd,2709.2,2.50e-07
1828,UG-210-ARIN,Unitas Global,41114,ORG-OTS15-RIPE,ORNE THD SPL,2709.3,2.50e-07
41480,ORG-SB270-RIPE,Systemec BV,31019,ORG-PMHT1-RIPE,Paulus M. Hoogsteder,2709.3,2.50e-07
51185,ORG-MS627-RIPE,MainStreaming SpA,24691,@aut-24691-RIPE,"TogoTelecom, Togo",2709.36,2.50e-07
64475,ORG-FFE1-RIPE,Freifunk Frankfurt am Main e.V.,44444,ORG-BT25-RIPE,Forcepoint Cloud Ltd,2709.6,2.50e-07
10217,@aut-38777-APNIC,PT. NTT Indonesia,58821,@aut-149725-APNIC,PT Lintas Jaringan Nusantara,2709.68,2.50e-07
34288,ORG-KZ1-RIPE,Kantonsschule Zug,62313,ORG-PIUL1-RIPE,Proact IT UK Limited,2709.81,2.50e-07
51865,ORG-DIL13-RIPE,DIDWW Ireland Limited,47147,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,2710.16,2.50e-07
25160,ORG-VL110-RIPE,Vorboss Limited,13132,ORG-CIG2-RIPE,cyberways Informationsdienste GmbH,2710.32,2.50e-07
42692,ORG-OS190-RIPE,Overweb Srl,49544,ORG-IA772-RIPE,i3D.net B.V,2710.7,2.50e-07
22697,RC-376-ARIN,Roblox,37497,ORG-NPL3-AFRINIC,Network Platforms (PTY) LTD,2711.6,2.50e-07
26415,VGRS-ARIN,VeriSign Global Registry Services,50629,ORG-LG27-RIPE,LWLcom GmbH,2711.92,2.50e-07
4651,ORG-CTPC1-AP-APNIC,CAT Telecom Public Company Limited,1267,ORG-IA36-RIPE,WIND TRE S.P.A.,2712.0,2.50e-07
37100,ORG-SL75-AFRINIC,SEACOM Limited,13113,ORG-ILS1-RIPE,ISI Line srl,2712.5,2.50e-07
51758,ORG-PB37-RIPE,ProcoliX B.V.,49544,ORG-IA772-RIPE,i3D.net B.V,2712.5,2.50e-07
3214,ORG-XG42-RIPE,xTom GmbH,36182,ACCR-ARIN,Accretive Networks,2712.69,2.50e-07
23889,ORG-MA21-AFRINIC,Mauritius Telecom Ltd,50304,ORG-BLIX1-RIPE,Blix Solutions AS,2713.44,2.50e-07
32590,VC-2-ARIN,Valve Corporation,25220,ORG-AG15-RIPE,equada network GmbH,2713.52,2.50e-07
202365,ORG-CA1884-RIPE,Omer GOLGELI,209533,ORG-IG165-RIPE,iFog GmbH,2713.6,2.50e-07
55329,ORG-TL9-AP-APNIC,Telcotech Ltd,25369,ORG-HCL11-RIPE,Hydra Communications Ltd,2713.68,2.50e-07
51519,ORG-BA1235-RIPE,Karabro AB,42695,ORG-CNHA1-RIPE,Cleura AB,2713.75,2.50e-07
51095,ORG-EI79-RIPE,"EdgeUno, Inc.",21277,ORG-NTL14-RIPE,Allay Nawroz Telecom Company for Communication/Ltd.,2713.86,2.50e-07
57154,ORG-SKG3-RIPE,Stadtwerke Konstanz GmbH,29140,ORG-HG5-RIPE,Hostserver GmbH,2714.56,2.50e-07
29075,ORG-LS56-RIPE,IELO-LIAZO SERVICES SAS,19679,DROPB-ARIN,"Dropbox, Inc.",2715.18,2.50e-07
58299,ORG-OG36-RIPE,Openfactory GmbH,51198,ORG-SB712-RIPE,Servada B.V.,2715.8,2.50e-07
34756,ORG-GHB2-RIPE,NEP Media Solutions B.V.,12969,ORG-RE2-RIPE,Ljosleidarinn ehf,2715.9,2.50e-07
19189,PULSE-13-ARIN,Pulsepoint Inc,49544,ORG-IA772-RIPE,i3D.net B.V,2716.0,2.50e-07
48519,ORG-KMUK1-RIPE,Knipp Medien und Kommunikation GmbH,29140,ORG-HG5-RIPE,Hostserver GmbH,2716.08,2.50e-07
52320,@aut-52320-LACNIC,"GlobeNet Cabos Submarinos Colombia, S.A.S.",51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2716.08,2.50e-07
5405,ORG-IG211-RIPE,Inter.link GmbH,1248,ORG-HGB1-RIPE,HERE Global BV,2716.4,2.50e-07
18106,ORG-VPL3-AP-APNIC,Viewqwest Pte Ltd,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2717.04,2.51e-07
29340,ORG-SEGL1-AFRINIC,SP ECHO GHANA LIMITED,37468,ORG-AC4-AFRINIC,Angola Cables,2717.16,2.51e-07
14593,SETC-3-ARIN,Space Exploration Technologies Corporation,204092,ORG-GRIF1-RIPE,Association GRIFON,2717.76,2.51e-07
203724,ORG-MGG4-RIPE,Musarubra Germany GmbH,15547,ORG-TA6-RIPE,netplus.ch SA,2718.0,2.51e-07
198150,ORG-SJ284-RIPE,SIACOM JSC,210797,ORG-LL441-RIPE,LukNet Ltd,2718.14,2.51e-07
15965,ORG-CS14-RIPE,CEGECOM S.A.,198385,ORG-SCS40-RIPE,AlpineDC SA,2718.24,2.51e-07
28716,ORG-ES264-RIPE,Retelit Digital Services S.p.A.,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2718.56,2.51e-07
44141,ORG-DS58-RIPE,DEVCLIC SARL,41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,2719.36,2.51e-07
34019,ORG-HA23-RIPE,Hivane Association,21040,ORG-DA4-RIPE,Datapark AG,2719.52,2.51e-07
33891,ORG-IICG1-RIPE,Core-Backbone GmbH,51873,ORG-ASA44-RIPE,Arcade Solutions AG,2720.0,2.51e-07
20253,QWILT-ARIN,Qwilt Inc.,48919,ORG-UAC3-RIPE,UACITY Ltd.,2720.34,2.51e-07
29140,ORG-HG5-RIPE,Hostserver GmbH,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2720.72,2.51e-07
57154,ORG-SKG3-RIPE,Stadtwerke Konstanz GmbH,25220,ORG-AG15-RIPE,equada network GmbH,2721.04,2.51e-07
394233,CLOUD-43-ARIN,Cloudwifi,35280,ORG-ANS21-RIPE,F5 Networks SARL,2721.51,2.51e-07
139341,ORG-AP2-AP-APNIC,ACEVILLE PTE.LTD.,208972,ORG-GIHS2-RIPE,GIBIRNET ILETISIM HIZMETLERI SANAYI VE TICARET LIMITED SIRKETI,2721.6,2.51e-07
25152,ORG-RIEN1-RIPE,Reseaux IP Europeens Network Coordination Centre (RIPE NCC),13030,ORG-ISA1-RIPE,Init7 (Switzerland) Ltd.,2721.7,2.51e-07
1828,UG-210-ARIN,Unitas Global,48768,ORG-GSIA2-RIPE,GTECH SWEDEN INTERACTIVE AB,2721.72,2.51e-07
25160,ORG-VL110-RIPE,Vorboss Limited,29468,ORG-IA54-RIPE,InfraCom Managed Services AB,2722.32,2.51e-07
14907,WIKIM-ARIN,Wikimedia Foundation Inc.,203724,ORG-MGG4-RIPE,Musarubra Germany GmbH,2722.4,2.51e-07
55850,ORG-MNL16-AP-APNIC,Mercury NZ Limited,24516,ORG-VPL12-AP-APNIC,Virtutel Pty Ltd,2722.72,2.51e-07
58057,ORG-SA4302-RIPE,Securebit AG,62041,ORG-TMI4-RIPE,Telegram Messenger Inc,2722.9,2.51e-07
41666,ORG-IFPC1-RIPE,Institute for Pyrotechnical Cleaning (limited company),15447,ORG-CB29-RIPE,CM.com N.V.,2723.4,2.51e-07
35280,ORG-ANS21-RIPE,F5 Networks SARL,13113,ORG-ILS1-RIPE,ISI Line srl,2723.76,2.51e-07
212483,ORG-LECL2-RIPE,LEVEL EIGHTY-SIX COMMUNICATIONS LTD,13132,ORG-CIG2-RIPE,cyberways Informationsdienste GmbH,2723.84,2.51e-07
212815,ORG-DS535-RIPE,Dyjix SAS,16347,ORG-RI9-RIPE,ADISTA SAS,2724.2,2.51e-07
64475,ORG-FFE1-RIPE,Freifunk Frankfurt am Main e.V.,51978,ORG-WTG4-RIPE,WEMACOM Telekommunikation GmbH,2724.56,2.51e-07
25455,ORG-GS161-RIPE,Guardfox SRL,49544,ORG-IA772-RIPE,i3D.net B.V,2724.8,2.51e-07
50472,ORG-CCCE3-RIPE,Chaos Computer Club e.V.,29140,ORG-HG5-RIPE,Hostserver GmbH,2724.8,2.51e-07
51395,ORG-DA327-RIPE,Datasource AG,62167,ORG-TB58-RIPE,Tismi BV,2725.32,2.51e-07
394354,CCIRAACPLEI-ARIN,CIRA Canadian Internet Registration Authority Autorit Canadienne pour les enregistrements Internet,199938,ORG-NHE1-RIPE,Netzwerge GmbH,2725.36,2.51e-07
51185,ORG-MS627-RIPE,MainStreaming SpA,26667,ADMON-ARIN,"Magnite, Inc.",2725.68,2.51e-07
