AS1,AS1_org_id,AS1_org_name,AS2,AS2_org_id,AS2_org_name,Total_CO2,CO2_Normalized
14251,MLSLI-ARIN,"Multiple Lising Service of Long Island, Inc.",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
14717,EZCI-ARIN,EZE Castle Integration Inc.,22119,LEPL-1-ARIN,Lee Equity Partners LLC,133091.85,1.23e-05
14717,EZCI-ARIN,EZE Castle Integration Inc.,26200,PSAML-ARIN,"P. Schoenfeld Asset Management, LLC",133091.85,1.23e-05
14717,EZCI-ARIN,EZE Castle Integration Inc.,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
15085,IMMED-3-ARIN,"Immedion, LLC",14043,SCANSO-2-ARIN,"ScanSource, Inc.",133091.85,1.23e-05
15085,IMMED-3-ARIN,"Immedion, LLC",15148,BLACKB-4-ARIN,"Blackbaud, Inc.",133091.85,1.23e-05
15085,IMMED-3-ARIN,"Immedion, LLC",33391,SFCS-1-ARIN,SECURITY FINANCE CORPORATION OF SPARTANBURG,133091.85,1.23e-05
15085,IMMED-3-ARIN,"Immedion, LLC",395998,SCSLC-ARIN,SOUTH CAROLINA STUDENT LOAN CORPORATION,133091.85,1.23e-05
15164,UPNL-ARIN,Unite Private Networks LLC.,53783,MHCS-9-ARIN,Memorial Health Care Systems,133091.85,1.23e-05
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,21965,HIGHM-5-ARIN,Highmark Inc,133091.85,1.23e-05
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,33058,PEGASY-3-ARIN,Pegasystems Inc.,133091.85,1.23e-05
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,44071,ORG-ACSL5-RIPE,Advanced Communications Solutions LLC,133091.85,1.23e-05
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,394834,CENGA-5-ARIN,"Cengage Learning, Inc.",133091.85,1.23e-05
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,397556,IAA-20-ARIN,"Insurance Auto Auctions, Inc",133091.85,1.23e-05
16524,METROP-63-ARIN,MetTel,39983,PBGC-ARIN,Pension Benefit Guaranty Corp.,133091.85,1.23e-05
16851,NL-ARIN,NebraskaLink,14097,CMW-32-ARIN,"Country Mile Wireless, Inc",133091.85,1.23e-05
16884,TOURM-3-ARIN,Tourmaline Partners LLC,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
17051,PPL-27-ARIN,Purdue Pharma LP,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
17054,CBL-169-ARIN,Expedient,27560,UTC-32-ARIN,Universal Leaf Tobacco Company Inc.,133091.85,1.23e-05
17356,VRTC-ARIN,"Vermont Telephone Company, Inc.",23351,ANSYS-1-ARIN,"Ansys, Inc. - Lebanon NH",133091.85,1.23e-05
17378,TL-801-ARIN,"TierPoint, LLC",22271,,,133091.85,1.23e-05
18683,MFNL-1-ARIN,"Midwest Fiber Networks, LLC",46788,MCG-45-ARIN,Milwaukee County Government,133091.85,1.23e-05
19021,BTCBR-ARIN,BTC Broadband Inc.,400145,GTSL-19-ARIN,"Gladius Technology Solutions, LLC",133091.85,1.23e-05
19108,SUDDE-ARIN,Optimum,26921,CYBERS-75-ARIN,CYBERSHARKS.NET,133091.85,1.23e-05
19108,SUDDE-ARIN,Optimum,47064,ESCRX-2-ARIN,Education Service Center Region XV,133091.85,1.23e-05
19224,QSGL-3-ARIN,"Quantum Services Group, LLC.",16315,ML-1399-ARIN,MultiTEL LLC,133091.85,1.23e-05
19862,BNB-22-ARIN,Bridgehampton National Bank,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
19926,,,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
20021,WCP32-ARIN,"Ntirety, Inc.",40481,GIA-22-ARIN,G3 Group,133091.85,1.23e-05
20021,WCP32-ARIN,"Ntirety, Inc.",53658,SAL-202-ARIN,SocketLabs,133091.85,1.23e-05
20055,WNL-35-ARIN,Wholesail networks LLC,30075,LWSD4-ARIN,Lake Washington School District #414,133091.85,1.23e-05
20080,FIU-1-ARIN,Florida International University,23089,HOTWI-ARIN,Hotwire Communications,133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,16470,WIS-62-ARIN,WingNET Internet Services,133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,21975,LSL46-ARIN,"LOOMIS SAYLES & CO., LP",133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,26351,FHNC-1-ARIN,First Horizon National Corporation,133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,40175,HEALT-63-ARIN,Encompass Health Corporation,133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,393542,PG-75-ARIN,"The Plateau Group, Inc.",133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,393999,AL-609-ARIN,AlpineWEB,133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,395885,NT-231-ARIN,Net3 Technology Inc.,133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,398459,RCU-45-ARIN,Rogue Credit Union,133091.85,1.23e-05
20115,CC04-ARIN,Charter Communications LLC,398552,CISD-44-ARIN,Cleburne Independent School District,133091.85,1.23e-05
20448,PCL-363-ARIN,Peace Communications LLC,397921,MCL-194-ARIN,Megawatt Communications LLC,133091.85,1.23e-05
20473,CHOOP-1-ARIN,"The Constant Company, LLC",1008,GC-1341-ARIN,GANJINGWORLD CORPORATION,133091.85,1.23e-05
20473,CHOOP-1-ARIN,"The Constant Company, LLC",2015,MSEN-ARIN,"Msen, Inc.",133091.85,1.23e-05
20473,CHOOP-1-ARIN,"The Constant Company, LLC",396500,ML-1463-ARIN,MinakiLabs,133091.85,1.23e-05
20473,CHOOP-1-ARIN,"The Constant Company, LLC",397898,PTGSL-ARIN,Power to Grow Services LLC,133091.85,1.23e-05
21508,CCCS-ARIN,"Comcast Cable Communications, LLC",54883,CRV-7-ARIN,"City of Richmond, Virginia",133091.85,1.23e-05
21508,CCCS-ARIN,"Comcast Cable Communications, LLC",399099,PCPS-17-ARIN,petersburg city public schools,133091.85,1.23e-05
21947,BTC-13-ARIN,"Blackfoot Telephone Cooperative, Inc.",54410,BDHS-2-ARIN,Bozeman Deaconess Health Services,133091.85,1.23e-05
22249,MAXEL-4-ARIN,MAXELL CORPORATION OF AMERICA,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
22351,INTELS-ARIN,INTELSAT GLOBAL SERVICE CORPORATION,11902,WORLDL-23-ARIN,"World-Link Communications, Inc.",133091.85,1.23e-05
22362,GTC-52-ARIN,Global Tel*link Corporation,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
22405,WESTC-30-ARIN,Westchester Jewish Community Services,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
22645,LERN-ARIN,LEARN,22977,LIT-10-ARIN,Lamar Institute of Technology,133091.85,1.23e-05
22645,LERN-ARIN,LEARN,46166,SRSU-1-ARIN,Sul Ross State University,133091.85,1.23e-05
22645,LERN-ARIN,LEARN,62912,VC-387-ARIN,Victoria College,133091.85,1.23e-05
22645,LERN-ARIN,LEARN,400233,CSA-224-ARIN,City of San Angelo,133091.85,1.23e-05
22667,VBNI-ARIN,"Vista Broadband Networks, Inc.",11397,RDWL-ARIN,"River Delta Wireless, LLC",133091.85,1.23e-05
22677,CC04-ARIN,Charter Communications LLC,12063,SMMJL-ARIN,"Stuart, Maue, Mitchell & James, Ltd.",133091.85,1.23e-05
22691,ISPNET-1-ARIN,"ISPnet, Inc.",27486,MSL-48-ARIN,"MCF Software, LLC",133091.85,1.23e-05
22773,CXA-ARIN,Cox Communications Inc.,63340,SPA-48-ARIN,"Systems Planning and Analysis, Inc.",133091.85,1.23e-05
22974,CC04-ARIN,Charter Communications LLC,395638,OCM-61-ARIN,County of Ottawa,133091.85,1.23e-05
23005,SWITC-2-ARIN,"SWITCH, LTD",22648,SGC-22-ARIN,Southwest Gas Corporation,133091.85,1.23e-05
23005,SWITC-2-ARIN,"SWITCH, LTD",26263,CLV-ARIN,City of Las Vegas,133091.85,1.23e-05
23222,CC04-ARIN,Charter Communications LLC,19827,CCC-1059-ARIN,City of Carson City,133091.85,1.23e-05
25899,LSNET-1-ARIN,LS Networks,10488,TFMASS-ARIN,TFM Associates LLC,133091.85,1.23e-05
26042,FL-751-ARIN,"FiberState, LLC",401562,OL-420-ARIN,OOXX Link Inc,133091.85,1.23e-05
26561,FREEB-5-ARIN,NetRidge LLC,398770,TC-2316-ARIN,Twisted Computing Incorporated,133091.85,1.23e-05
26564,TNC-17-ARIN,Town of New Canaan,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
26827,EPBTE-ARIN,EPB Fiber Optics,22337,DB-125-ARIN,DVS Solutions,133091.85,1.23e-05
26827,EPBTE-ARIN,EPB Fiber Optics,394825,PTL-121-ARIN,Pioneer Technology,133091.85,1.23e-05
27371,SCGL-9-ARIN,"Starwood Capital Group, LLC",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
27536,GCML-12-ARIN,"Glenview Capital Management, LLC",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
29884,EQUINIX-ARIN,"Equinix, Inc.",22809,AFI-ARIN,American Family Insurance,133091.85,1.23e-05
30054,THECO-59-ARIN,The College of Westchester,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
30428,IDTCO-ARIN,IDT Corporation,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
30527,ME-8-ARIN,Marchon Eyewear Inc.,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
31863,CENTR-60-ARIN,"Centrilogic, Inc.",393960,HOSTG-6-ARIN,Host4Geeks LLC,133091.85,1.23e-05
32171,TRIAN-13-ARIN,Trian Fund Management L.P.,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
32270,LDTEL-ARIN,"LD Telecommunications, Inc.",37468,ORG-AC4-AFRINIC,Angola Cables,133091.85,1.23e-05
32524,GUL-5-ARIN,"Grupo-SMS USA, LLC",394270,CL-1684-ARIN,Cabi LLC,133091.85,1.23e-05
32524,GUL-5-ARIN,"Grupo-SMS USA, LLC",397287,AUTOC-53-ARIN,"AutoCrib, Inc.",133091.85,1.23e-05
32550,EQUINIX-ARIN,"Equinix, Inc.",22809,AFI-ARIN,American Family Insurance,133091.85,1.23e-05
32551,KOHLB-ARIN,"Kohlberg & Co., L.L.C.",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
33154,DCL-689-ARIN,DQE Communications LLC,18891,CONFLU-ARIN,Confluence Technologies,133091.85,1.23e-05
33154,DCL-689-ARIN,DQE Communications LLC,26257,CW-26-ARIN,County Of Washington,133091.85,1.23e-05
33154,DCL-689-ARIN,DQE Communications LLC,393456,USSC-9-ARIN,United States Steel Corporation,133091.85,1.23e-05
33381,AIML-23-ARIN,ABS Investment Management LLC,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
33490,CCCS-ARIN,"Comcast Cable Communications, LLC",25652,SHFCU-ARIN,InRoads Federal Credit Union,133091.85,1.23e-05
33650,CCCS-ARIN,"Comcast Cable Communications, LLC",2145,HCS-186-ARIN,Cougar Wireless,133091.85,1.23e-05
33650,CCCS-ARIN,"Comcast Cable Communications, LLC",20168,PRECO-11-ARIN,Precor Incorporated,133091.85,1.23e-05
33650,CCCS-ARIN,"Comcast Cable Communications, LLC",32092,AAI-52-ARIN,Altair Advanced Industries,133091.85,1.23e-05
33650,CCCS-ARIN,"Comcast Cable Communications, LLC",40391,CHSCOO-ARIN,CHS COOPERATIVES FOUNDATION,133091.85,1.23e-05
33650,CCCS-ARIN,"Comcast Cable Communications, LLC",63029,PAYSC-ARIN,"Payscale, Inc.",133091.85,1.23e-05
33650,CCCS-ARIN,"Comcast Cable Communications, LLC",399043,PTI-63-ARIN,Puyallup Tribe of Indians,133091.85,1.23e-05
33654,CCCS-ARIN,"Comcast Cable Communications, LLC",22523,SNAOC-ARIN,State of NM Administrative Office of the Courts,133091.85,1.23e-05
33661,CCCS-ARIN,"Comcast Cable Communications, LLC",36763,HEARS-2-ARIN,"Hearst-Argyle Television, Inc.",133091.85,1.23e-05
33661,CCCS-ARIN,"Comcast Cable Communications, LLC",54119,WCL-100-ARIN,"WhiteSky Communications, LLC.",133091.85,1.23e-05
33668,CCCS-ARIN,"Comcast Cable Communications, LLC",36040,GOGL-ARIN,Google LLC,133091.85,1.23e-05
33699,RMR-17-ARIN,"Russell Marketing Research, Inc.",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
33745,AISS-7-ARIN,Atos IT Solutions and Services Inc,11296,IHA-ARIN,"Independent Health Association, Inc.",133091.85,1.23e-05
36012,HUNTE-5-ARIN,HUNTER COMMUNICATIONS,11407,JCSD-16-ARIN,Central Point School District 6,133091.85,1.23e-05
36012,HUNTE-5-ARIN,HUNTER COMMUNICATIONS,32000,TBIL-3-ARIN,Tnet Broadband Internet,133091.85,1.23e-05
36073,CL-1660-ARIN,ComportSecure LLC,31955,CONNE-17-ARIN,CONNEXUS ENERGY,133091.85,1.23e-05
36443,AUNAL-ARIN,"Aunalytics, Inc",400739,CM-1716-ARIN,City of Mishawaka,133091.85,1.23e-05
36681,TRITE-7-ARIN,Tritech Communications Inc.,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
40128,MUS-2-ARIN,Morristown Utility Systems,40798,WALLAC-7-ARIN,"Wallace Hardware Co., Inc.",133091.85,1.23e-05
40128,MUS-2-ARIN,Morristown Utility Systems,62923,LP-13-ARIN,"Lakeway Publishers, Inc.",133091.85,1.23e-05
40264,CC04-ARIN,Charter Communications LLC,14305,ACCUR-49-ARIN,Accuray Incorporated,133091.85,1.23e-05
40522,SIMPL-19-ARIN,"Simple Signal, Inc.",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
46475,LIMES-2-ARIN,"Limestone Networks, Inc.",62134,ORG-IL320-RIPE,"IHNetworks, LLC",133091.85,1.23e-05
46578,SCML-23-ARIN,"Seer Capital Management, LP",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
46844,SHARK-7-ARIN,Sharktech,36849,SAEOL-1-ARIN,1st Amendment Encrypted Openness LLC,133091.85,1.23e-05
46887,CCFL-10-ARIN,Crown Castle Fiber LLC,26732,WC-41-ARIN,Wagner College,133091.85,1.23e-05
46887,CCFL-10-ARIN,Crown Castle Fiber LLC,63077,CL-16-ARIN,"ConnectMe, LLC.",133091.85,1.23e-05
52320,@aut-52320-LACNIC,"GlobeNet Cabos Submarinos Colombia, S.A.S.",23089,HOTWI-ARIN,Hotwire Communications,133091.85,1.23e-05
53394,UL-363-ARIN,UPSTATION,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
53536,PRINE-1-ARIN,"Prinetime Internet Solutions, LLC",46716,CCO-20-ARIN,Crook County Oregon,133091.85,1.23e-05
53555,HLC-45-ARIN,"Huntington Mark, LLC",54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
53725,PHL-19-ARIN,PBF Holding Company LLC,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
53828,NETWO-107-ARIN,"NETWORK INNOVATIONS, LLC",63303,TC-405-ARIN,TouchTone Communications,133091.85,1.23e-05
53828,NETWO-107-ARIN,"NETWORK INNOVATIONS, LLC",63376,TC-405-ARIN,TouchTone Communications,133091.85,1.23e-05
54004,CHL-54-ARIN,Optimum WiFi,15319,CSLNA-ARIN,COSCO Shipping Lines (North America) Inc.,133091.85,1.23e-05
54004,CHL-54-ARIN,Optimum WiFi,23463,LPCL-ARIN,Lone Pine Capital LLC,133091.85,1.23e-05
54004,CHL-54-ARIN,Optimum WiFi,53475,MAHER-6-ARIN,Maher Terminals LLC,133091.85,1.23e-05
60068,ORG-DL201-RIPE,Datacamp Limited,61165,ORG-MSL51-RIPE,Mountiela Services LLC,133091.85,1.23e-05
60672,ORG-SL1232-RIPE,ServerChoice Ltd,19797,DNS-27-ARIN,DEXAGON Inc.,133091.85,1.23e-05
62677,WFUFSD-ARIN,William Floyd Union Free School District,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
62822,CENTE-50-ARIN,Centenary College,54004,CHL-54-ARIN,Optimum WiFi,133091.85,1.23e-05
135596,ORG-HOS1-AP-APNIC,HanStrong Online Services,134729,ORG-JPTL1-AP-APNIC,JOINT POWER TECHNOLOGY LIMITED,133091.85,1.23e-05
198949,ORG-RL239-RIPE,Radware Ltd,393515,,,133091.85,1.23e-05
198949,ORG-RL239-RIPE,Radware Ltd,396121,BAYERC-2-ARIN,Bayer Corporation,133091.85,1.23e-05
395379,SCIREMC-ARIN,SCI REMC,13439,SCIREMC-ARIN,SCI REMC,133091.85,1.23e-05
398044,TNCL-ARIN,Trinity Network Solutions,400784,RL-883-ARIN,"Rectitude 369, LLC",133091.85,1.23e-05
399450,AFCU-98-ARIN,ADVANCIAL FEDERAL CREDIT UNION,395737,UFCU-40-ARIN,University Federal Credit Union,133091.85,1.23e-05
399938,BHE-16-ARIN,Berkshire Hathaway Energy Company,399088,NEVADA-1-ARIN,Nevada Power Company,133091.85,1.23e-05
400810,BREEZ-7-ARIN,BreezeHost,400916,SHNL-12-ARIN,"Silver Hosting Network, LLC",133091.85,1.23e-05
12578,ORG-LA16-RIPE,SIA Tet,12859,ORG-BIT1-RIPE,BIT BV,133107.64,1.23e-05
62167,ORG-TB58-RIPE,Tismi BV,3170,ORG-VCL9-RIPE,VeloxServ Communications Ltd,133116.75,1.23e-05
197686,ORG-JKSO1-RIPE,JSC Kazteleport - subsidiary of Halyk Bank of Kazakhstan,214748,ORG-LT195-RIPE,LanCloud TOO,133123.7,1.23e-05
30988,ORG-AA74-AFRINIC,IS InternetSolutions Limited,328043,ORG-CP2-AFRINIC,Clickatell PTY(LTD),133125.15,1.23e-05
41327,ORG-TSS43-RIPE,Fiber Telecom S.p.A.,62093,ORG-CS369-RIPE,Cicorella srl,133126.39,1.23e-05
52468,@aut-52245-LACNIC,UFINET PANAMA S.A.,42473,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,133132.65,1.23e-05
45102,@aut-37963-APNIC,"Hangzhou Alibaba Advertising Co.,Ltd.",34549,ORG-LIGC3-RIPE,meerfarbig GmbH & Co. KG,133134.14,1.23e-05
28146,@aut-262688-LACNIC,MHNET TELECOM,23106,@aut-23106-LACNIC,AMERICAN TOWER DO BRASIL-COMUNICAÇÂO MULTIMÍDIA LT,133140.9,1.23e-05
52973,@aut-52973-LACNIC,YIPI Telecom LTDA.,27688,@aut-27688-LACNIC,Winfnet Telecom Wireless Ltda,133140.9,1.23e-05
262462,@aut-262462-LACNIC,Aranet Play,268813,@aut-268813-LACNIC,Freitas Sistema de Comunicação Internet Eireli-ME,133140.9,1.23e-05
265890,@aut-265890-LACNIC,GR SOLUCOES TELECOM LTDA - ME,266514,@aut-266514-LACNIC,Antonio J De Albuquerque ME,133140.9,1.23e-05
41047,ORG-TMC4-RIPE,Bart Vrancken trading as MLaB,58511,ORG-CIPL2-AP-APNIC,Anycast Holdings Pty Ltd,133148.83,1.23e-05
2854,ORG-GORC1-RIPE,LLC Orange Business Services,47147,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,133152.36,1.23e-05
62167,ORG-TB58-RIPE,Tismi BV,57043,ORG-HB14-RIPE,HOSTKEY B.V.,133153.8,1.23e-05
58952,ORG-FCL5-AP-APNIC,"Frontiir Co., Ltd",58655,ORG-SCL12-AP-APNIC,SkyTel Communications Limited,133163.58,1.23e-05
4808,ORG-CU1-AP-APNIC,China Unicom,59029,@aut-59029-APNIC,"People.Cn CO.,LTD",133172.9,1.23e-05
3209,ORG-MAT1-RIPE,Vodafone GmbH,51402,ORG-CTG5-RIPE,COM-IN Telekommunikations GmbH,133182.18,1.23e-05
12912,ORG-EG4-RIPE,T-Mobile Polska S.A.,213151,ORG-CE89-RIPE,Christian Elsen,133182.18,1.23e-05
21050,ORG-FTC1-RIPE,Fast Communication Company Ltd,57714,ORG-GA71-RIPE,Gulf Bank Public Shareholding,133183.16,1.23e-05
21050,ORG-FTC1-RIPE,Fast Communication Company Ltd,57719,ORG-KOTC1-RIPE,Kuwait Oil Tanker Company S.A.K.,133183.16,1.23e-05
35916,MULTA-ARIN,MULTACOM CORPORATION,393960,HOSTG-6-ARIN,Host4Geeks LLC,133186.56,1.23e-05
31500,ORG-GNMI1-RIPE,Global Network Management Inc,41842,ORG-LS526-RIPE,"LLC ""MEDIA SYSTEMS""",133194.08,1.23e-05
13194,ORG-BGIS1-RIPE,"UAB ""Bite Lietuva""",12847,ORG-LMTC1-RIPE,Latvijas Mobilais Telefons SIA,133239.2,1.23e-05
43414,ORG-HAB4-RIPE,H2B Assets B.V.,3214,ORG-XG42-RIPE,xTom GmbH,133241.06,1.23e-05
43414,ORG-HAB4-RIPE,H2B Assets B.V.,34019,ORG-HA23-RIPE,Hivane Association,133241.06,1.23e-05
25394,ORG-MNGC1-RIPE,MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,12779,ORG-INS2-RIPE,IT.Gate S.p.A.,133242.06,1.23e-05
262503,@aut-262503-LACNIC,WIKI TELECOMUNICACOES EIRELI,263841,@aut-263841-LACNIC,JOSE DIAS DE OLIVEIRA NETO,133244.11,1.23e-05
38193,ORG-TAL1-AP-APNIC,TRANS WORLD ASSOCIATES (PVT) LIMITED,35625,ORG-EFS19-RIPE,Eurofiber France SAS,133255.64,1.23e-05
37721,ORG-VTS1-AFRINIC,Virtual Technologies & Solutions,3067,ORG-GHL1-AFRINIC,Gijima Holdings (PTY) Limited,133269.44,1.23e-05
13767,DHL-19-ARIN,"DataBank Holdings, Ltd.",49544,ORG-IA772-RIPE,i3D.net B.V,133279.28,1.23e-05
12389,ORG-JR8-RIPE,PJSC Rostelecom,48940,ORG-LL60-RIPE,Link Ltd.,133306.7,1.23e-05
36236,NETAC-4-ARIN,"NetActuate, Inc",49434,ORG-FNS23-RIPE,FBW NETWORKS SAS,133307.81,1.23e-05
12713,ORG-OSTO1-RIPE,Ote SA (Hellenic Telecommunications Organisation),29208,ORG-IA8-RIPE,"Quantcom, a.s.",133335.04,1.23e-05
56910,ORG-LHS2-RIPE,Digital Realty Hellas Single Member S.A,41372,ORG-VA102-RIPE,VELTI SA,133339.92,1.23e-05
56910,ORG-LHS2-RIPE,Digital Realty Hellas Single Member S.A,42817,ORG-ECSS1-RIPE,Euronet Card Services S.A.,133339.92,1.23e-05
206735,ORG-NA1352-RIPE,NOVELCOM E.E.,215036,ORG-NDCG1-RIPE,NIKOLOPOULOS D. & Co G.P.,133339.92,1.23e-05
4230,@aut-4230-LACNIC,CLARO S.A.,53146,@aut-53146-LACNIC,R2 Telecom Com. Prod. Inform. Ltda,133347.32,1.23e-05
11432,@aut-11432-LACNIC,Telium Telecomunicações Ltda,271733,@aut-271733-LACNIC,JRNET COMUNICACAO,133347.32,1.23e-05
52872,@aut-52872-LACNIC,VOANET Telecomunicações Ltda.,53004,@aut-53004-LACNIC,Downup Telecomunicacoes e servico LTDA,133347.32,1.23e-05
52925,@aut-28630-LACNIC,Ascenty Data Centers e Telecomunicações S/A,53243,@aut-53243-LACNIC,Brasil Site Informatica LTDA,133347.32,1.23e-05
266520,@aut-266520-LACNIC,VOOB TELECOM,263320,@aut-263320-LACNIC,Sansara Telecom,133347.32,1.23e-05
7575,ORG-AAAR1-AP-APNIC,Australian Academic and Research Network,6774,ORG-BICS2-RIPE,Belgacom International Carrier Services SA,133350.12,1.23e-05
6057,@aut-6057-LACNIC,Administracion Nacional de Telecomunicaciones,4761,ORG-PIT1-AP-APNIC,PT. INDOSAT Tbk,133352.76,1.23e-05
22773,CXA-ARIN,Cox Communications Inc.,64294,PAC-59-ARIN,Panasonic Avionics Corporation,133358.48,1.23e-05
49127,ORG-ANB6-RIPE,Asimo Networks B.V.,47147,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,133359.52,1.23e-05
3212,ORG-TD4-RIPE,Telemach Slovenija d.o.o.,47147,ORG-AIG10-RIPE,ANEXIA Internetdienstleistungs GmbH,133374.24,1.23e-05
3786,@aut-9688-APNIC,LG DACOM Corporation,38683,@aut-38683-APNIC,National Electoin Commission,133394.94,1.23e-05
4766,@aut-45400-APNIC,Korea Telecom,3748,@aut-3748-APNIC,Electronics and Telecommunications Research Institute,133394.94,1.23e-05
50266,ORG-PJB2-RIPE,Odido Netherlands B.V.,20764,ORG-CR2-RIPE,CJSC RASCOM,133408.98,1.23e-05
22773,CXA-ARIN,Cox Communications Inc.,17073,ALLEGI-14-ARIN,Allegis Group,133411.52,1.23e-05
1299,ORG-TCA32-RIPE,Arelion Sweden AB,206661,ORG-RA21-RIPE,"JSC ""ER-Telecom Holding""",133412.4,1.23e-05
29076,ORG-SO181-RIPE,Citytelecom LLC,43102,ORG-REDS1-RIPE,REDSOLEX Ltd.,133412.4,1.23e-05
31133,ORG-OM1-RIPE,PJSC MegaFon,15707,ORG-INGS1-RIPE,Open Joint Stock Company INGOSSTRAKH Insurance Company,133412.4,1.23e-05
31133,ORG-OM1-RIPE,PJSC MegaFon,30729,ORG-TL70-RIPE,TRANSFER Ltd.,133412.4,1.23e-05
48882,ORG-OL270-RIPE,Optima-Shid LLC,25091,ORG-AI47-RIPE,IP-Max SA,133412.4,1.23e-05
48070,ORG-DL63-RIPE,DSM (GB) Limited,58511,ORG-CIPL2-AP-APNIC,Anycast Holdings Pty Ltd,133417.44,1.23e-05
1680,ORG-NL5-RIPE,Cellcom Fixed Line Communication L.P,49744,ORG-IL572-RIPE,Intuit Ltd.,133419.74,1.23e-05
12997,ORG-JK1-RIPE,OJSC Kyrgyztelecom,39659,ORG-SIUS3-RIPE,SE Infocom under SRS,133422.2,1.23e-05
15598,ORG-IEG12-RIPE,NorthC Deutschland GmbH,35625,ORG-EFS19-RIPE,Eurofiber France SAS,133432.88,1.23e-05
15830,ORG-TP3-RIPE,Equinix (EMEA) Acquisition Enterprises B.V.,29680,ORG-VSS4-RIPE,Gamma Operadora de Comunicaciones S.A.,133434.95,1.23e-05
202766,ORG-DDCS1-RIPE,LYNTIA NETWORKS S.A.,206930,ORG-FTS12-RIPE,Fenix Telecom SLU,133434.95,1.23e-05
21574,@aut-21574-LACNIC,Century Telecom Ltda,264540,@aut-264540-LACNIC,RG Tecnologia e Telecomunicações Ltda,133450.53,1.23e-05
262847,@aut-262847-LACNIC,DBUG TELECOM LTDA,264943,@aut-264943-LACNIC,VIARAPIDA TELECOMUNICAÇÕES LTDA - ME,133450.53,1.23e-05
263495,@aut-263495-LACNIC,INFOSERVIC INFORMATICA TELECOMUNICAÇÃO LTDA,263419,@aut-263419-LACNIC,Edilso Fuchter & Cia Ltda,133450.53,1.23e-05
15694,ORG-AS25-RIPE,Atman Sp. z o.o.,31181,ORG-UA236-RIPE,Ubezpieczeniowy Fundusz Gwarancyjny,133450.66,1.23e-05
15694,ORG-AS25-RIPE,Atman Sp. z o.o.,49197,ORG-MSZO9-RIPE,Medicover Sp. z o.o.,133450.66,1.23e-05
15694,ORG-AS25-RIPE,Atman Sp. z o.o.,202541,ORG-CCSZ2-RIPE,ITI NEOVISION SPOLKA AKCYJNA,133450.66,1.23e-05
49895,ORG-DSZO13-RIPE,dcenter.pl sp. z o.o.,51146,ORG-APSZ3-RIPE,Asean Telecom Sp. z o.o.,133450.66,1.23e-05
