AS1,Org1_ID,AS2,Org2_ID,Total_CO2,CO2_Normalized
5398,InternetONE Internet one SRL,8218,NEO-ASN Zayo Infrastructure France SA,43963.8,1.82e-07
14840,BR.Digital Provider,266914,Lary Net,43967.46,1.82e-07
274685,HS TELECOMUNICACAO E TECNOLOGIA LTDA,271382,AGVIP TECNOLOGIA E SOLUCOES,43967.46,1.82e-07
6762,SEABONE-NET TELECOM ITALIA SPARKLE S.p.A.,2594,ASN-CSI CSI Piemonte,43992.09,1.82e-07
20912,"ASN-PANSERVICE Giuliano Claudio Peritore trading as ""Panservice s.a.s. di Cuseo Fabrizio & C.""",12709,MELITACABLE Melita Limited,43992.09,1.82e-07
24482,SGGS-AS-AP SG.GS,56550,STELCORE STEL S.R.L.,43992.09,1.82e-07
59919,BRAINBOX Brainbox S.r.l.,31034,ARUBA-ASN Aruba S.p.A.,43992.09,1.82e-07
20764,RASCOM-AS CJSC RASCOM,14537,CL-1379-14537,43997.48,1.82e-07
50304,BLIX Blix Solutions AS,64289,MACARNE,44010.7,1.82e-07
51185,MAINSTREAMING-AS MainStreaming SpA,12969,Vodafone_Iceland Ljosleidarinn ehf,44013.8,1.82e-07
64475,FREIFUNK-FRANKFURT Freifunk Frankfurt am Main e.V.,12731,IPHH IPHH Internet Port Hamburg GmbH,44014.8,1.82e-07
15557,LDCOMNET Societe Francaise Du Radiotelephone - SFR SA,39552,AHR-AS WBA (IT Services) International Limited,44019.15,1.82e-07
12389,ROSTELECOM-AS PJSC Rostelecom,12841,Veltrade-AS Veltrade LLC,44021.6,1.82e-07
24482,SGGS-AS-AP SG.GS,39045,Gaztelecom-AS Gazprom telecom LLC,44021.6,1.82e-07
31133,MF-MGSM-AS PJSC MegaFon,42610,NCNET-AS PJSC Rostelecom,44021.6,1.82e-07
31133,MF-MGSM-AS PJSC MegaFon,50863,CNRG-GROUP-AS Southern Shipbuilding and ship repair center JSC,44021.6,1.82e-07
59796,STORMWALL-AS StormWall s.r.o.,48673,AKO46-AS Department of Information-Communication Technologies and Information Security of Kursk Region,44021.6,1.82e-07
196695,NETONERUS NetOne Rus JSC,214535,"biotech-campus LLC ""Biotech Campus""",44021.6,1.82e-07
15830,Equinix Equinix (EMEA) Acquisition Enterprises B.V.,21232,GGAMAUR Genossenschaft GGA Maur,44029.8,1.82e-07
174,COGENT-174,210127,EUROFINS-EU Eurofins NSC IT Infrastructure Germany GmbH,44049.92,1.82e-07
1299,TWELVE99 Arelion Sweden AB,24766,GBCNET-AS01 GBC GmbH Internet Service Center Ingenieurgesellschaft fuer Systemsoftware und Kommunikationstechnik,44049.92,1.82e-07
1836,GREEN green.ch AG,206356,Freifunk-Essen Freifunk Essen e.V.,44049.92,1.82e-07
2614,RoEduNet Agentia de Administrare a Retelei Nationale de Informatica pentru Educatie si Cercetare,41047,NL-MLAB Bart Vrancken trading as MLaB,44049.92,1.82e-07
9063,SAARGATE-AS VSE NET GmbH,8426,CLARANET-AS Claranet Limited,44049.92,1.82e-07
12779,ITGATE IT.Gate S.p.A.,12676,NCORE-AS HKN GmbH,44049.92,1.82e-07
15743,NETDE net.de AG,13030,INIT7 Init7 (Switzerland) Ltd.,44049.92,1.82e-07
15817,"MITTWALD-AS Robert Meyer trading as ""Mittwald CM Service GmbH & Co. KG""",37468,ANGOLA-CABLES,44049.92,1.82e-07
15943,WTNET-AS wilhelm.tel GmbH,205310,de_beiersdorf Beiersdorf Shared Services GmbH,44049.92,1.82e-07
20904,Netplaza-AS Cinia Oy,49544,i3Dnet i3D.net B.V,44049.92,1.82e-07
34549,MEER-AS meerfarbig GmbH & Co. KG,3330,PROFINET-AT eww ag,44049.92,1.82e-07
35710,WEBERCLOUD weber.digital GmbH,2906,AS-SSI,44049.92,1.82e-07
48362,TKSWF-AS Stadtwerke Feldkirch,12676,NCORE-AS HKN GmbH,44049.92,1.82e-07
49800,GNC-ALFA GNC-Alfa CJSC,31510,IKB-AS Innsbrucker Kommunalbetriebe AG,44049.92,1.82e-07
49808,POWERSPEED-AS Energie AG Oberoesterreich Services und Digital Solutions GmbH,12859,NL-BIT BIT BV,44049.92,1.82e-07
58307,RIX UNITEL-MEDIA Sp. z o.o.,37468,ANGOLA-CABLES,44049.92,1.82e-07
59796,STORMWALL-AS StormWall s.r.o.,15547,NETPLUS netplus.ch SA,44049.92,1.82e-07
198150,SIACOM-AS SIACOM JSC,398465,RACKDOG-LLC,44049.92,1.82e-07
205112,PHILUNET PHILUNET GmbH,207160,EK401 Factory Campus Verwaltungs-GmbH,44049.92,1.82e-07
210937,Showfom Xiufeng Guo,12731,IPHH IPHH Internet Port Hamburg GmbH,44049.92,1.82e-07
22652,FIBRENOIRE-INTERNET,29931,SOLIST-TECHNOLOGIES,44052.12,1.82e-07
393457,HCETELECOM,394369,CANADA151DC,44052.12,1.82e-07
30081,CACHENETWORKS,41047,NL-MLAB Bart Vrancken trading as MLaB,44062.56,1.82e-07
224,"UNINETT UNINETT, The Norwegian University & Research Network",50270,NPT Nasjonal kommunikasjonsmyndighet,44064.75,1.82e-07
5398,InternetONE Internet one SRL,7713,TELKOMNET-AS-AP PT Telekomunikasi Indonesia,44067.84,1.82e-07
15895,"KSNET-AS ""Kyivstar"" PJSC",56524,VERESEN-AS Veresen Plus LTD,44068.12,1.82e-07
21497,"UMC-AS PrJSC ""VF UKRAINE""",39230,"MHP-AS PRJSC ""MHP""",44068.12,1.82e-07
29382,"UkrInfoSystems-AS LIMITED LIABILITY COMPANY ""UKRAINIAN INFOSYSTEMS""",50848,IRF-AS LLC Distributsiya-Center,44068.12,1.82e-07
16735,ALGAR TELECOM SA,61789,PORTO SEGURO CIA DE SEGUROS GERAIS,44070.67,1.82e-07
51185,MAINSTREAMING-AS MainStreaming SpA,28201,Companhia Itabirana Telecomunicacoes Ltda,44070.67,1.82e-07
263462,SPEED PLANET TELECOMUNICACOES LTDA - EPP,270848,NANUQUE TELECOM,44070.67,1.82e-07
263482,Megalink Servicos Ltda,262973,Max Telecomunicacoes Ltda,44070.67,1.82e-07
264512,GIGABYTE NETWORK COMERCIO E SERVICOS EIRELI - EPP,270992,SAMUEL BARROS COMUNICACAO MULTIMIDIA SCM,44070.67,1.82e-07
264997,Direct Telecom Ltda,266410,BELNET EIRELLI,44070.67,1.82e-07
266471,Silva Oliveira Servicos de Informatica Ltda ME,265391,PROVEX TELECOMUNICACOES LTDA,44070.67,1.82e-07
269646,G4 Telecom Fibra,270280,AS DOS SANTOS ME,44070.67,1.82e-07
272477,NDL CONNECT COMUNICACAO LTDA,268860,74JC INFORMATICA EIRELI - ME,44070.67,1.82e-07
1828,UNITAS,38235,MEKONGNET-ADC-AS-AP ANGKOR DATA COMMUNICATION,44072.4,1.82e-07
3356,LEVEL3,49282,FICOLO Ficolo Oy,44072.5,1.82e-07
199938,NETZWERGE Netzwerge GmbH,12731,IPHH IPHH Internet Port Hamburg GmbH,44072.85,1.82e-07
1103,SURFNET-NL SURF B.V.,9119,SOFTNET-AS SOFTNET d.o.o.,44075.94,1.82e-07
399486,VIRTUO,25091,IP-Max IP-Max SA,44081.28,1.82e-07
29140,HOSTSERVER-AS Hostserver GmbH,34177,CELESTE-AS CELESTE SAS,44088.2,1.82e-07
25160,VORBOSS_AS Vorboss Limited,21263,TELEDATA-AS TeleData GmbH,44093.28,1.82e-07
17494,BTTB-AS-AP Telecom Operator & Internet Service Provider as well,212483,level86 LEVEL EIGHTY-SIX COMMUNICATIONS LTD,44095.2,1.82e-07
38623,VIETTELCAMBODIA-AS-AP ISPIXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.,30844,LIQUID-AS Liquid Telecommunications Ltd,44096.58,1.82e-07
37680,COOL-IDEAS,20940,AKAMAI-ASN1 Akamai International B.V.,44098.56,1.82e-07
8220,COLT COLT Technology Services Group Limited,6621,HNS-DIRECPC,44104.8,1.82e-07
24482,SGGS-AS-AP SG.GS,328112,Linux-Based-Systems-Design-AS,44105.88,1.82e-07
174,COGENT-174,26950,LIPPERT-AS1,44108.25,1.82e-07
3356,LEVEL3,394732,DMOS-1,44108.25,1.82e-07
4557,SOUTHEAST-TEXAS-GIGAPOP,1828,UNITAS,44108.25,1.82e-07
4922,SHENTEL,2731,HORIZONTELCOM,44108.25,1.82e-07
11404,AS-WAVE-1,53472,CKW-3,44108.25,1.82e-07
11537,INTERNET2-RESEARCH-EDU,17579,KREONET2-AS-KR KISTI,44108.25,1.82e-07
11537,INTERNET2-RESEARCH-EDU,396961,INTERNET2-OSG,44108.25,1.82e-07
13781,ENERGYNET,14749,RUSSEPB,44108.25,1.82e-07
17054,EXPEDIENT,399387,DIGITECH-COMPUTER-LLC,44108.25,1.82e-07
20115,CHARTER-20115,398183,CAROLINA-AUTO-AUCTION,44108.25,1.82e-07
20394,MASHELL-TELECOM,18106,VIEWQWEST-SG-AP Viewqwest Pte Ltd,44108.25,1.82e-07
23005,SWITCH-LTD,19838,BLUE-WATER-NETWORKS,44108.25,1.82e-07
23005,SWITCH-LTD,46522,COH,44108.25,1.82e-07
23005,SWITCH-LTD,54690,CLU,44108.25,1.82e-07
25899,LSNET,27214,INSITU-AS,44108.25,1.82e-07
32270,LDTEL,24482,SGGS-AS-AP SG.GS,44108.25,1.82e-07
36178,STEPHENGOULD-CORP,54004,OPTIMUM-WIFI2,44108.25,1.82e-07
41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,40244,TURNKEY-INTERNET,44108.25,1.82e-07
54483,GEOLINKS-AS,17639,CONVERGE-AS Converge ICT Solutions Inc.,44108.25,1.82e-07
41960,NEXTPERTISE Nextpertise B.V.,61349,MAXITEL MaxiTEL Telecom B.V.,44110.17,1.82e-07
47377,Orange_Belgium_SA Orange Belgium SA,39855,MOD-EU Mod Mission Critical LLC,44115.96,1.82e-07
56911,ASN-WARIAN Warian S.R.L.,48362,TKSWF-AS Stadtwerke Feldkirch,44116.8,1.82e-07
20473,AS-VULTR,17676,GIGAINFRA SoftBank Corp.,44119.6,1.82e-07
41047,NL-MLAB Bart Vrancken trading as MLaB,20911,NETSURF-AS-BG Net-Surf.net Ltd.,44123.07,1.83e-07
41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,20911,NETSURF-AS-BG Net-Surf.net Ltd.,44123.07,1.83e-07
29075,IELO IELO-LIAZO SERVICES SAS,44735,SIP-ASN Nova hf,44125.83,1.83e-07
1221,ASN-TELSTRA Telstra Limited,9417,EGRC-AS-AP Electricity Generation and Retail Corporation,44127.2,1.83e-07
39686,ASN-EUROFIBER Eurofiber Nederland BV,29169,GANDI-AS GANDI SAS,44131.5,1.83e-07
3352,Telefonica_de_Espana TELEFONICA DE ESPANA S.A.U.,60314,IMI-AS Institut Municipal d'Informatica (IMI),44137.3,1.83e-07
15830,Equinix Equinix (EMEA) Acquisition Enterprises B.V.,25627,BTS-USA,44137.3,1.83e-07
35598,INETCOM INETCOM CARRIER LLC,20928,NOOR-AS,44142.04,1.83e-07
13030,INIT7 Init7 (Switzerland) Ltd.,12360,KTK KEVAG Telekom GmbH,44145.4,1.83e-07
36944,UBUNTU-UNICAST-AS,37468,ANGOLA-CABLES,44148.98,1.83e-07
15924,BORUSANTELEKOM-AS Vodafone Net Iletisim Hizmetler AS,50135,epias Enerji Piyasalari Isletme A.S.,44151.8,1.83e-07
4230,CLARO S.A.,49981,WorldStream WorldStream B.V.,44161.46,1.83e-07
17639,CONVERGE-AS Converge ICT Solutions Inc.,58884,"SMPHI-AS-AP SM Prime Holdings, Inc.",44163.36,1.83e-07
212895,ROUTE64_ORG Johannes Ernst,212703,BONTEKOE Wieger Bontekoe,44170.04,1.83e-07
11432,Telium Telecomunicacoes Ltda,270304,FIBRAVELOZ PROVEDOR DE INTERNET LTDA,44173.88,1.83e-07
16735,ALGAR TELECOM SA,52875,M.I.MONTREAL INFORMATICA LTDA,44173.88,1.83e-07
262731,CTINET SOLUCOES EM CONECTIVIDADE E INFORMATICA LTD,270921,CROSS CONNECT PROVEDOR,44173.88,1.83e-07
268696,Tuddo Internet Ltda.,268788,HEXA TELECOM LTDA,44173.88,1.83e-07
269608,VELOSO NET SERV DE COMUNICACAO MULTIDIA EIRELI,268314,EWERTON DA SILVA LOPES TELECOMUNICACOES,44173.88,1.83e-07
9505,TWGATE-AP Taiwan Internet Gateway,8796,FD-298-8796,44174.67,1.83e-07
8540,AMANET-AS AMA netwoRX GmbH,6057,Administracion Nacional de Telecomunicaciones,44177.62,1.83e-07
31221,NLT-FR nLighten France SAS,51664,AS-BILENDI-TECH Bilendi Technology SARL,44180.0,1.83e-07
30781,JAGUAR-AS Free Pro SAS,16347,INHERENT ADISTA SAS,44190.2,1.83e-07
31122,DIGIWEB-AS Digiweb ltd,24784,ALPHYRA Payzone Group Unlimited Company,44192.6,1.83e-07
56987,AS-ABACLOUDA ABACLOUDA SAS,2860,"NOS_COMUNICACOES NOS COMUNICACOES, S.A.",44194.41,1.83e-07
17433,HNSL-AS-AP Hytron Network Services Limited,49544,i3Dnet i3D.net B.V,44198.64,1.83e-07
47734,TELECOM-IT-SOLUTIONS-AS Telecom IT Solutions SRL,34723,RNT-AS Real Network and Tel SRL,44199.0,1.83e-07
19679,DROPBOX,49544,i3Dnet i3D.net B.V,44217.36,1.83e-07
29632,NASSIST-AS Netassist Limited,41047,NL-MLAB Bart Vrancken trading as MLaB,44218.08,1.83e-07
36352,AS-COLOCROSSING,42695,CLEURA Cleura AB,44218.14,1.83e-07
37425,Somcable,60068,CDN77 Datacamp Limited,44224.18,1.83e-07
25394,MK-NETZDIENSTE-AS MK Netzdienste Verwaltungs GmbH trading as MK Netzdienste GmbH & Co. KG,23106,AMERICAN TOWER DO BRASIL-COMUNICACAO MULTIMIDIA LT,44225.28,1.83e-07
21949,BEANFIELD,17159,LNT-INFOTECH-FSTI,44226.93,1.83e-07
29222,Infomaniak-AS Infomaniak Network SA,31042,SERBIA-BROADBAND-AS Serbia BroadBand-Srpske Kablovske mreze d.o.o.,44228.08,1.83e-07
201838,ASN-COMMUNITYFIBRE Community Fibre Limited,12552,IPO-EU GlobalConnect AB,44228.2,1.83e-07
39637,NETLOGICS-AS ADES BV,37468,ANGOLA-CABLES,44235.75,1.83e-07
3257,GTT-BACKBONE GTT Communications Inc.,44302,IECHU-AS NETregator Kft.,44242.44,1.83e-07
37100,SEACOM-AS,61317,ASDETUK Hivelocity LLC,44245.8,1.83e-07
44901,belcloud Belcloud LTD,36994,Vodacom-VB,44249.7,1.83e-07
25160,VORBOSS_AS Vorboss Limited,396356,LATITUDE-SH,44257.6,1.83e-07
34343,BIP-AS Eweka Internet Services B.V.,13030,INIT7 Init7 (Switzerland) Ltd.,44262.4,1.83e-07
12552,IPO-EU GlobalConnect AB,197557,RUNCOM RUN Communications AB,44273.52,1.83e-07
262907,BRASIL TECPAR | AMIGO | AVATO,265098,Oria Eliza Hugo Carrasco-ME,44277.09,1.83e-07
265393,FIRENET SERVICOS DE TELECOMUNICACOES LTDA,268786,LINE FIBRA TELECOM LTDA,44277.09,1.83e-07
3303,SWISSCOM Swisscom (Schweiz) AG,42598,merksolution Merk Solutions sp. z o.o.,44278.56,1.83e-07
13110,INEA-AS INEA sp. z o.o.,39698,MBauer-ASN Managementservice Kleka Sp. z o.o.,44278.56,1.83e-07
16110,PODKARPACKI-NET-AS Podkarpacki.net Rafal Czarny,24482,SGGS-AS-AP SG.GS,44278.56,1.83e-07
24748,THINX_Poland Atman Sp. z o.o.,41931,EURONET-AS EURONET NORBERT SANIEWSKI SPOLKA JAWNA,44278.56,1.83e-07
49242,INTERNETUNION1 Internet Union Spolka Akcyjna,24482,SGGS-AS-AP SG.GS,44278.56,1.83e-07
50153,NET-BIS-AS NET BIS SP Z O O,24482,SGGS-AS-AP SG.GS,44278.56,1.83e-07
199831,citimediapl Citimedia.pl Sp z o.o.,204799,ASLAB Dr Irena Eris SA,44278.56,1.83e-07
201054,EPIX-PolMix Stowarzyszenie e-Poludnie,199075,TVEUROSAT TV-EURO-SAT Marek Gzowski,44278.56,1.83e-07
24482,SGGS-AS-AP SG.GS,43843,BRIANTEL Opiquad SRL,44279.62,1.83e-07
24482,SGGS-AS-AP SG.GS,59862,PLINK-AS Professional Link S.r.l.,44279.62,1.83e-07
25160,VORBOSS_AS Vorboss Limited,50877,AIRBEAM-AS Airbeam S.r.l.,44279.62,1.83e-07
59699,LENFIBER-AS Lenfiber S.r.l.,24482,SGGS-AS-AP SG.GS,44279.62,1.83e-07
37721,Virtual-Technologies-Solutions-SA,44489,"Starnet STARNET, s.r.o.",44283.02,1.83e-07
19711,SWAZINET,48362,TKSWF-AS Stadtwerke Feldkirch,44284.8,1.83e-07
3223,VOXILITY Voxility LLP,47704,ACADEMIA-AS Academia Ltd,44286.9,1.83e-07
13237,LAMBDANET-AS euNetworks GmbH,41493,CHI-X Cboe Europe Limited,44286.9,1.83e-07
131284,ETISALATAFG-AS-AP Etisalat Afghan,136986,CYBERNET1-AS-AP Cyber Net ISP,44288.18,1.83e-07
45899,VNPT-AS-VN VNPT Corp,55312,HOANGLONG-AS-VN Golden Dragon Company,44289.04,1.83e-07
24482,SGGS-AS-AP SG.GS,28824,ASN-EMPSECURE EMP SECURE AS,44290.51,1.83e-07
41998,NetComBW-AS NetCom BW GmbH,48919,UA-CITY-AS UACITY Ltd.,44296.56,1.83e-07
37497,Network-Platforms,1764,NEXTLAYER-AS Next Layer Telekommunikationsdienstleistungs- und Beratungs GmbH,44307.84,1.83e-07
33922,NTT-LT-AS UAB Nacionalinis Telekomunikaciju Tinklas,42774,"BB-AS Blue Bridge MSP, UAB",44310.12,1.83e-07
35360,GARGUNET Frederic Gargula,12731,IPHH IPHH Internet Port Hamburg GmbH,44319.92,1.83e-07
4455,BSO IX Reach Ltd,8374,PLUSNET Polkomtel Sp. z o.o.,44323.78,1.83e-07
1820,WNET,49662,Lohika-AS Lohika LTD,44324.33,1.83e-07
3326,"Datagroup PRIVATE JOINT STOCK COMPANY ""DATAGROUP""",56716,XATNET IE Didyk Dmitriy Sergeyevich,44324.33,1.83e-07
41820,NOVI-AS New Information Systems PP,25099,AS25099 PE NEO-CRAFT,44324.33,1.83e-07
47605,FNE-AS FNE-Finland Oy,42541,FIBERBY Fiberby ApS,44327.29,1.83e-07
1103,SURFNET-NL SURF B.V.,49605,DTS-AS Digital Telecommunication Services S.r.l.,44329.25,1.83e-07
1103,SURFNET-NL SURF B.V.,60068,CDN77 Datacamp Limited,44329.25,1.83e-07
3214,XTOM xTom GmbH,45903,CMCTELECOM-VN CMC Telecom Infrastructure Company,44329.25,1.83e-07
12637,SEEWEB SEEWEB s.r.l.,37497,Network-Platforms,44329.25,1.83e-07
50673,Serverius-as Serverius Holding B.V.,39521,TNGNET TNGNET B.V.,44329.25,1.83e-07
50673,Serverius-as Serverius Holding B.V.,42861,FOTONTELECOM-TRANSIT-AS Foton Telecom CJSC,44329.25,1.83e-07
51184,FONIRA Fonira Telekom GmbH,31122,DIGIWEB-AS Digiweb ltd,44329.25,1.83e-07
137367,IFORTE-NAP-AS-ID PT iForte Solusi Infotek,1103,SURFNET-NL SURF B.V.,44329.25,1.83e-07
205185,DCSPINE Eurofiber Cloud Infra B.V.,198352,ESPRESSO-AS Espresso Gridpoint BV,44329.25,1.83e-07
51185,MAINSTREAMING-AS MainStreaming SpA,15547,NETPLUS netplus.ch SA,44341.75,1.83e-07
32425,SKB3-ARIN-BGP,49544,i3Dnet i3D.net B.V,44345.64,1.83e-07
41887,PROLOCATION Prolocation B.V.,37468,ANGOLA-CABLES,44354.43,1.83e-07
136106,FIBERSTAR-AS-ID PT. Mega Akses Persada,135477,JAVADIGITAL-AS-ID PT. Java Digital Nusantara,44357.95,1.83e-07
35598,INETCOM INETCOM CARRIER LLC,20459,TELECOM-NAMIBIA-AS,44358.56,1.83e-07
1759,TSF-IP-Core Telia Finland Oyj,51728,Seltimil-AS Seltimil Oy,44361.5,1.83e-07
1828,UNITAS,6866,CYTA-NETWORK Cyprus Telecommunications Authority,44364.24,1.83e-07
39686,ASN-EUROFIBER Eurofiber Nederland BV,34177,CELESTE-AS CELESTE SAS,44368.26,1.84e-07
49127,ASIMO-AS Asimo Networks B.V.,3170,VELOXSERV VeloxServ Communications Ltd,44369.3,1.84e-07
3356,LEVEL3,52533,TRADITIO COMPANHIA DE SEGUROS,44380.3,1.84e-07
16735,ALGAR TELECOM SA,265988,DAITAN LABS SOLUCOES EM TECNOLOGIA SA,44380.3,1.84e-07
35280,F5 F5 Networks SARL,53231,GRUPOHOST COMUNICACAO MULTIMIDIA LTDA,44380.3,1.84e-07
262988,Pombonet Telecomunicacoes e Informatica,262512,Companhia de Informatica de Jundiai - CIJUN,44380.3,1.84e-07
264909,BRConnect Telecomunicacoes LTDA,271203,CampoNet Telecomunicacoes,44380.3,1.84e-07
268696,Tuddo Internet Ltda.,267933,IBIPAR SA,44380.3,1.84e-07
327782,METROFIBRE-NETWORX,30844,LIQUID-AS Liquid Telecommunications Ltd,44386.65,1.84e-07
43061,SI-STELKOM Stelkom d.o.o.,44463,DINIT-AS Dinit d.o.o.,44391.75,1.84e-07
43061,SI-STELKOM Stelkom d.o.o.,48398,DINERS-CLUB-IT-AS DINIT d.o.o.,44391.75,1.84e-07
3320,DTAG Deutsche Telekom AG,60979,KISG4 KPMG IT Service GmbH,44394.06,1.84e-07
12387,TON TON Total optical Networks AG,35280,F5 F5 Networks SARL,44394.06,1.84e-07
15943,WTNET-AS wilhelm.tel GmbH,35391,HAUNI-AS Koerber Technologies GmbH,44394.06,1.84e-07
24482,SGGS-AS-AP SG.GS,60522,KOMMITT-AS KomMITT-Ratingen GmbH,44394.06,1.84e-07
24889,MONZOON-AS Monzoon Networks AG,37100,SEACOM-AS,44394.06,1.84e-07
29467,LuxNetwork LUXNETWORK S.A.,21412,"CGATES-AS UAB ""Cgates""",44394.06,1.84e-07
31638,ASN-LEPIDA Lepida S.c.p.A.,1836,GREEN green.ch AG,44394.06,1.84e-07
43623,ARD-STERNPUNKT Hessischer Rundfunk,34019,HIVANE Hivane Association,44394.06,1.84e-07
48173,UNBELIEVABLE-AS Orange Business Digital Germany GmbH,12779,ITGATE IT.Gate S.p.A.,44394.06,1.84e-07
48173,UNBELIEVABLE-AS Orange Business Digital Germany GmbH,25091,IP-Max IP-Max SA,44394.06,1.84e-07
201675,SACLAK-NETWORK SACLAK NETWORK SARL,213047,GAMAC GAMAC S.A.R.L.,44400.9,1.84e-07
21949,BEANFIELD,19614,JUSTENERGY,44401.74,1.84e-07
25160,VORBOSS_AS Vorboss Limited,14907,WIKIMEDIA,44401.74,1.84e-07
174,COGENT-174,199103,MAKLAUT-AS SIA Maklaut,44407.72,1.84e-07
39120,CONVERGENZE-AS Convergenze S.p.A.,60171,AFRIX-AS AFR-IX TELECOM S.A.,44419.2,1.84e-07
201838,ASN-COMMUNITYFIBRE Community Fibre Limited,212483,level86 LEVEL EIGHTY-SIX COMMUNICATIONS LTD,44423.9,1.84e-07
12695,DINET-AS LLC Digital Network,50300,CUSTDC CustodianDC Limited,44426.72,1.84e-07
15704,AS15704 XTRA TELECOM S.A.,47164,ASN-REDLAN Manuel Lozano Ruiz,44429.6,1.84e-07
57277,BAIKAL-IX-TRANSIT-AS LLC Zero Kilometer,41327,FIBERTELECOM-AS Fiber Telecom S.p.A.,44430.1,1.84e-07
62167,Tismi Tismi BV,32934,FACEBOOK,44431.24,1.84e-07
30844,LIQUID-AS Liquid Telecommunications Ltd,15557,LDCOMNET Societe Francaise Du Radiotelephone - SFR SA,44440.0,1.84e-07
57629,IVI-RU LLC IVI.RU,24482,SGGS-AS-AP SG.GS,44444.5,1.84e-07
12302,Vodafone_Ro Vodafone Romania S.A.,44740,ROMFRACHT-AS ROMFRACHT SRL,44444.55,1.84e-07
39737,Prime-Telecom-AS Prime Telecom srl,48167,COGNIZANT-AS Cognizant Technology Solution Romania S.R.L.,44444.55,1.84e-07
41494,ASOCIATIA-INTERLAN Asociatia Interlan,35505,PRONETIT-AS Pronet Solutii IT SRL,44444.55,1.84e-07
20940,AKAMAI-ASN1 Akamai International B.V.,31510,IKB-AS Innsbrucker Kommunalbetriebe AG,44447.23,1.84e-07
148979,FWCPL-AS-AP Fiberworld Communication Pvt. Ltd.,134504,EVEREST-AS-AP Everest Link Pvt. Ltd,44454.08,1.84e-07
138909,LUMINOUSTECHNOLOGY-AS-AP Luminous Technology,150152,AGRANIBANKLIMITED-AS-AP Agrani Bank Limited,44456.32,1.84e-07
52320,"GlobeNet Cabos Submarinos Colombia, S.A.S.",57976,"BLIZZARD Blizzard Entertainment, Inc",44456.4,1.84e-07
39351,ESAB-AS 31173 Services AB,20928,NOOR-AS,44459.62,1.84e-07
3216,"SOVAM-AS PJSC ""Vimpelcom""",42119,MELONFASHION-AS Melon Fashion Group JSC,44470.8,1.84e-07
24482,SGGS-AS-AP SG.GS,48573,VIDNOENET PHAETON PLUS d.o.o,44470.8,1.84e-07
24482,SGGS-AS-AP SG.GS,62314,ATMOSPHERICA-AS Atmospherica Ltd.,44470.8,1.84e-07
34139,DIVO-AS JSC DIVO,25091,IP-Max IP-Max SA,44470.8,1.84e-07
41722,MIRAN-AS Miran Ltd.,28761,CrimeaCom-LLC CrimeaCom South LLC,44470.8,1.84e-07
50340,SELECTEL-MSK JSC Selectel,51289,SKYDNS-AS SkyDNS Ltd,44470.8,1.84e-07
57724,DDOS-GUARD DDOS-GUARD LTD,39853,NNGS2-AS LLC Gazpromneft ITO,44470.8,1.84e-07
57724,DDOS-GUARD DDOS-GUARD LTD,56669,NNGS-AS LLC Gazpromneft ITO,44470.8,1.84e-07
28917,"Fiord-AS Fiord Networks, UAB",34772,NEOTEL-AS-MK NEOTEL DOO export-import Skopje,44471.0,1.84e-07
47692,NESSUS Nessus GmbH,64289,MACARNE,44473.36,1.84e-07
16735,ALGAR TELECOM SA,18547,PICTURE INFORMATICA EIRELI,44483.51,1.84e-07
22548,Nucleo de Inf. e Coord. do Ponto BR - NIC.,28329,Megatelecom Telecomunicacoes Ltda,44483.51,1.84e-07
264144,ASAP GLOBAL TELECOM,272558,PowerNet Solucoes Integradas em Telecomunicacoes,44483.51,1.84e-07
37061,Safaricom,37298,EQUITYBANK,44483.79,1.84e-07
51185,MAINSTREAMING-AS MainStreaming SpA,61955,ColocationIX-AS ColocationIX GmbH,44484.09,1.84e-07
263779,Academia Nacional de Ciencias,20940,AKAMAI-ASN1 Akamai International B.V.,44485.06,1.84e-07
174,COGENT-174,4374,CKE-RESTAURANTS,44491.8,1.84e-07
174,COGENT-174,21511,NCSBN,44491.8,1.84e-07
174,COGENT-174,36221,ESOSOFT,44491.8,1.84e-07
174,COGENT-174,394823,TFFI,44491.8,1.84e-07
174,COGENT-174,398475,DRILLINGINFO-VIRGINIA,44491.8,1.84e-07
209,CENTURYLINK-US-LEGACY-QWEST,23458,DHH-AUTHORITY,44491.8,1.84e-07
701,UUNET,7133,NYPP-AS,44491.8,1.84e-07
1828,UNITAS,36149,HAWAIIAN-TELCOM,44491.8,1.84e-07
3257,GTT-BACKBONE GTT Communications Inc.,46130,POSITIVE-USA,44491.8,1.84e-07
8849,MELBICOM-EU-AS Melbikomas UAB,7195,EDGEUNO S.A.S,44491.8,1.84e-07
10886,MAX-GIGAPOP,46543,UMB,44491.8,1.84e-07
11686,ENA,25964,HCBE-17,44491.8,1.84e-07
11776,ATLANTICBB-JOHNSTOWN,399295,STC-01,44491.8,1.84e-07
13359,LEARN-CACHING-PEERING,22645,LEARN-COMMODITY,44491.8,1.84e-07
13760,UNITI-FIBER,36465,-Reserved AS-,44491.8,1.84e-07
13760,UNITI-FIBER,395625,FISC-INT-ASN,44491.8,1.84e-07
