AS1,AS2,CO2_per_link,Count,Total_CO2,Relation,Source
13194,16342,549.46,22,12088.12,0,bgp
13194,16637,253.31,57,14438.67,0,bgp
13194,17639,301.05,169,50877.45,0,bgp
13194,18001,302.97,7,2120.79,0,bgp
13194,18106,309.84,721,223394.64,0,bgp
13194,20278,180.43,1,180.43,0,bgp
13194,20539,256.21,1,256.21,0,bgp
13194,20670,614.98,4,2459.92,0,bgp
13194,20764,357.78,107,38282.46,0,bgp
13194,20804,501.22,2,1002.44,0,bgp
13194,20846,139.34,363,50580.42,-1,bgp
13194,20910,136.22,13037,1775900.14,-1,bgp
13194,20932,294.29,832,244849.28,0,bgp
13194,20940,192.82,210,40492.2,0,bgp
13194,20985,449.2,20,8984.0,0,bgp
13194,21211,211.31,6921,1462476.51,-1,bgp
13194,21244,614.98,1,614.98,0,bgp
13194,21343,292.27,2,584.54,0,bgp
13194,21344,614.98,1,614.98,0,bgp
13194,21385,344.14,2,688.28,0,bgp
13194,21412,156.02,22144,3454906.88,-1,bgp
13194,21488,256.21,28,7173.88,0,bgp
13194,21497,290.89,74,21525.86,0,bgp
13194,21859,185.38,1,185.38,0,bgp
13194,23106,305.12,1330,405809.6,0,bgp
13194,24429,240.68,3,722.04,0,bgp
13194,24482,302.64,10880,3292723.2,0,bgp
13194,24730,253.31,5,1266.55,0,bgp
13194,24852,153.93,6369,980380.17,-1,bgp
13194,24875,259.72,2,519.44,0,bgp
13194,24877,139.34,1713,238689.42,-1,bgp
13194,24889,344.14,99,34069.86,0,bgp
13194,24961,341.08,1291,440334.28,0,bgp
13194,25082,256.21,21,5380.41,0,bgp
13194,25091,242.69,2571,623955.99,0,bgp
13194,25150,256.21,1,256.21,0,bgp
13194,25220,338.8,850,287980.0,0,bgp
13194,25372,256.21,6,1537.26,0,bgp
13194,25506,614.98,1,614.98,0,bgp
13194,25532,394.84,19,7501.96,0,bgp
13194,28716,310.4,89,27625.6,0,bgp
13194,28761,305.63,6,1833.78,0,bgp
13194,28785,614.98,9,5534.82,0,bgp
13194,28907,267.03,3,801.09,0,bgp
13194,28917,274.86,891,244900.26,0,bgp
13194,28968,383.61,2,767.22,0,bgp
13194,28972,413.86,6,2483.16,0,bgp
13194,29075,301.09,1976,594953.84,0,bgp
13194,29107,289.18,1,289.18,0,bgp
13194,29119,302.03,2,604.06,0,bgp
13194,29124,437.14,49,21419.86,0,bgp
13194,29140,337.35,692,233446.2,0,bgp
13194,29226,432.65,1,432.65,0,bgp
13194,29263,253.31,1,253.31,0,bgp
13194,29278,413.86,7,2897.02,0,bgp
13194,29314,593.4,95,56373.0,0,bgp
13194,29491,256.21,3,768.63,0,bgp
13194,29504,413.86,1188,491665.68,0,bgp
13194,29632,312.61,103,32198.83,0,bgp
13194,30058,315.0,105,33075.0,0,bgp
13194,30081,261.54,2,523.08,0,bgp
13194,30103,302.37,1,302.37,0,bgp
13194,30764,413.86,5,2069.3,0,bgp
13194,30778,614.98,4,2459.92,0,bgp
13194,30844,306.53,1531,469297.43,0,bgp
13194,30860,274.54,2,549.08,0,bgp
13194,31019,253.31,1063,269268.53,0,bgp
13194,31084,253.31,3,759.93,0,bgp
13194,31117,481.94,130,62652.2,0,bgp
13194,31122,253.31,58,14691.98,0,bgp
13194,31148,283.43,571,161838.53,0,bgp
13194,31173,256.21,2,512.42,0,bgp
13194,31409,614.98,2,1229.96,0,bgp
13194,31424,253.31,12,3039.72,0,bgp
13194,31477,253.31,33,8359.23,0,bgp
13194,31510,344.14,851,292863.14,0,bgp
13194,31673,253.31,37,9372.47,0,bgp
13194,32934,196.52,6,1179.12,0,bgp
13194,33891,295.06,602,177626.12,0,bgp
13194,33922,153.94,22756,3503058.64,-1,bgp
13194,34019,294.84,2588,763045.92,0,bgp
13194,34056,277.62,1,277.62,0,bgp
13194,34058,256.21,100,25621.0,0,bgp
13194,34120,161.23,1221,196861.83,-1,bgp
13194,34177,383.47,785,301023.95,0,bgp
13194,34251,256.21,29,7430.09,0,bgp
13194,34288,295.17,753,222263.01,0,bgp
13194,34428,304.78,3,914.34,0,bgp
13194,34549,315.35,3236,1020472.6,0,bgp
13194,34550,406.35,8,3250.8,0,bgp
13194,34700,286.35,3,859.05,0,bgp
13194,34758,310.97,12,3731.64,0,bgp
13194,34820,413.86,3,1241.58,0,bgp
13194,34842,139.34,1,139.34,0,bgp
13194,34867,230.47,2,460.94,0,bgp
13194,34879,435.77,10,4357.7,0,bgp
13194,34924,344.14,1,344.14,0,bgp
13194,34927,305.51,1244,380054.44,0,bgp
13194,35004,264.91,1,264.91,0,bgp
13194,35063,614.98,6,3689.88,0,bgp
13194,35135,139.34,455,63399.7,-1,bgp
13194,35179,586.87,27,15845.49,0,bgp
13194,35280,196.57,3356,659688.92,0,bgp
13194,35328,413.86,12,4966.32,0,bgp
13194,35352,256.21,7,1793.47,0,bgp
13194,35360,303.27,851,258082.77,0,bgp
13194,35401,449.2,18,8085.6,0,bgp
13194,35441,139.34,2613,364095.42,-1,bgp
13194,35614,302.46,1,302.46,0,bgp
13194,35625,313.52,2290,717960.8,0,bgp
13194,35640,371.44,8,2971.52,0,bgp
13194,35706,35.82,3,107.46,0,bgp
13194,35710,344.14,1722,592609.08,0,bgp
13194,35753,311.84,1,311.84,0,bgp
13194,35795,297.92,4,1191.68,0,bgp
13194,35805,344.14,1,344.14,0,bgp
13194,35807,449.2,12,5390.4,0,bgp
13194,36351,317.89,6,1907.34,0,bgp
13194,36692,288.65,41,11834.65,0,bgp
13194,36864,253.31,11,2786.41,0,bgp
13194,37100,215.83,801,172879.83,0,bgp
13194,37282,305.3,58,17707.4,0,bgp
13194,37468,306.1,1781,545164.1,0,bgp
13194,37497,304.78,257,78328.46,0,bgp
13194,37662,253.31,308,78019.48,0,bgp
13194,37738,344.14,12,4129.68,0,bgp
13194,38082,253.31,14,3546.34,0,bgp
13194,38182,253.31,1,253.31,0,bgp
13194,39007,139.34,2957,412028.38,-1,bgp
13194,39089,341.75,5,1708.75,0,bgp
13194,39122,253.31,129,32676.99,0,bgp
13194,39153,399.43,145,57917.35,0,bgp
13194,39199,301.06,8,2408.48,0,bgp
13194,39351,94.65,935,88497.75,0,bgp
13194,39361,256.21,2,512.42,0,bgp
13194,39392,389.15,1,389.15,0,bgp
13194,39422,256.21,1,256.21,0,bgp
13194,39591,253.31,22,5572.82,0,bgp
13194,39686,260.29,146,38002.34,0,bgp
13194,39704,253.31,31,7852.61,0,bgp
13194,40401,253.31,1,253.31,0,bgp
13194,40850,253.31,1,253.31,0,bgp
13194,41041,253.31,1,253.31,0,bgp
13194,41047,309.34,1091,337489.94,0,bgp
13194,41090,253.31,7,1773.17,0,bgp
13194,41095,256.07,230,58896.1,0,bgp
13194,41327,326.44,1935,631661.4,0,bgp
13194,41360,256.21,10,2562.1,0,bgp
13194,41424,136.22,423,57621.06,-1,bgp
13194,41666,286.78,1086,311443.08,0,bgp
13194,41722,449.2,888,398889.6,0,bgp
13194,41743,412.47,7,2887.29,0,bgp
13194,41887,253.31,24,6079.44,0,bgp
13194,41913,253.31,15,3799.65,0,bgp
13194,41966,614.98,8,4919.84,0,bgp
13194,41967,256.21,2,512.42,0,bgp
13194,42093,259.06,14,3626.84,0,bgp
13194,42181,139.34,72,10032.48,-1,bgp
13194,42306,413.86,3,1241.58,0,bgp
13194,42331,256.21,3,768.63,0,bgp
13194,42396,256.21,5,1281.05,0,bgp
13194,42473,308.02,1056,325269.12,0,bgp
13194,42532,155.76,2,311.52,0,bgp
13194,42541,302.97,852,258130.44,0,bgp
13194,42708,78.55,1379,108320.45,0,bgp
13194,42739,566.4,7,3964.8,0,bgp
13194,42774,139.34,747,104086.98,-1,bgp
13194,42778,614.98,1,614.98,0,bgp
13194,42841,350.08,4,1400.32,0,bgp
13194,42861,385.72,12,4628.64,0,bgp
13194,42892,449.2,2,898.4,0,bgp
13194,42914,614.98,1,614.98,0,bgp
13194,43031,449.2,1,449.2,0,bgp
13194,43065,35.82,4,143.28,0,bgp
13194,43070,413.86,7,2897.02,0,bgp
13194,43110,256.21,8,2049.68,0,bgp
13194,43139,281.59,1,281.59,0,bgp
13194,43201,438.2,2,876.4,0,bgp
13194,43298,422.67,6,2536.02,0,bgp
13194,43309,256.21,1,256.21,0,bgp
13194,43366,253.31,12,3039.72,0,bgp
13194,43476,614.98,1,614.98,0,bgp
13194,43507,413.86,1,413.86,0,bgp
13194,43598,449.2,2,898.4,0,bgp
13194,43641,409.26,1,409.26,0,bgp
13194,43727,350.1,7,2450.7,0,bgp
13194,44002,413.86,11,4552.46,0,bgp
13194,44112,449.2,27,12128.4,0,bgp
13194,44291,256.21,8,2049.68,0,bgp
13194,44358,148.49,1505,223477.45,-1,bgp
13194,44391,449.2,1,449.2,0,bgp
13194,44430,413.86,1,413.86,0,bgp
13194,44444,182.22,6,1093.32,0,bgp
13194,44489,413.86,43,17795.98,0,bgp
13194,44532,449.2,2,898.4,0,bgp
13194,44592,310.08,106,32868.48,0,bgp
13194,44600,287.92,1,287.92,0,bgp
13194,44613,139.34,372,51834.48,-1,bgp
13194,44684,253.31,1,253.31,0,bgp
13194,44712,413.86,2,827.72,0,bgp
13194,44771,139.34,17,2368.78,-1,bgp
13194,44901,280.37,1185,332238.45,0,bgp
13194,45430,253.31,128,32423.68,0,bgp
13194,45437,253.31,1,253.31,0,bgp
13194,45899,253.31,24,6079.44,0,bgp
13194,45903,253.31,11,2786.41,0,bgp
13194,46244,253.31,3,759.93,0,bgp
13194,46844,253.31,5,1266.55,0,bgp
13194,47114,413.86,4,1655.44,0,bgp
13194,47147,326.17,3214,1048310.38,0,bgp
13194,47155,35.82,2,71.64,0,bgp
13194,47160,253.31,128,32423.68,0,bgp
13194,47172,253.31,22,5572.82,0,bgp
13194,47223,614.98,25,15374.5,0,bgp
13194,47232,413.86,104,43041.44,0,bgp
13194,47321,416.26,6,2497.56,0,bgp
13194,47341,139.34,637,88759.58,-1,bgp
13194,47363,367.42,4,1469.68,0,bgp
13194,47379,449.2,3,1347.6,0,bgp
13194,47493,413.86,1,413.86,0,bgp
13194,47583,175.96,14320,2519747.2,-1,bgp
13194,47586,449.2,5,2246.0,0,bgp
13194,47626,389.23,27,10509.21,0,bgp
13194,47692,315.52,1686,531966.72,0,bgp
13194,47702,256.21,2,512.42,0,bgp
13194,47914,415.87,1,415.87,0,bgp
13194,47949,413.86,2,827.72,0,bgp
13194,48117,256.21,1,256.21,0,bgp
13194,48128,449.2,40,17968.0,0,bgp
13194,48185,253.31,1089,275854.59,0,bgp
13194,48209,449.2,1,449.2,0,bgp
13194,48257,362.32,1,362.32,0,bgp
13194,48293,437.09,24,10490.16,0,bgp
13194,48297,253.31,1,253.31,0,bgp
13194,48362,310.97,3168,985152.96,0,bgp
13194,48366,449.2,10,4492.0,0,bgp
13194,48416,449.2,1,449.2,0,bgp
13194,48417,413.86,4,1655.44,0,bgp
13194,48422,256.21,1,256.21,0,bgp
13194,48467,435.19,2,870.38,0,bgp
13194,48519,290.17,1,290.17,0,bgp
13194,48573,369.65,11,4066.15,0,bgp
13194,48602,413.86,4,1655.44,0,bgp
13194,48642,422.67,6,2536.02,0,bgp
13194,48781,358.64,6,2151.84,0,bgp
13194,48798,139.38,348,48504.24,-1,bgp
13194,48821,344.14,5,1720.7,0,bgp
13194,48919,263.69,758,199877.02,0,bgp
13194,49013,413.86,2,827.72,0,bgp
13194,49025,398.22,8,3185.76,0,bgp
13194,49038,256.21,3,768.63,0,bgp
13194,49121,383.79,3,1151.37,0,bgp
13194,49357,441.91,2,883.82,0,bgp
13194,49403,449.2,19,8534.8,0,bgp
13194,49434,439.27,3,1317.81,0,bgp
13194,49453,271.69,38,10324.22,0,bgp
13194,49461,256.21,4,1024.84,0,bgp
13194,49463,253.31,8,2026.48,0,bgp
13194,49478,449.2,5,2246.0,0,bgp
13194,49544,278.89,1583,441482.87,0,bgp
13194,49600,290.83,1,290.83,0,bgp
13194,49605,303.53,821,249198.13,0,bgp
13194,49724,449.2,10,4492.0,0,bgp
13194,49870,204.72,422,86391.84,-1,bgp
13194,49925,375.74,6,2254.44,0,bgp
13194,50083,253.31,10,2533.1,0,bgp
13194,50241,444.97,1,444.97,0,bgp
13194,50256,139.34,372,51834.48,-1,bgp
13194,50272,165.19,5,825.95,0,bgp
13194,50300,253.31,172,43569.32,0,bgp
13194,50304,92.04,1946,179109.84,0,bgp
13194,50467,614.98,9,5534.82,0,bgp
13194,50522,253.31,6,1519.86,0,bgp
13194,50581,289.82,7,2028.74,0,bgp
13194,50610,139.34,327,45564.18,-1,bgp
13194,50636,397.17,2,794.34,0,bgp
13194,50712,449.2,3,1347.6,0,bgp
13194,50763,280.77,1193,334958.61,0,bgp
13194,50858,253.31,3,759.93,0,bgp
13194,50898,614.98,1,614.98,0,bgp
13194,51060,614.98,5,3074.9,0,bgp
13194,51155,614.98,11,6764.78,0,bgp
13194,51184,331.29,1908,632101.32,0,bgp
13194,51357,256.21,2,512.42,0,bgp
13194,51390,614.98,4,2459.92,0,bgp
13194,51392,253.31,1,253.31,0,bgp
13194,51500,277.18,16,4434.88,0,bgp
13194,51528,256.21,3,768.63,0,bgp
13194,51744,413.86,3,1241.58,0,bgp
13194,51752,253.31,2,506.62,0,bgp
13194,51873,253.31,129,32676.99,0,bgp
13194,52092,413.86,2,827.72,0,bgp
13194,52106,614.98,9,5534.82,0,bgp
13194,52201,399.87,1,399.87,0,bgp
13194,54113,187.31,4,749.24,0,bgp
13194,54994,296.89,9,2672.01,0,bgp
13194,55219,253.31,1,253.31,0,bgp
13194,55256,195.7,8,1565.6,0,bgp
13194,56456,413.86,1,413.86,0,bgp
13194,56504,231.8,1,231.8,0,bgp
13194,56515,614.98,52,31978.96,0,bgp
13194,56592,449.2,1,449.2,0,bgp
13194,56630,235.31,48,11294.88,0,bgp
13194,56656,413.86,2,827.72,0,bgp
13194,56704,253.31,6,1519.86,0,bgp
13194,56911,277.22,23,6376.06,0,bgp
13194,56987,298.12,736,219416.32,0,bgp
13194,57007,413.86,1,413.86,0,bgp
13194,57043,219.13,13,2848.69,0,bgp
13194,57249,614.98,1,614.98,0,bgp
13194,57279,413.86,1,413.86,0,bgp
13194,57695,295.16,822,242621.52,0,bgp
13194,57723,614.98,9,5534.82,0,bgp
13194,57758,253.31,1,253.31,0,bgp
13194,57777,344.14,152,52309.28,0,bgp
13194,57999,295.46,3,886.38,0,bgp
13194,58057,283.76,884,250843.84,0,bgp
13194,58299,260.1,874,227327.4,0,bgp
13194,59574,348.81,5,1744.05,0,bgp
13194,59613,301.01,4,1204.04,0,bgp
13194,59665,449.2,4,1796.8,0,bgp
13194,59827,253.31,1,253.31,0,bgp
13194,59890,413.86,2273,940703.78,0,bgp
13194,59959,413.86,4,1655.44,0,bgp
13194,59970,413.86,3,1241.58,0,bgp
13194,60064,254.44,15,3816.6,0,bgp
13194,60068,314.37,25,7859.25,0,bgp
13194,60191,614.98,8,4919.84,0,bgp
13194,60280,375.69,2,751.38,0,bgp
13194,60299,418.87,2,837.74,0,bgp
13194,60359,256.21,1,256.21,0,bgp
13194,60401,256.21,1,256.21,0,bgp
13194,60539,253.31,2,506.62,0,bgp
13194,60606,413.86,25,10346.5,0,bgp
13194,61049,353.75,13,4598.75,0,bgp
13194,61154,598.44,16,9575.04,0,bgp
13194,61272,150.03,5604,840768.12,-1,bgp
13194,61296,413.86,2,827.72,0,bgp
13194,61323,253.31,5,1266.55,0,bgp
13194,61349,235.41,14,3295.74,0,bgp
13194,61360,449.2,11,4941.2,0,bgp
13194,62005,249.12,6,1494.72,0,bgp
13194,62240,215.42,477,102755.34,0,bgp
13194,62275,344.14,16,5506.24,0,bgp
13194,62423,360.79,4,1443.16,0,bgp
13194,62715,253.31,1,253.31,0,bgp
13194,63023,200.16,86,17213.76,0,bgp
13194,64096,344.14,1,344.14,0,bgp
13194,64433,449.2,1,449.2,0,bgp
13194,64475,338.24,852,288180.48,0,bgp
13194,131958,253.31,6,1519.86,0,bgp
13194,132876,305.08,2,610.16,0,bgp
13194,136897,380.89,2,761.78,0,bgp
13194,136907,343.5,2,687.0,0,bgp
13194,138915,329.81,9,2968.29,0,bgp
13194,139057,348.78,3,1046.34,0,bgp
13194,140984,312.65,1101,344227.65,0,bgp
13194,141039,139.34,1355,188805.7,-1,bgp
13194,196735,413.86,6,2483.16,0,bgp
13194,196740,256.21,1,256.21,0,bgp
13194,196843,413.86,2,827.72,0,bgp
13194,197019,413.86,5,2069.3,0,bgp
13194,197029,413.86,1,413.86,0,bgp
13194,197046,413.86,2,827.72,0,bgp
13194,197091,614.98,7,4304.86,0,bgp
13194,197227,614.98,10,6149.8,0,bgp
13194,197307,413.86,3,1241.58,0,bgp
13194,197473,344.14,2,688.28,0,bgp
13194,197480,614.98,2,1229.96,0,bgp
13194,197572,614.98,2,1229.96,0,bgp
13194,197615,614.98,6,3689.88,0,bgp
13194,197667,614.98,4,2459.92,0,bgp
13194,197704,614.98,10,6149.8,0,bgp
13194,197888,369.39,2,738.78,0,bgp
13194,198036,614.98,1,614.98,0,bgp
13194,198046,253.31,1,253.31,0,bgp
13194,198067,614.98,1,614.98,0,bgp
13194,198089,253.31,4,1013.24,0,bgp
13194,198187,614.98,14,8609.72,0,bgp
13194,198346,413.86,3,1241.58,0,bgp
13194,198367,432.23,13,5618.99,0,bgp
13194,198385,318.84,790,251883.6,0,bgp
13194,198612,35.82,4,143.28,0,bgp
13194,198622,139.34,349,48629.66,-1,bgp
13194,198651,165.11,1367,225705.37,-1,bgp
13194,198720,256.21,2,512.42,0,bgp
13194,199075,614.98,6,3689.88,0,bgp
13194,199081,303.07,1,303.07,0,bgp
13194,199103,136.22,2,272.44,0,bgp
13194,199181,253.31,4,1013.24,0,bgp
13194,199483,316.46,4,1265.84,0,bgp
13194,199508,35.82,1,35.82,0,bgp
13194,199527,157.83,39793,6280529.19,-1,bgp
13194,199665,413.86,1,413.86,0,bgp
13194,199752,253.31,4,1013.24,0,bgp
13194,199902,35.82,5,179.1,0,bgp
13194,199938,338.76,1033,349939.08,0,bgp
13194,199939,253.31,12,3039.72,0,bgp
13194,199961,449.2,1,449.2,0,bgp
13194,199995,292.85,2,585.7,0,bgp
13194,200020,253.31,28,7092.68,0,bgp
13194,200023,261.49,4,1045.96,0,bgp
13194,200197,253.31,1,253.31,0,bgp
13194,200350,381.61,16,6105.76,0,bgp
13194,200612,287.05,2,574.1,0,bgp
13194,201201,174.04,10992,1913047.68,-1,bgp
13194,201328,614.98,3,1844.94,0,bgp
13194,201502,253.31,29,7345.99,0,bgp
13194,201814,556.33,10,5563.3,0,bgp
13194,201877,253.31,12,3039.72,0,bgp
13194,201959,139.34,166,23130.44,-1,bgp
13194,202085,139.34,1091,152019.94,-1,bgp
13194,202221,136.22,1400,190708.0,-1,bgp
13194,202418,272.99,1,272.99,0,bgp
13194,202719,413.86,1,413.86,0,bgp
13194,202827,286.28,1,286.28,0,bgp
13194,202921,413.86,11,4552.46,0,bgp
13194,202932,253.31,10,2533.1,0,bgp
13194,202984,429.47,2,858.94,0,bgp
13194,203101,253.31,9,2279.79,0,bgp
13194,203165,413.86,2,827.72,0,bgp
13194,203473,449.2,1,449.2,0,bgp
13194,203724,318.26,2,636.52,0,bgp
13194,203936,253.31,51,12918.81,0,bgp
13194,204057,139.34,57,7942.38,0,bgp
13194,204059,253.31,2,506.62,0,bgp
13194,204092,253.31,1014,256856.34,0,bgp
13194,204332,413.86,4,1655.44,0,bgp
13194,204390,139.34,2240,312121.6,-1,bgp
13194,204409,413.86,1,413.86,0,bgp
13194,204679,614.98,5,3074.9,0,bgp
13194,204720,419.81,2,839.62,0,bgp
13194,204746,139.34,1860,259172.4,-1,bgp
13194,204949,413.86,5,2069.3,0,bgp
13194,204995,253.31,4,1013.24,0,bgp
13194,205112,339.65,14,4755.1,0,bgp
13194,205206,108.32,1018,110269.76,0,bgp
13194,205668,253.31,10,2533.1,0,bgp
13194,205671,614.98,2,1229.96,0,bgp
13194,205943,253.31,1,253.31,0,bgp
13194,206011,383.32,5,1916.6,0,bgp
13194,206264,245.58,7,1719.06,0,bgp
13194,206356,344.14,750,258105.0,0,bgp
13194,206446,270.01,8,2160.08,0,bgp
13194,206548,413.86,5,2069.3,0,bgp
13194,206703,413.86,2,827.72,0,bgp
13194,206810,399.64,1,399.64,0,bgp
13194,207083,267.16,23,6144.68,0,bgp
13194,207375,253.31,72,18238.32,0,bgp
13194,207803,270.84,1,270.84,0,bgp
13194,208844,253.31,2,506.62,0,bgp
13194,208960,614.98,1,614.98,0,bgp
13194,209002,307.98,1,307.98,0,bgp
13194,209531,413.86,1,413.86,0,bgp
13194,209954,449.2,1,449.2,0,bgp
13194,210139,413.86,5,2069.3,0,bgp
13194,210246,614.98,6,3689.88,0,bgp
13194,210647,139.34,11,1532.74,-1,bgp
13194,210756,430.65,32,13780.8,0,bgp
13194,210937,344.14,807,277720.98,0,bgp
13194,211101,449.2,12,5390.4,0,bgp
13194,211134,449.2,2,898.4,0,bgp
13194,211157,253.31,2,506.62,0,bgp
13194,211588,253.45,14,3548.3,0,bgp
13194,211614,139.34,371,51695.14,-1,bgp
13194,211700,413.86,1,413.86,0,bgp
13194,211816,413.86,1,413.86,0,bgp
13194,211826,229.08,13,2978.04,0,bgp
13194,211882,253.31,1,253.31,0,bgp
13194,212046,139.34,17226,2400270.84,-1,bgp
13194,212483,298.05,1882,560930.1,0,bgp
13194,212508,344.14,5,1720.7,0,bgp
13194,212974,413.86,3,1241.58,0,bgp
13194,213151,344.14,814,280129.96,0,bgp
13194,213241,302.22,756,228478.32,0,bgp
13194,213452,422.18,1,422.18,0,bgp
13194,214069,449.2,1,449.2,0,bgp
13194,214173,449.2,1,449.2,0,bgp
13194,215248,277.96,2,555.92,0,bgp
13194,216071,253.31,227,57501.37,0,bgp
13194,264409,318.12,327,104025.24,0,bgp
13194,264997,304.35,1,304.35,0,bgp
13194,267613,306.58,4,1226.32,0,bgp
13194,394354,169.5,2,339.0,0,bgp
13194,398704,344.14,4,1376.56,0,bgp
13208,25091,161.77,28,4529.56,0,bgp
13213,1140,253.31,226,57248.06,0,bgp
13213,1239,386.87,155,59964.85,0,bgp
13213,12859,262.65,277,72754.05,0,bgp
13213,13237,298.55,219,65382.45,0,bgp
13213,15576,253.31,164,41542.84,0,bgp
13213,15802,377.67,229,86486.43,0,mlp
13213,16339,220.9,1089,240560.1,-1,bgp
13213,23106,364.12,464,168951.68,0,bgp
13213,24961,331.92,421,139738.32,0,bgp
13213,25091,289.17,1602,463250.34,0,bgp
13213,25369,259.55,241,62551.55,0,bgp
13213,29302,210.89,364,76763.96,-1,bgp
13213,29854,383.55,1416,543106.8,-1,bgp
13213,31122,268.03,26,6968.78,0,mlp
13213,32780,383.55,4580,1756659.0,-1,bgp
13213,34927,304.99,950,289740.5,0,bgp
13213,35266,212.18,241,51135.38,0,bgp
13213,37468,297.86,1042,310370.12,0,bgp
13213,38001,482.3,12,5787.6,0,bgp
13213,42473,313.79,241,75623.39,0,"bgp,mlp"
13213,42541,171.6,245,42042.0,0,bgp
13213,46562,326.27,345,112563.15,-1,bgp
13213,47147,327.29,942,308307.18,0,bgp
13213,47692,285.81,490,140046.9,0,bgp
13213,49544,307.52,651,200195.52,0,"bgp,mlp"
13213,64245,330.46,4258,1407098.68,-1,bgp
13213,197651,210.89,1089,229659.21,-1,bgp
13213,206356,344.14,222,76399.08,0,bgp
13213,208576,210.89,363,76553.07,-1,bgp
13213,212374,267.81,349,93465.69,-1,bgp
13213,215638,228.7,1065,243565.5,-1,"bgp,mlp"
13214,35634,133.97,1127,150984.19,-1,bgp
13215,25091,433.7,79,34262.3,0,"bgp,mlp"
13215,36236,449.2,10,4492.0,0,mlp
13215,50509,435.94,23,10026.62,0,mlp
13215,202642,449.2,413,185519.6,-1,bgp
13226,25091,134.62,20,2692.4,0,bgp
13226,34019,118.85,32,3803.2,0,bgp
13226,56987,134.62,5,673.1,0,bgp
13227,57006,449.2,162,72770.4,-1,bgp
13237,112,304.55,2,609.1,0,bgp
13237,1140,253.31,515,130454.65,0,bgp
13237,10075,341.16,54,18422.64,0,bgp
13237,10099,337.68,14,4727.52,0,bgp
13237,10122,398.16,175,69678.0,0,bgp
13237,12329,327.78,38,12455.64,0,bgp
13237,12333,36.6,6,219.6,0,bgp
13237,12348,344.14,3932,1353158.48,-1,bgp
13237,12372,303.55,379,115045.45,-1,bgp
13237,12401,102.62,2,205.24,0,bgp
13237,12466,344.14,2813,968065.82,-1,bgp
13237,12654,279.27,13,3630.51,-1,bgp
13237,12676,344.14,26,8947.64,0,bgp
13237,12727,44.18,9,397.62,0,bgp
13237,12731,341.89,116,39659.24,0,bgp
13237,12741,480.74,732,351901.68,0,bgp
13237,12830,344.14,379,130429.06,-1,bgp
13237,12843,344.14,115,39576.1,0,bgp
13237,12859,296.2,1138,337075.6,0,bgp
13237,12874,309.49,666,206120.34,0,bgp
13237,12886,344.14,4116,1416480.24,-1,bgp
13237,12915,344.14,282,97047.48,-1,bgp
13237,13039,344.14,8,2753.12,0,bgp
13237,13058,344.14,1212,417097.68,-1,bgp
13237,13101,331.79,94,31188.26,0,bgp
13237,13122,218.82,21,4595.22,0,bgp
13237,13128,344.14,1,344.14,0,bgp
13237,13157,335.39,1076,360879.64,-1,bgp
13237,13208,177.46,3,532.38,0,bgp
13237,13249,345.39,88,30394.32,0,bgp
13237,13280,276.63,954,263905.02,-1,bgp
13237,13289,335.01,533,178560.33,-1,bgp
13237,13896,334.78,18,6026.04,0,bgp
13237,14061,367.74,263,96715.62,0,bgp
13237,14148,352.42,1128,397529.76,-1,bgp
13237,14226,305.34,264,80609.76,-1,bgp
13237,14537,327.78,105,34416.9,0,bgp
13237,14969,246.84,640,157977.6,-1,bgp
13237,15372,342.82,3085,1057599.7,-1,bgp
13237,15401,44.18,12,530.16,0,bgp
13237,15412,281.79,6975,1965485.25,0,bgp
13237,15433,287.53,75,21564.75,0,bgp
13237,15447,303.24,9,2729.16,0,bgp
13237,15486,344.14,3530,1214814.2,-1,bgp
13237,15576,49.65,72,3574.8,0,bgp
13237,15594,337.26,1339,451591.14,-1,bgp
13237,15612,279.7,1695,474091.5,-1,bgp
13237,15691,312.87,22,6883.14,0,bgp
13237,15702,253.9,2720,690608.0,-1,bgp
13237,15703,253.31,17,4306.27,0,bgp
13237,15726,344.14,787,270838.18,-1,bgp
13237,15817,344.14,25,8603.5,0,bgp
13237,15958,317.3,308,97728.4,0,bgp
13237,15966,253.31,2,506.62,0,bgp
13237,16128,44.18,10,441.8,0,bgp
13237,16171,274.74,6,1648.44,0,bgp
13237,16205,344.14,1437,494529.18,-1,bgp
13237,16265,320.74,769,246649.06,0,bgp
13237,16276,258.19,551,142262.69,0,bgp
13237,16378,344.14,637,219217.18,-1,bgp
13237,16509,308.72,3086,952709.92,0,bgp
13237,16839,310.58,3407,1058146.06,-1,bgp
13237,19305,210.89,2098,442447.22,-1,bgp
13237,19637,345.52,1272,439501.44,-1,bgp
13237,20495,295.21,14,4132.94,0,bgp
13237,20504,253.31,1,253.31,0,bgp
13237,20596,210.89,1,210.89,0,bgp
13237,20677,344.14,2352,809417.28,-1,bgp
13237,20694,344.14,6,2064.84,0,bgp
13237,20751,102.62,15,1539.3,0,bgp
13237,20755,344.14,436,150045.04,-1,bgp
13237,20775,344.14,254,87411.56,-1,bgp
13237,20783,344.14,1089,374768.46,-1,bgp
13237,20805,344.14,371,127675.94,-1,bgp
13237,20860,204.39,383,78281.37,0,bgp
13237,20886,341.2,4,1364.8,0,bgp
13237,20893,36.6,1,36.6,0,bgp
13237,20980,344.14,378,130084.92,-1,bgp
13237,21040,183.36,9,1650.24,0,bgp
13237,21176,287.53,41,11788.73,0,bgp
