AS1,AS2,CO2_per_link,Count,Total_CO2,Relation,Source
34971,39122,253.31,6,1519.86,0,bgp
34971,39351,87.09,12,1045.08,0,bgp
34971,41047,253.31,22,5572.82,0,bgp
34971,41327,294.73,18,5305.14,0,bgp
34971,49605,283.52,16,4536.32,0,bgp
34971,50877,287.53,16,4600.48,0,bgp
34971,57111,287.53,16,4600.48,0,bgp
34971,58057,320.88,8,2567.04,0,bgp
34971,58299,290.74,8,2325.92,0,bgp
34971,59919,287.53,15,4312.95,0,bgp
34971,62167,253.31,12,3039.72,0,bgp
34974,50502,449.2,274,123080.8,-1,bgp
34977,12430,146.15,1451,212063.65,0,bgp
34977,29680,146.15,194,28353.1,0,bgp
34977,34471,146.15,12,1753.8,-1,bgp
34977,44717,146.15,517,75559.55,-1,bgp
34977,49544,146.15,368,53783.2,0,bgp
34977,49600,146.15,4,584.6,0,bgp
34977,60068,146.15,1915,279877.25,0,bgp
34977,60134,146.15,72,10522.8,-1,bgp
34979,34927,161.63,15,2424.45,0,bgp
34979,35266,210.89,6,1265.34,0,bgp
34979,49544,189.33,12,2271.96,0,bgp
34984,1885,469.7,349,163925.3,-1,bgp
34984,1967,469.7,15,7045.5,-1,bgp
34984,2872,469.7,4876,2290257.2,-1,bgp
34984,12296,469.7,1404,659458.8,-1,bgp
34984,12444,469.7,1742,818217.4,-1,bgp
34984,12794,469.7,400,187880.0,-1,bgp
34984,12840,469.7,6,2818.2,-1,bgp
34984,12861,469.7,1047,491775.9,-1,bgp
34984,12908,469.7,350,164395.0,-1,bgp
34984,12978,469.7,40646,19091426.2,-1,bgp
34984,13138,469.7,1457,684352.9,-1,bgp
34984,13204,469.7,697,327380.9,-1,bgp
34984,15464,469.7,269,126349.3,-1,bgp
34984,15755,469.7,695,326441.5,-1,bgp
34984,15819,469.7,349,163925.3,-1,bgp
34984,15830,386.89,5085,1967335.65,-1,bgp
34984,16135,469.7,144496,67869771.2,-1,bgp
34984,20864,469.7,348,163455.6,-1,bgp
34984,20967,469.7,71,33348.7,-1,bgp
34984,21277,427.13,18654,7967683.02,-1,bgp
34984,24667,469.7,2132,1001400.4,-1,bgp
34984,24891,469.7,11,5166.7,-1,bgp
34984,25145,435.34,407,177183.38,-1,bgp
34984,25594,469.7,332,155940.4,-1,bgp
34984,28865,469.7,2,939.4,-1,bgp
34984,28967,469.7,350,164395.0,-1,bgp
34984,29049,422.42,18291,7726484.22,-1,bgp
34984,29088,469.7,116,54485.2,-1,bgp
34984,29144,469.7,1046,491306.2,-1,bgp
34984,29221,469.7,349,163925.3,-1,bgp
34984,29399,451.67,4710,2127365.7,-1,bgp
34984,29434,469.7,350,164395.0,-1,bgp
34984,29549,469.7,39,18318.3,-1,bgp
34984,30758,469.7,349,163925.3,-1,bgp
34984,31085,469.7,349,163925.3,-1,bgp
34984,31307,469.7,18,8454.6,-1,bgp
34984,31365,341.02,2786,950081.72,-1,bgp
34984,31471,469.7,15,7045.5,-1,bgp
34984,31645,469.7,698,327850.6,-1,bgp
34984,33830,469.7,319,149834.3,-1,bgp
34984,33856,469.7,711,333956.7,-1,bgp
34984,33910,469.7,348,163455.6,-1,bgp
34984,34117,469.7,77,36166.9,-1,bgp
34984,34403,469.7,350,164395.0,-1,bgp
34984,34418,469.7,1744,819156.8,-1,bgp
34984,34478,469.7,322,151243.4,-1,bgp
34984,34593,469.7,698,327850.6,-1,bgp
34984,34755,469.7,698,327850.6,-1,bgp
34984,34996,469.7,8,3757.6,-1,bgp
34984,35079,469.7,16,7515.2,-1,bgp
34984,35185,469.7,166,77970.2,-1,bgp
34984,35331,469.7,349,163925.3,-1,bgp
34984,35367,469.7,348,163455.6,-1,bgp
34984,35509,469.7,1398,656640.6,-1,bgp
34984,39172,469.7,698,327850.6,-1,bgp
34984,39356,220.64,364,80312.96,-1,bgp
34984,39582,469.7,2240,1052128.0,-1,bgp
34984,41077,469.7,348,163455.6,-1,bgp
34984,41155,469.7,2393,1123992.1,-1,bgp
34984,41324,469.7,348,163455.6,-1,bgp
34984,41735,469.7,366,171910.2,-1,bgp
34984,41755,469.7,350,164395.0,-1,bgp
34984,41902,469.7,496,232971.2,-1,bgp
34984,41933,469.7,350,164395.0,-1,bgp
34984,42083,469.7,2794,1312341.8,-1,bgp
34984,42193,469.7,698,327850.6,-1,bgp
34984,42421,469.7,712,334426.4,-1,bgp
34984,42701,210.89,723,152473.47,-1,bgp
34984,42716,469.7,349,163925.3,-1,bgp
34984,42910,469.7,709,333017.3,-1,bgp
34984,42926,469.7,3652,1715344.4,-1,bgp
34984,42967,469.7,348,163455.6,-1,bgp
34984,43009,242.6,8,1940.8,-1,bgp
34984,43210,469.7,347,162985.9,-1,bgp
34984,43231,469.7,1746,820096.2,-1,bgp
34984,43300,469.7,349,163925.3,-1,bgp
34984,43322,469.7,348,163455.6,-1,bgp
34984,43331,469.7,348,163455.6,-1,bgp
34984,43352,456.39,3106,1417547.34,-1,bgp
34984,43425,469.7,349,163925.3,-1,bgp
34984,43677,469.7,1741,817747.7,-1,bgp
34984,44028,469.7,700,328790.0,-1,bgp
34984,44217,426.37,261,111282.57,-1,bgp
34984,44274,469.7,349,163925.3,-1,bgp
34984,44565,469.7,4188,1967103.6,-1,bgp
34984,44766,469.7,350,164395.0,-1,bgp
34984,46071,469.7,348,163455.6,-1,bgp
34984,47134,469.7,350,164395.0,-1,bgp
34984,47190,469.7,3,1409.1,-1,bgp
34984,47387,469.7,349,163925.3,-1,bgp
34984,47524,469.7,87470,41084659.0,-1,bgp
34984,47883,469.7,3136,1472979.2,-1,bgp
34984,47952,469.7,443,208077.1,-1,bgp
34984,48895,469.7,716,336305.2,-1,bgp
34984,49067,469.7,1393,654292.1,-1,bgp
34984,49175,469.7,697,327380.9,-1,bgp
34984,49843,469.7,348,163455.6,-1,bgp
34984,49875,469.7,349,163925.3,-1,bgp
34984,50090,469.7,1734,814459.8,-1,bgp
34984,50135,469.7,256,120243.2,-1,bgp
34984,50264,469.7,1362,639731.4,-1,bgp
34984,50528,469.7,348,163455.6,-1,bgp
34984,50889,348.31,1050,365725.5,-1,bgp
34984,50913,469.7,349,163925.3,-1,bgp
34984,51206,469.7,11,5166.7,-1,bgp
34984,51321,469.7,1387,651473.9,-1,bgp
34984,51435,469.7,9,4227.3,-1,bgp
34984,51557,469.7,3844,1805526.8,-1,bgp
34984,51575,469.7,348,163455.6,-1,bgp
34984,51625,469.7,1045,490836.5,-1,bgp
34984,51683,469.7,10,4697.0,-1,bgp
34984,51695,469.7,3454,1622343.8,-1,bgp
34984,51703,469.7,705,331138.5,-1,bgp
34984,51729,469.7,349,163925.3,-1,bgp
34984,51814,469.7,347,162985.9,-1,bgp
34984,52093,469.7,9,4227.3,-1,bgp
34984,52117,469.7,349,163925.3,-1,bgp
34984,56643,469.7,2791,1310932.7,-1,bgp
34984,56650,469.7,1046,491306.2,-1,bgp
34984,57152,452.43,689,311724.27,-1,bgp
34984,57886,469.7,349,163925.3,-1,bgp
34984,57914,469.7,2,939.4,-1,bgp
34984,58183,469.7,349,163925.3,-1,bgp
34984,58295,469.7,349,163925.3,-1,bgp
34984,59887,469.7,348,163455.6,-1,bgp
34984,60027,469.7,589,276653.3,-1,bgp
34984,60051,446.58,50461,22534873.38,-1,bgp
34984,60056,469.7,349,163925.3,-1,bgp
34984,60093,469.7,37,17378.9,-1,bgp
34984,60146,469.7,1741,817747.7,-1,bgp
34984,60659,469.7,349,163925.3,-1,bgp
34984,60881,469.7,350,164395.0,-1,bgp
34984,60946,469.7,7,3287.9,-1,bgp
34984,61132,469.7,350,164395.0,-1,bgp
34984,61347,469.7,696,326911.2,-1,bgp
34984,61418,469.7,2448,1149825.6,-1,bgp
34984,61420,469.7,1,469.7,-1,bgp
34984,62095,469.7,190,89243.0,-1,bgp
34984,62433,469.7,349,163925.3,-1,bgp
34984,64447,469.7,350,164395.0,-1,bgp
35000,1140,253.31,48,12158.88,0,bgp
35000,1764,253.31,94,23811.14,0,bgp
35000,12859,253.31,62,15705.22,0,bgp
35000,12969,253.31,46,11652.26,0,bgp
35000,13237,253.31,46,11652.26,0,bgp
35000,14630,253.31,46,11652.26,0,bgp
35000,15547,253.31,92,23304.52,0,bgp
35000,15605,253.31,48,12158.88,0,bgp
35000,18106,253.31,48,12158.88,0,bgp
35000,23106,253.31,92,23304.52,0,bgp
35000,24739,449.2,32768,14719385.6,-1,"bgp,mlp"
35000,24961,253.31,72,18238.32,0,bgp
35000,25091,428.41,812,347868.92,0,"bgp,mlp"
35000,25220,253.31,48,12158.88,0,bgp
35000,25520,449.2,320,143744.0,-1,bgp
35000,28917,432.78,291,125938.98,0,"bgp,mlp"
35000,29140,253.31,48,12158.88,0,bgp
35000,31703,449.2,1047,470312.4,-1,bgp
35000,33891,253.31,607,153759.17,0,bgp
35000,34019,253.31,268,67887.08,0,bgp
35000,34177,253.31,37,9372.47,0,bgp
35000,34288,253.31,48,12158.88,0,bgp
35000,34836,449.2,159,71422.8,-1,bgp
35000,35278,449.2,5243,2355155.6,-1,bgp
35000,35280,253.31,144,36476.64,0,bgp
35000,35526,449.2,188,84449.6,-1,bgp
35000,35764,449.2,263,118139.6,-1,bgp
35000,36236,432.31,244,105483.64,0,mlp
35000,37100,253.31,70,17731.7,0,bgp
35000,37468,253.31,227,57501.37,0,bgp
35000,39122,253.31,48,12158.88,0,bgp
35000,39476,449.2,1246,559703.2,-1,bgp
35000,39749,449.2,1037,465820.4,-1,bgp
35000,41067,449.2,366,164407.2,-1,bgp
35000,41327,424.89,464,197148.96,0,"bgp,mlp"
35000,41722,449.2,177,79508.4,0,"bgp,mlp"
35000,42119,449.2,2,898.4,-1,bgp
35000,42541,253.31,48,12158.88,0,bgp
35000,43267,449.2,4061,1824201.2,-1,bgp
35000,47147,253.31,206,52181.86,0,bgp
35000,47160,253.31,37,9372.47,0,bgp
35000,48102,449.2,64,28748.8,-1,bgp
35000,48308,449.2,355,159466.0,-1,bgp
35000,48919,253.31,50,12665.5,0,bgp
35000,49426,449.2,732,328814.4,-1,bgp
35000,49544,380.63,96,36540.48,0,bgp
35000,50300,253.31,48,12158.88,0,bgp
35000,50306,449.2,223,100171.6,-1,bgp
35000,50674,449.2,106,47615.2,-1,bgp
35000,50763,253.31,261,66113.91,0,bgp
35000,51184,253.31,96,24317.76,0,bgp
35000,51376,449.2,732,328814.4,-1,bgp
35000,51873,253.31,48,12158.88,0,bgp
35000,52007,449.2,250,112300.0,-1,bgp
35000,56987,253.31,48,12158.88,0,bgp
35000,57334,449.2,4915,2207818.0,-1,bgp
35000,59722,449.2,160,71872.0,-1,bgp
35000,60623,449.2,136,61091.2,-1,bgp
35000,60913,449.2,51,22909.2,-1,bgp
35000,61259,449.2,357,160364.4,-1,bgp
35000,62205,436.35,506,220793.1,0,"bgp,mlp"
35004,39297,256.21,684,175247.64,-1,bgp
35004,48919,256.21,12,3074.52,0,bgp
35004,49544,256.21,12,3074.52,0,bgp
35004,57049,256.21,280,71738.8,-1,bgp
35004,57519,256.21,9,2305.89,-1,bgp
35005,25091,449.2,14,6288.8,0,bgp
35005,62432,449.2,32,14374.4,-1,bgp
35007,35320,614.98,18,11069.64,0,bgp
35007,49544,614.98,38,23369.24,0,bgp
35008,10111,383.55,4,1534.2,0,bgp
35008,36236,383.55,7,2684.85,0,bgp
35008,49544,383.55,14,5369.7,0,bgp
35008,58057,383.55,7,2684.85,0,bgp
35012,15547,44.18,14,618.52,0,bgp
35012,16347,44.18,8,353.44,0,bgp
35012,24482,44.18,48,2120.64,0,bgp
35012,34019,44.18,34,1502.12,0,bgp
35012,34177,44.18,8,353.44,0,bgp
35012,35280,44.18,29,1281.22,0,bgp
35012,41327,44.18,22,971.96,0,bgp
35012,49544,44.18,16,706.88,0,bgp
35012,50628,44.18,16,706.88,0,bgp
35019,48109,902.41,1966,1774138.06,-1,bgp
35025,25091,449.2,40,17968.0,0,bgp
35032,25091,422.06,112,47270.72,0,bgp
35032,41047,253.31,5,1266.55,0,bgp
35032,41327,418.45,20,8369.0,0,bgp
35032,41722,449.2,19,8534.8,0,bgp
35032,47257,449.2,398,178781.6,-1,bgp
35033,3272,143.3,701,100453.3,-1,bgp
35046,28905,413.86,1080,446968.8,-1,bgp
35047,38916,24.42,824,20122.08,-1,bgp
35047,47394,24.42,12,293.04,-1,bgp
35047,58166,24.42,393,9597.06,-1,bgp
35047,60352,24.42,60,1465.2,-1,bgp
35048,13194,449.2,101,45369.2,0,bgp
35048,24482,449.2,2331,1047085.2,0,bgp
35048,25091,449.2,2700,1212840.0,0,bgp
35048,41327,449.2,620,278504.0,0,bgp
35048,41722,449.2,201,90289.2,0,bgp
35048,47913,449.2,6600,2964720.0,-1,bgp
35048,48030,449.2,2476,1112219.2,-1,bgp
35048,49673,449.2,128,57497.6,0,bgp
35048,50629,449.2,804,361156.8,0,bgp
35048,50673,571.43,377,215429.11,0,bgp
35053,13237,344.14,5,1720.7,0,bgp
35053,24961,344.14,10,3441.4,0,bgp
35053,25220,344.14,5,1720.7,0,bgp
35053,29140,344.14,5,1720.7,0,bgp
35063,35320,614.98,7,4304.86,0,bgp
35063,49544,614.98,14,8609.72,0,bgp
35067,48919,256.21,6,1537.26,0,bgp
35067,49544,256.21,12,3074.52,0,bgp
35067,58098,256.21,2090,535478.9,-1,bgp
35071,25091,210.89,31,6537.59,0,bgp
35071,35266,210.89,1,210.89,0,bgp
35071,37468,210.89,7,1476.23,0,bgp
35071,49544,210.89,10,2108.9,0,bgp
35087,25091,449.2,15,6738.0,0,"bgp,mlp"
35087,25369,449.2,3,1347.6,0,bgp
35087,36236,449.2,4,1796.8,0,mlp
35087,41327,449.2,5,2246.0,0,"bgp,mlp"
35087,43727,449.2,3,1347.6,0,mlp
35087,47785,449.2,414,185968.8,-1,bgp
35087,49544,449.2,6,2695.2,0,bgp
35091,36924,452.86,40,18114.4,0,bgp
35091,37468,452.86,160,72457.6,0,bgp
35091,60171,452.86,40,18114.4,0,bgp
35100,3170,153.23,1,153.23,0,bgp
35100,24482,129.25,23,2972.75,0,bgp
35100,25091,82.86,13,1077.18,0,bgp
35100,28792,210.89,1,210.89,0,bgp
35100,31742,210.89,3,632.67,0,bgp
35100,34927,210.4,5,1052.0,0,bgp
35100,35266,212.76,3,638.28,0,bgp
35100,35708,36.6,3,109.8,0,bgp
35100,39122,225.08,3,675.24,0,bgp
35100,42541,306.27,3,918.81,0,bgp
35100,49134,214.49,1,214.49,0,bgp
35100,49544,174.72,6,1048.32,0,bgp
35100,50300,213.77,3,641.31,0,bgp
35100,58299,126.92,3,380.76,0,bgp
35104,15549,801.95,1157,927856.15,-1,bgp
35104,22764,733.5,406,297801.0,-1,bgp
35104,25091,388.48,541,210167.68,0,bgp
35104,29046,801.95,1132,907807.4,-1,bgp
35104,31525,801.95,397,318374.15,-1,bgp
35104,35168,711.25,13269,9437576.25,-1,bgp
35104,35673,801.95,402,322383.9,-1,bgp
35104,39510,801.95,4,3207.8,-1,bgp
35104,41371,801.95,3564,2858149.8,-1,bgp
35104,42447,801.95,228,182844.6,-1,bgp
35104,43934,801.95,209,167607.55,-1,bgp
35104,48007,801.95,368,295117.6,-1,bgp
35104,48450,801.95,798,639956.1,-1,bgp
35104,48988,801.95,649,520465.55,-1,bgp
35104,49089,801.95,265,212516.75,-1,bgp
35104,51162,801.95,109,87412.55,-1,bgp
35104,51192,801.95,744,596650.8,-1,bgp
35104,56568,801.95,6417,5146113.15,-1,bgp
35104,56698,801.95,400,320780.0,-1,bgp
35104,57466,801.95,10,8019.5,-1,bgp
35104,58172,801.95,79,63354.05,-1,bgp
35104,59443,801.95,305,244594.75,-1,bgp
35104,62382,449.2,183,82203.6,-1,bgp
35115,24482,614.98,6,3689.88,0,bgp
35115,49544,614.98,12,7379.76,0,bgp
35122,49849,264.21,150,39631.5,-1,bgp
35133,1002,253.31,344,87138.64,-1,bgp
35133,24482,267.02,430,114818.6,0,bgp
35133,24961,297.95,87,25921.65,0,bgp
35133,25820,253.31,679,171997.49,-1,bgp
35133,28917,265.72,20,5314.4,0,bgp
35133,34927,273.05,106,28943.3,0,bgp
35133,35661,275.18,866,238305.88,-1,bgp
35133,39122,253.31,43,10892.33,0,bgp
35133,41327,267.09,108,28845.72,0,bgp
35133,44103,272.15,120,32658.0,-1,bgp
35133,44299,253.31,404,102337.24,-1,bgp
35133,49033,253.31,345,87391.95,-1,bgp
35133,50304,253.31,111,28117.41,0,bgp
35133,51396,267.06,3454,922425.24,-1,bgp
35133,52025,266.79,2,533.58,0,bgp
35133,57706,253.31,337,85365.47,-1,bgp
35133,58061,261.92,55,14405.6,-1,bgp
35144,49622,256.21,82,21009.22,-1,bgp
35165,25091,449.2,12,5390.4,0,bgp
35168,13335,682.64,790,539285.6,0,"bgp,mlp"
35168,21299,738.78,311481,230115933.18,-1,bgp
35168,25091,449.2,5242,2354706.4,0,"bgp,mlp"
35168,28910,449.2,12350,5547620.0,-1,bgp
35168,29046,801.95,8810,7065179.5,-1,bgp
35168,35566,801.95,13779,11050069.05,-1,bgp
35168,36236,449.2,1177,528708.4,0,mlp
35168,39824,801.95,36234,29057856.3,-1,bgp
35168,41124,801.95,4807,3854973.65,-1,bgp
35168,41327,449.2,1989,893458.8,0,"bgp,mlp"
35168,41722,449.2,1174,527360.8,0,"bgp,mlp"
35168,41798,713.77,163,116344.51,0,mlp
35168,42770,801.95,3585,2874990.75,-1,bgp
35168,42909,665.66,2,1331.32,0,mlp
35168,43370,801.95,107,85808.65,-1,bgp
35168,43994,801.95,1681,1348077.95,-1,bgp
35168,48503,801.95,3061,2454768.95,-1,bgp
35168,48716,801.95,20708,16606780.6,-1,bgp
35168,49070,672.47,459,308663.73,-1,bgp
35168,50509,449.2,1,449.2,0,mlp
35168,51162,801.95,790,633540.5,-1,bgp
35168,51878,801.95,2095,1680085.25,-1,bgp
35168,54994,449.2,358,160813.6,-1,"bgp,mlp"
35168,57008,801.95,3570,2862961.5,-1,bgp
35168,57013,801.95,2443,1959163.85,-1,bgp
35168,58172,801.95,9013,7227975.35,-1,bgp
35168,58289,801.95,1024,821196.8,-1,bgp
35168,59443,801.95,1956,1568614.2,-1,bgp
35168,60757,801.95,4701,3769966.95,-1,bgp
35174,28917,614.98,4,2459.92,0,bgp
35177,58084,449.2,125,56150.0,-1,bgp
35179,3169,614.98,11,6764.78,-1,bgp
35179,16290,614.98,807,496288.86,-1,bgp
35179,28732,614.98,664,408346.72,-1,bgp
35179,30731,614.98,1872,1151242.56,-1,bgp
35179,31304,614.98,352,216472.96,-1,bgp
35179,39171,614.98,50,30749.0,-1,bgp
35179,48435,614.98,1295,796399.1,-1,bgp
35179,49035,614.98,334,205403.32,-1,bgp
35179,49290,614.98,235,144520.3,-1,bgp
35179,49601,614.98,70,43048.6,-1,bgp
35179,50705,614.98,6,3689.88,-1,bgp
35179,56712,614.98,2,1229.96,-1,bgp
35179,57321,614.98,73,44893.54,-1,bgp
35179,60323,614.98,380,233692.4,-1,bgp
35179,60563,614.98,238,146365.24,-1,bgp
35179,60645,614.98,352,216472.96,-1,bgp
35180,1764,334.37,2,668.74,0,bgp
35180,1836,344.14,1,344.14,0,bgp
35180,3214,256.18,9,2305.62,0,bgp
35180,13237,273.75,3,821.25,0,bgp
35180,14630,259.03,3,777.09,0,bgp
35180,17639,231.73,3,695.19,0,bgp
35180,18106,237.92,3,713.76,0,bgp
35180,20764,223.43,8,1787.44,0,bgp
35180,20932,288.81,1,288.81,0,bgp
35180,21412,344.14,1,344.14,0,bgp
35180,23106,341.15,2,682.3,0,bgp
35180,24482,239.79,7,1678.53,0,bgp
35180,24961,332.03,1,332.03,0,bgp
35180,25091,233.58,11,2569.38,0,bgp
35180,25220,339.14,1,339.14,0,bgp
35180,28792,210.89,2,421.78,0,bgp
35180,29075,217.65,7,1523.55,0,bgp
35180,29140,337.65,1,337.65,0,bgp
35180,30844,227.18,2,454.36,0,bgp
35180,31510,344.14,1,344.14,0,bgp
35180,31742,210.89,2,421.78,0,bgp
35180,34019,286.34,4,1145.36,0,bgp
35180,34288,221.37,3,664.11,0,bgp
35180,34549,269.1,14,3767.4,0,bgp
35180,34927,256.43,2,512.86,0,bgp
35180,35280,265.91,6,1595.46,0,bgp
35180,35360,298.73,1,298.73,0,bgp
35180,35710,344.14,2,688.28,0,bgp
35180,37100,220.67,3,662.01,0,bgp
35180,37468,234.58,12,2814.96,0,bgp
35180,37497,219.19,4,876.76,0,bgp
35180,39122,215.09,2,430.18,0,bgp
35180,39351,226.51,3,679.53,0,bgp
35180,41047,308.88,3,926.64,0,bgp
35180,41327,233.01,6,1398.06,0,bgp
35180,42473,241.45,2,482.9,0,bgp
35180,42541,298.73,1,298.73,0,bgp
35180,47147,326.2,4,1304.8,0,bgp
35180,47692,238.45,2,476.9,0,bgp
35180,48362,224.25,12,2691.0,0,bgp
35180,48919,298.73,1,298.73,0,bgp
35180,49544,252.67,6,1516.02,0,bgp
35180,50300,212.43,2,424.86,0,bgp
35180,51184,298.72,2,597.44,0,bgp
35180,56987,291.15,1,291.15,0,bgp
35180,57695,242.3,1,242.3,0,bgp
35180,57777,344.14,1,344.14,0,bgp
35180,58057,251.81,1,251.81,0,bgp
35180,58299,248.64,1,248.64,0,bgp
35180,64475,338.56,1,338.56,0,bgp
35191,35320,614.98,3,1844.94,0,bgp
35191,49544,614.98,8,4919.84,0,bgp
35193,12637,287.53,2,575.06,0,bgp
35193,13237,287.53,2,575.06,0,bgp
35193,15605,287.53,2,575.06,0,bgp
35193,24482,287.53,18,5175.54,0,bgp
35193,49544,287.53,4,1150.12,0,bgp
35193,49605,287.53,2,575.06,0,bgp
35193,50877,287.53,2,575.06,0,bgp
35193,57111,287.53,2,575.06,0,bgp
35193,59919,287.53,2,575.06,0,bgp
35196,25091,449.2,813,365199.6,0,bgp
35196,25369,470.37,8,3762.96,0,bgp
35196,41327,449.2,7,3144.4,0,bgp
35196,49544,469.6,16,7513.6,0,bgp
35199,34431,614.98,18,11069.64,-1,bgp
35199,49544,614.98,12,7379.76,0,bgp
35202,1764,36.6,8,292.8,0,bgp
35202,13237,36.6,2,73.2,0,bgp
35202,20612,36.6,8,292.8,0,bgp
35202,34019,36.6,22,805.2,0,bgp
35202,34288,36.6,4,146.4,0,bgp
35202,34927,36.6,9,329.4,0,bgp
35202,35360,36.6,4,146.4,0,bgp
35202,47147,36.6,10,366.0,0,bgp
35202,49544,36.6,8,292.8,0,bgp
35202,59414,36.6,4,146.4,0,bgp
35202,59890,36.6,8,292.8,0,bgp
35202,60326,36.6,2,73.2,0,bgp
35205,1267,344.14,4,1376.56,0,bgp
35205,1764,344.14,6,2064.84,0,bgp
35205,1836,344.14,7,2408.98,0,bgp
35205,12859,344.14,10,3441.4,0,bgp
35205,13237,344.14,14,4817.96,0,bgp
35205,14630,344.14,1,344.14,0,bgp
35205,18106,344.14,4,1376.56,0,bgp
35205,20764,344.14,10,3441.4,0,bgp
35205,21412,344.14,1,344.14,0,bgp
35205,23106,344.14,8,2753.12,0,bgp
35205,24961,344.14,33,11356.62,0,bgp
35205,25091,344.14,16,5506.24,0,bgp
35205,31027,344.14,40,13765.6,0,bgp
35205,31510,344.14,6,2064.84,0,bgp
35205,34177,344.14,1,344.14,0,bgp
35205,34288,344.14,6,2064.84,0,bgp
35205,34549,344.14,25,8603.5,0,bgp
35205,34927,344.14,17,5850.38,0,bgp
35205,35360,344.14,6,2064.84,0,bgp
35205,35625,344.14,10,3441.4,0,bgp
35205,35710,344.14,12,4129.68,0,bgp
35205,37100,344.14,5,1720.7,0,bgp
35205,37468,344.14,16,5506.24,0,bgp
35205,41047,344.14,4,1376.56,0,bgp
35205,42541,344.14,6,2064.84,0,bgp
35205,47147,344.14,21,7226.94,0,bgp
35205,47692,344.14,12,4129.68,0,bgp
35205,49544,344.14,12,4129.68,0,bgp
35205,56987,344.14,6,2064.84,0,bgp
35205,58057,344.14,6,2064.84,0,bgp
35213,13194,262.52,7,1837.64,0,bgp
35213,22356,344.14,12,4129.68,0,bgp
35213,24482,261.73,206,53916.38,0,bgp
35213,25482,256.21,3117,798606.57,-1,bgp
35213,39667,256.21,170,43555.7,-1,bgp
35213,41047,344.14,6,2064.84,0,bgp
35213,48919,259.61,19,4932.59,0,bgp
35213,49544,260.03,36,9361.08,0,bgp
35213,50263,259.85,6,1559.1,0,bgp
35213,56404,256.21,44,11273.24,-1,bgp
35223,1836,36.6,2,73.2,0,bgp
35223,13237,36.6,1,36.6,0,bgp
35223,25091,36.6,4,146.4,0,bgp
35223,34927,36.6,2,73.2,0,bgp
35223,47147,36.6,5,183.0,0,bgp
35223,49544,36.6,4,146.4,0,bgp
35224,1140,253.31,36,9119.16,0,bgp
35224,1764,253.31,12,3039.72,0,bgp
35224,12859,253.31,36,9119.16,0,bgp
35224,12969,253.31,12,3039.72,0,bgp
35224,13237,253.31,12,3039.72,0,bgp
35224,14630,253.31,12,3039.72,0,bgp
35224,15547,253.31,24,6079.44,0,bgp
35224,15576,253.31,12,3039.72,0,bgp
35224,15605,253.31,12,3039.72,0,bgp
35224,18106,253.31,12,3039.72,0,bgp
35224,20764,253.31,72,18238.32,0,bgp
35224,23106,253.31,72,18238.32,0,bgp
35224,24482,253.31,108,27357.48,0,bgp
35224,24961,253.31,72,18238.32,0,bgp
35224,25091,253.31,144,36476.64,0,bgp
35224,25220,253.31,12,3039.72,0,bgp
35224,28917,253.31,36,9119.16,0,bgp
35224,29140,253.31,12,3039.72,0,bgp
35224,31019,253.31,36,9119.16,0,bgp
35224,34019,253.31,180,45595.8,0,bgp
35224,34288,253.31,12,3039.72,0,bgp
35224,34927,253.31,72,18238.32,0,bgp
35224,35280,253.31,36,9119.16,0,bgp
35224,35360,253.31,36,9119.16,0,bgp
35224,37100,253.31,36,9119.16,0,bgp
35224,37468,253.31,108,27357.48,0,bgp
35224,39122,253.31,36,9119.16,0,bgp
35224,39351,253.31,36,9119.16,0,bgp
35224,41047,253.31,36,9119.16,0,bgp
35224,41327,253.31,132,33436.92,0,bgp
35224,41666,253.31,36,9119.16,0,bgp
35224,42541,253.31,36,9119.16,0,bgp
35224,47147,253.31,60,15198.6,0,bgp
35224,48919,253.31,12,3039.72,0,bgp
35224,49544,253.31,72,18238.32,0,bgp
35224,50300,253.31,12,3039.72,0,bgp
35224,50763,253.31,36,9119.16,0,bgp
35224,51088,253.31,36,9119.16,0,bgp
35224,51184,253.31,24,6079.44,0,bgp
35224,51873,253.31,12,3039.72,0,bgp
35224,56987,253.31,36,9119.16,0,bgp
35224,58057,253.31,72,18238.32,0,bgp
35224,58299,253.31,72,18238.32,0,bgp
35224,64475,253.31,36,9119.16,0,bgp
35228,15412,211.59,75,15869.25,0,bgp
35228,25091,211.55,774,163739.7,0,bgp
35228,25369,210.89,16,3374.24,0,bgp
35228,29180,210.89,7798,1644520.22,-1,bgp
35228,34927,210.89,258,54409.62,0,bgp
35228,35266,210.89,88,18558.32,0,bgp
35228,37468,210.89,420,88573.8,0,bgp
35228,39060,210.89,352,74233.28,-1,bgp
35228,42473,211.14,88,18580.32,0,bgp
35228,49544,210.96,196,41348.16,0,bgp
35228,50063,210.89,352,74233.28,-1,bgp
35228,57850,210.89,351,74022.39,-1,bgp
35236,1764,413.86,118,48835.48,0,bgp
35236,29134,413.86,4231,1751041.66,-1,bgp
35236,29504,413.86,44,18209.84,0,bgp
35236,39761,413.86,3928,1625642.08,-1,bgp
35236,41453,413.86,2217,917527.62,-1,bgp
35236,42189,413.86,1641,679144.26,-1,bgp
35236,49544,413.86,84,34764.24,0,bgp
35236,50415,413.86,344,142367.84,-1,bgp
35236,50825,413.86,1782,737498.52,-1,bgp
35237,25091,419.55,64,26851.2,0,"bgp,mlp"
