AS1,AS2,Total_CO2
3601,394256,1150.65
3630,6074,1150.65
3630,36427,1150.65
3630,46470,1150.65
3630,46821,1150.65
3630,55282,1150.65
3630,395014,1150.65
3630,395549,1150.65
3630,398914,1150.65
3630,401124,1150.65
3742,6327,1150.65
3754,46158,1150.65
3853,7575,1150.65
4385,1828,1150.65
4826,7784,1150.65
4826,55219,1150.65
5661,1239,1150.65
6325,6200,1150.65
6456,9002,1150.65
7018,1642,1150.65
7018,3705,1150.65
7091,7575,1150.65
8220,3465,1150.65
9505,9500,1150.65
11038,34927,1150.65
11039,35280,1150.65
11039,60171,1150.65
11417,55283,1150.65
11537,30103,1150.65
11904,20205,1150.65
11961,34927,1150.65
12182,13917,1150.65
12182,393658,1150.65
12189,394256,1150.65
12488,1239,1150.65
13786,15280,1150.65
13786,18568,1150.65
13786,26548,1150.65
13786,55247,1150.65
13786,60725,1150.65
13786,63062,1150.65
13786,396317,1150.65
13786,397654,1150.65
13789,10493,1150.65
13830,30286,1150.65
13830,63399,1150.65
13830,397952,1150.65
14085,19342,1150.65
14203,35280,1150.65
14277,17639,1150.65
14277,18106,1150.65
14907,1097,1150.65
14907,55244,1150.65
14907,62648,1150.65
14978,14907,1150.65
14978,20205,1150.65
15154,20205,1150.65
15190,18106,1150.65
15190,34927,1150.65
15190,35280,1150.65
15190,394256,1150.65
15557,1239,1150.65
16604,399580,1150.65
16735,14979,1150.65
16735,33763,1150.65
16735,53865,1150.65
16735,61461,1150.65
16851,54168,1150.65
16904,17164,1150.65
18106,15177,1150.65
18106,21743,1150.65
18106,32030,1150.65
18647,18106,1150.65
18647,35280,1150.65
18647,394256,1150.65
19024,40443,1150.65
19165,394256,1150.65
19332,1239,1150.65
19919,1828,1150.65
19919,22652,1150.65
20075,1239,1150.65
20080,14713,1150.65
20080,15695,1150.65
20080,39572,1150.65
20080,40934,1150.65
20080,53766,1150.65
20080,53865,1150.65
20080,54309,1150.65
20080,59930,1150.65
20080,263812,1150.65
20205,13549,1150.65
21554,1239,1150.65
21577,18106,1150.65
21577,35280,1150.65
21737,34927,1150.65
22335,26367,1150.65
22381,1239,1150.65
22422,37468,1150.65
22427,1239,1150.65
22652,19689,1150.65
22652,20253,1150.65
22652,54309,1150.65
22773,396389,1150.65
24482,15177,1150.65
24482,22422,1150.65
24482,36591,1150.65
24482,53865,1150.65
24482,55244,1150.65
24482,394744,1150.65
24482,395853,1150.65
24482,399946,1150.65
25837,37468,1150.65
25905,35280,1150.65
26329,24482,1150.65
26370,35280,1150.65
26370,58057,1150.65
27006,1239,1150.65
27298,35280,1150.65
27578,18106,1150.65
27578,35280,1150.65
27578,394256,1150.65
27589,20205,1150.65
27597,22760,1150.65
29769,35280,1150.65
29838,17676,1150.65
29838,394684,1150.65
30036,20131,1150.65
30036,36358,1150.65
31929,397697,1150.65
31950,1239,1150.65
32030,34927,1150.65
32097,11067,1150.65
32097,22462,1150.65
32097,30286,1150.65
32097,32035,1150.65
32097,62648,1150.65
32709,14907,1150.65
32709,35280,1150.65
33491,394812,1150.65
33651,20325,1150.65
33651,20464,1150.65
33651,53782,1150.65
33660,400179,1150.65
33667,11941,1150.65
33667,395536,1150.65
33668,33145,1150.65
34927,11320,1150.65
34927,54579,1150.65
35280,14277,1150.65
35280,15177,1150.65
35280,16652,1150.65
35280,19689,1150.65
35280,22462,1150.65
35280,397952,1150.65
36040,37721,1150.65
36416,34927,1150.65
36640,1828,1150.65
36640,16735,1150.65
36640,20080,1150.65
36640,24482,1150.65
36640,35280,1150.65
36640,52320,1150.65
36640,61568,1150.65
37721,11039,1150.65
37721,14609,1150.65
37721,19689,1150.65
37721,55247,1150.65
37721,63062,1150.65
37721,394151,1150.65
37721,397654,1150.65
40081,58057,1150.65
40620,100,1150.65
40880,58453,1150.65
46384,40264,1150.65
49453,1239,1150.65
51185,26873,1150.65
52025,15177,1150.65
52025,16604,1150.65
52025,16652,1150.65
52025,29769,1150.65
52210,18106,1150.65
52320,2728,1150.65
52320,3653,1150.65
52320,14609,1150.65
52320,19689,1150.65
52320,19750,1150.65
52320,21719,1150.65
52320,32554,1150.65
52320,33412,1150.65
52320,53865,1150.65
52320,63062,1150.65
53340,18106,1150.65
53988,58057,1150.65
55244,18106,1150.65
55247,52320,1150.65
55992,3549,1150.65
58057,14536,1150.65
58057,46577,1150.65
58057,54364,1150.65
58453,14979,1150.65
59865,1239,1150.65
61568,23089,1150.65
61568,30598,1150.65
61568,34549,1150.65
61568,49434,1150.65
61568,53865,1150.65
61568,58057,1150.65
61568,58907,1150.65
62538,58057,1150.65
62648,13830,1150.65
62648,35280,1150.65
62749,6057,1150.65
62943,34927,1150.65
63023,20205,1150.65
63343,20205,1150.65
137409,1097,1150.65
137409,11039,1150.65
137409,12131,1150.65
137409,400818,1150.65
138398,398987,1150.65
199524,14203,1150.65
199524,14713,1150.65
199524,19689,1150.65
199524,19919,1150.65
199805,1239,1150.65
205627,394256,1150.65
215120,1239,1150.65
394177,393398,1150.65
394256,15177,1150.65
394256,21743,1150.65
394256,32030,1150.65
394744,37468,1150.65
395189,1239,1150.65
395348,1239,1150.65
395379,1239,1150.65
395723,1239,1150.65
396317,18106,1150.65
396317,21700,1150.65
396317,199524,1150.65
397095,1239,1150.65
397326,35280,1150.65
397336,1239,1150.65
397654,35280,1150.65
398700,35280,1150.65
398960,18106,1150.65
398960,394256,1150.65
400304,34927,1150.65
400474,24482,1150.65
400474,37468,1150.65
20485,14537,1151.16
13194,49121,1151.37
197981,1828,1151.44
20932,17494,1151.52
35625,38230,1151.57
199524,264273,1151.64
4862,9505,1151.66
12350,12876,1152.32
41913,12350,1152.73
3856,6424,1152.8
1828,215955,1153.2
25818,50304,1153.24
31122,59624,1153.25
13150,263237,1153.56
51185,11358,1153.64
57976,5398,1153.68
49870,28917,1153.7
264997,25369,1154.2
328977,328578,1154.27
39832,30844,1154.4
50309,15576,1154.45
213279,140984,1154.52
15547,39781,1154.88
5398,6853,1155.0
25192,37468,1155.32
20804,41095,1155.75
52025,12969,1156.05
34288,63399,1156.2
20932,62902,1156.48
4601,48919,1156.84
136168,134137,1157.64
37721,16080,1157.76
3303,43653,1157.88
63949,50304,1157.92
27884,28088,1158.0
50812,20764,1158.4
13194,13150,1158.66
5398,9119,1158.72
132337,131274,1159.02
26415,42473,1159.04
2027,56630,1159.41
51345,34019,1159.41
41327,59813,1159.85
42765,39351,1159.88
50509,13194,1159.98
17494,56987,1160.28
26415,49605,1160.36
61955,16347,1160.4
42541,50414,1160.52
59702,49544,1160.64
14630,25192,1160.94
30844,13113,1161.1
35793,31019,1161.1
29075,27281,1161.16
1239,46489,1161.3
62713,14907,1161.42
57406,20932,1162.05
20764,57164,1162.2
13150,50877,1162.56
1828,401322,1162.74
20764,51265,1162.8
25152,50877,1162.88
37721,60503,1162.98
59570,112,1163.0
15169,29169,1163.04
26415,50877,1163.08
1239,135607,1163.1
112,50877,1163.16
1828,25593,1164.03
49375,51088,1164.15
9381,4134,1164.52
51185,35100,1164.68
32097,63399,1164.9
137409,327814,1164.99
34019,50414,1165.05
203724,16347,1165.2
62902,56987,1165.92
12189,14630,1166.73
41095,42459,1166.92
40627,20932,1167.15
51185,4637,1167.48
48362,12993,1167.6
250,37100,1167.88
199471,213151,1167.92
13786,32590,1168.0
35360,50837,1168.02
16186,12552,1168.5
16186,49544,1168.5
1239,2914,1168.71
25160,13208,1169.1
4455,9186,1169.2
12338,199474,1169.2
12540,34549,1169.2
12541,206657,1169.2
12541,207136,1169.2
12541,207987,1169.2
33891,36891,1169.2
36891,34549,1169.2
37721,48846,1169.2
37721,48964,1169.2
37721,60134,1169.2
39691,41327,1169.2
57365,25091,1169.2
57365,33891,1169.2
60134,29680,1169.2
60917,29680,1169.2
61090,34927,1169.2
61090,49544,1169.2
63023,29680,1169.2
137409,197267,1169.2
199434,264409,1169.2
202766,213193,1169.2
212097,208103,1169.2
58299,39409,1169.28
34924,58057,1169.35
15436,41327,1169.7
137409,136749,1169.8
41039,13194,1170.06
33353,1239,1170.09
44949,34927,1170.35
37721,57965,1170.4
22356,52000,1170.48
39572,1239,1170.6
12297,29169,1171.2
12307,59890,1171.2
15547,29655,1171.2
25375,47147,1171.2
31662,20612,1171.2
31662,59890,1171.2
42346,51873,1171.2
47617,48362,1171.2
48885,20612,1171.2
48885,59890,1171.2
57118,20612,1171.2
57118,59890,1171.2
62167,31662,1171.2
136557,1239,1171.32
132337,139021,1171.52
15133,14630,1171.95
42841,57695,1171.96
51185,48519,1171.96
20932,49600,1172.08
1267,26667,1172.16
3216,42841,1172.2
43142,12350,1172.47
11992,26148,1172.78
23673,33891,1172.88
32787,16735,1172.94
210890,140984,1173.16
25160,53334,1173.2
52075,15547,1173.48
8220,9145,1173.6
50507,49544,1173.6
42567,14630,1173.84
37697,49362,1174.0
31449,47692,1174.16
5713,9498,1174.28
41405,37468,1174.53
41095,2906,1174.71
3216,8839,1174.72
13335,39392,1174.83
197156,13237,1174.88
31229,35320,1175.16
39351,50889,1175.36
34863,56987,1175.58
137409,134672,1175.76
11179,51184,1175.8
34144,34019,1175.8
42291,39351,1175.96
53356,61568,1176.07
32590,29075,1176.15
8298,8302,1176.28
3303,35706,1176.66
1921,5398,1176.75
250,42541,1176.85
55933,37468,1176.9
12779,200478,1176.92
50889,41047,1177.2
15133,56987,1177.44
1239,137969,1177.98
16347,20766,1178.1
60486,29691,1178.19
2635,2027,1178.52
197156,199938,1178.84
13194,32934,1179.12
17639,27281,1179.63
14630,327814,1179.64
62044,51873,1179.64
15802,39063,1180.64
199081,15576,1180.8
25152,37468,1181.0
54312,20562,1181.16
29075,39781,1181.88
31127,60068,1181.88
39351,20340,1181.88
30880,2603,1182.06
30880,20764,1182.06
51132,4455,1182.06
20340,20764,1182.08
4826,63928,1182.14
137409,201593,1182.36
40627,35360,1182.45
56987,60350,1182.52
20912,13150,1182.84
264962,271253,1183.8
150000,14630,1183.86
1828,54148,1183.96
7342,9505,1184.94
39351,44854,1186.65
212508,210732,1186.7
29222,61098,1186.78
205530,137409,1186.8
39351,58002,1187.04
25160,27281,1187.6
29075,29152,1187.97
31127,49544,1188.0
199524,131274,1188.04
20562,52551,1188.08
3356,60142,1188.32
41666,44444,1188.88
49915,50304,1190.08
209823,1764,1190.2
50763,112,1190.64
30844,10099,1190.88
1828,47866,1191.6
13194,35795,1191.68
702,8674,1191.87
396986,35625,1191.87
12779,31449,1191.9
41090,20764,1192.2
12552,20278,1192.25
48519,28917,1192.6
61568,55256,1192.66
1828,44527,1192.86
12779,29513,1192.86
12779,42929,1192.86
12779,201080,1192.86
12779,215596,1192.86
12826,16347,1192.86
12826,34177,1192.86
12826,56987,1192.86
12826,58308,1192.86
13002,58308,1192.86
14907,29608,1192.86
16347,29608,1192.86
24482,29246,1192.86
29075,29608,1192.86
29075,31178,1192.86
29608,34177,1192.86
30781,39605,1192.86
31216,60331,1192.86
35280,25358,1192.86
35280,29513,1192.86
35600,12826,1192.86
35600,13002,1192.86
35600,44527,1192.86
35717,41327,1192.86
37100,50474,1192.86
37721,41653,1192.86
41364,58308,1192.86
43531,45050,1192.86
44527,16347,1192.86
44527,34177,1192.86
48817,12779,1192.86
48817,25091,1192.86
49434,12826,1192.86
49434,29608,1192.86
56987,15401,1192.86
57642,24482,1192.86
58011,33891,1192.86
199524,12826,1192.86
201675,12779,1192.86
204109,1764,1192.95
12850,48362,1192.96
41095,24724,1193.08
212508,212123,1193.2
22356,49505,1193.32
31133,20853,1193.68
200023,15943,1193.92
41327,50448,1194.09
12779,211882,1194.48
30103,15547,1194.72
62167,60167,1194.76
559,62902,1194.88
15547,20278,1194.88
17494,42541,1194.88
23344,48919,1194.88
30844,42841,1194.88
31449,23106,1194.88
35360,1547,1194.88
42841,1267,1194.88
42841,34177,1194.88
49605,42841,1194.88
49605,62902,1194.88
51184,31449,1194.88
62902,35360,1194.88
62902,42541,1194.88
42841,14630,1194.92
51184,20278,1194.92
51184,31328,1194.92
25369,50448,1195.62
51185,13208,1195.81
36236,41802,1196.13
62713,47692,1196.28
50629,45009,1196.32
20562,15895,1196.36
25198,16265,1196.76
38623,39180,1196.82
3216,39526,1196.88
1764,60350,1197.48
39090,12859,1198.4
1836,50837,1198.44
199524,13226,1198.7
135391,12552,1198.76
39351,27281,1199.0
47372,58057,1199.1
20562,10122,1199.28
29691,50837,1199.34
39351,16080,1199.36
204035,12859,1199.64
199524,210732,1199.66
41327,49954,1199.82
1828,2602,1199.85
212483,197440,1199.92
30844,63399,1200.03
62014,18106,1200.03
29670,12859,1200.08
60345,58057,1200.1
64073,64095,1201.1
29286,12552,1201.2
49954,25369,1201.29
59645,60326,1201.32
5713,250,1201.64
24482,36965,1201.98
3170,48519,1202.52
41717,18106,1202.52
19551,35320,1202.55
39351,35706,1202.88
15133,42541,1203.16
48919,26667,1203.64
13194,59613,1204.04
15547,26667,1204.12
25160,51154,1204.12
56400,13194,1204.24
20485,51154,1204.48
25369,44882,1204.98
62014,61292,1205.13
39699,42473,1205.26
8374,7713,1206.06
4455,54309,1206.32
109,5713,1206.55
59865,34549,1206.96
32590,31019,1207.6
9100,1764,1207.8
15623,61423,1207.8
24482,49489,1207.8
31736,12307,1207.8
31736,15623,1207.8
31736,29691,1207.8
31736,35360,1207.8
31736,56987,1207.8
31736,58299,1207.8
61423,51873,1207.8
47973,14630,1207.85
9264,8529,1208.1
52025,2906,1208.32
51154,48362,1208.4
11019,13786,1209.2
150000,213151,1209.2
199524,216333,1209.48
23671,18106,1209.76
40934,42473,1210.56
39063,57406,1210.76
199524,205755,1211.1
197981,12779,1211.22
23671,38001,1211.54
34927,41652,1211.6
3856,42473,1211.64
62167,16218,1211.68
51185,51154,1212.0
42841,58299,1212.2
26415,47147,1212.24
61215,20562,1212.5
25152,58299,1212.78
42473,2027,1212.79
62902,50763,1212.88
40934,58299,1213.55
42668,33891,1213.56
199524,202585,1213.6
12850,23106,1214.4
204384,15576,1214.58
20485,212793,1215.52
49362,41666,1215.96
199524,15436,1216.18
50629,48925,1216.24
263152,11686,1216.9
263152,400414,1216.9
210036,20764,1217.25
48362,57777,1217.28
25160,15606,1217.46
51776,47147,1217.5
32098,16509,1217.52
15606,47692,1217.56
51519,32934,1217.58
8283,6661,1217.85
24482,13214,1217.88
51956,35280,1217.88
4775,55821,1217.9
12779,11179,1218.18
4826,9902,1218.22
58299,45009,1218.24
25369,2027,1218.84
51185,50509,1219.08
51395,29691,1219.14
213550,206499,1219.28
30081,51088,1219.44
132829,131996,1219.7
199524,15693,1219.7
202562,202365,1219.76
29075,24889,1219.8
30781,25152,1219.95
28716,42841,1220.28
46489,37100,1220.52
401322,263237,1220.6
37497,61317,1220.62
62597,17639,1220.7
12779,57965,1221.03
212024,20764,1221.36
8359,4651,1221.99
137409,202673,1222.08
20969,64475,1222.96
20764,29606,1223.16
57777,47147,1223.4
31510,15702,1223.52
1403,394501,1223.67
1403,400687,1223.67
1828,36218,1223.67
1828,53913,1223.67
1828,399226,1223.67
11522,35280,1223.67
11522,394256,1223.67
22652,11522,1223.67
22652,36218,1223.67
22652,36225,1223.67
22652,53913,1223.67
22652,399226,1223.67
25593,41047,1223.67
25914,1403,1223.67
32881,1403,1223.67
33044,35280,1223.67
33361,1828,1223.67
33361,22652,1223.67
35280,14500,1223.67
35280,53913,1223.67
36218,1403,1223.67
36218,35280,1223.67
36218,394256,1223.67
48768,35280,1223.67
53913,1403,1223.67
54002,22652,1223.67
62512,1403,1223.67
63065,35280,1223.67
198385,139057,1223.67
394678,1403,1223.67
399226,1403,1223.67
399226,35280,1223.67
399226,394256,1223.67
24482,26237,1223.73
199524,328126,1223.75
3216,44949,1223.96
19711,198385,1224.0
57344,24889,1224.0
210036,212483,1225.0
5713,60280,1225.16
56381,58299,1225.2
28801,24482,1225.26
35758,49544,1225.72
201723,212483,1225.74
13194,267613,1226.32
138147,142009,1226.76
35793,57406,1227.15
29606,37497,1227.16
32590,49605,1227.24
56368,49544,1227.6
60167,49544,1227.6
213151,212049,1227.68
12302,52149,1227.75
12302,56432,1227.75
24745,21368,1227.75
24745,39668,1227.75
2484,47692,1227.8
3257,59827,1228.23
62597,41327,1228.28
47973,30844,1228.3
51185,25509,1228.48
137409,212582,1228.59
37100,44949,1228.76
30844,21409,1228.96
199524,212582,1229.31
62902,51088,1229.64
39699,58299,1229.9
12741,205030,1229.96
12741,205748,1229.96
12985,24482,1229.96
13194,31409,1229.96
13194,197480,1229.96
13194,197572,1229.96
13194,205671,1229.96
15624,49544,1229.96
15694,203417,1229.96
20555,28917,1229.96
21244,49544,1229.96
24482,25557,1229.96
24482,39112,1229.96
24482,41796,1229.96
24482,42194,1229.96
24482,42266,1229.96
24482,42490,1229.96
24482,60195,1229.96
24748,25506,1229.96
24748,34337,1229.96
24748,50333,1229.96
25468,39873,1229.96
25506,49544,1229.96
25584,21182,1229.96
28797,28678,1229.96
28917,13119,1229.96
28917,35191,1229.96
28917,35745,1229.96
28917,39112,1229.96
28917,39566,1229.96
28917,41026,1229.96
28917,42194,1229.96
28917,42490,1229.96
28917,43153,1229.96
28917,43386,1229.96
28917,43476,1229.96
28917,49370,1229.96
28917,49888,1229.96
28917,50121,1229.96
28917,50551,1229.96
28917,51337,1229.96
28917,57536,1229.96
28917,57789,1229.96
29535,60466,1229.96
31381,49544,1229.96
34330,49544,1229.96
34891,13194,1229.96
34969,49544,1229.96
35179,56712,1229.96
35306,49544,1229.96
35320,31080,1229.96
35320,42968,1229.96
35408,49544,1229.96
35585,28917,1229.96
35695,49544,1229.96
39489,49544,1229.96
39603,35320,1229.96
39608,62000,1229.96
41005,49544,1229.96
41319,49544,1229.96
41356,49544,1229.96
41796,35320,1229.96
41841,49544,1229.96
42154,28917,1229.96
42261,49544,1229.96
42504,62000,1229.96
42778,49544,1229.96
42986,28917,1229.96
43073,49544,1229.96
43093,49544,1229.96
43253,28917,1229.96
43326,49544,1229.96
43476,49544,1229.96
44732,49544,1229.96
47275,49544,1229.96
47850,49544,1229.96
47884,49544,1229.96
48259,49544,1229.96
48626,49544,1229.96
48712,24482,1229.96
48712,28917,1229.96
48727,49544,1229.96
48790,49544,1229.96
49300,49544,1229.96
49420,112,1229.96
49544,44602,1229.96
49544,60646,1229.96
50016,49544,1229.96
50331,28917,1229.96
50606,43476,1229.96
50607,48742,1229.96
50607,56511,1229.96
50625,52195,1229.96
50661,35320,1229.96
50829,49544,1229.96
50840,49544,1229.96
50898,49544,1229.96
51394,28917,1229.96
51636,49544,1229.96
52009,49544,1229.96
52074,62000,1229.96
52078,49544,1229.96
52079,49544,1229.96
52195,35320,1229.96
56400,62000,1229.96
56628,28917,1229.96
56783,49544,1229.96
56838,49544,1229.96
56983,49544,1229.96
57249,49544,1229.96
57404,49544,1229.96
57593,49544,1229.96
57945,49544,1229.96
58350,49544,1229.96
59572,49544,1229.96
59611,35320,1229.96
59782,49544,1229.96
59958,49544,1229.96
60159,49559,1229.96
60219,49544,1229.96
60336,49544,1229.96
60466,28917,1229.96
60563,49544,1229.96
60705,49544,1229.96
60755,49544,1229.96
60809,28917,1229.96
60884,49544,1229.96
60964,49544,1229.96
61064,49544,1229.96
62047,49544,1229.96
62328,49544,1229.96
137409,198036,1229.96
137409,198067,1229.96
137409,208960,1229.96
196844,12618,1229.96
196844,16283,1229.96
198072,215966,1229.96
201054,12985,1229.96
201054,197437,1229.96
201054,198397,1229.96
201054,198579,1229.96
201054,199475,1229.96
201054,200001,1229.96
201054,200089,1229.96
201054,201001,1229.96
201054,202994,1229.96
201054,203157,1229.96
201054,205146,1229.96
201054,206454,1229.96
201054,206674,1229.96
201054,208331,1229.96
203628,13194,1229.96
203937,197294,1229.96
137409,132546,1230.06
12888,51088,1230.56
50629,42156,1231.0
36236,24889,1231.02
57406,51758,1231.04
20485,34428,1231.24
60345,42541,1231.25
41095,13335,1231.32
1120,49544,1231.44
1121,13004,1231.44
1853,9009,1231.44
3303,50782,1231.44
9146,1853,1231.44
12577,34927,1231.44
12762,59890,1231.44
15498,59890,1231.44
16099,47147,1231.44
16099,48362,1231.44
25160,12577,1231.44
29287,31510,1231.44
29287,34288,1231.44
34183,48362,1231.44
35369,12453,1231.44
40994,12453,1231.44
48362,12401,1231.44
50226,48362,1231.44
50507,47692,1231.44
51184,50507,1231.44
59890,29081,1231.44
203752,13030,1231.44
57393,41047,1231.48
16735,55256,1231.51
53589,34927,1232.27
41047,35795,1232.28
41047,47363,1232.28
3252,37100,1232.55
20932,212635,1232.56
34177,21409,1233.2
36924,19679,1233.65
52075,12552,1233.76
213052,212483,1233.84
35661,48919,1234.04
2635,29169,1234.26
16909,51088,1234.32
31712,41047,1234.36
4455,8878,1234.48
24482,38750,1234.68
262761,1764,1234.68
51019,3214,1234.84
199938,112,1234.88
394354,34177,1235.28
41047,62902,1235.32
49367,55256,1235.32
9009,6775,1235.36
48927,57777,1235.36
55329,41047,1235.52
57393,47692,1235.84
37721,52772,1235.97
8283,112,1236.08
30844,33763,1236.12
42511,25369,1236.36
15133,41047,1236.52
55195,13237,1236.6
202365,208563,1236.93
1828,29608,1237.04
2280,29075,1237.04
12727,25091,1237.04
15547,35676,1237.04
15547,50624,1237.04
20565,35280,1237.04
24611,41327,1237.04
25160,12727,1237.04
25160,28855,1237.04
25160,31178,1237.04
25160,50624,1237.04
28855,49544,1237.04
29075,51269,1237.04
29075,59877,1237.04
29283,25091,1237.04
30972,24482,1237.04
31178,49544,1237.04
33891,33930,1237.04
34019,62119,1237.04
35600,29608,1237.04
35600,51468,1237.04
35793,50628,1237.04
37721,44902,1237.04
37721,50624,1237.04
39063,50628,1237.04
39351,15401,1237.04
39351,31178,1237.04
39351,50624,1237.04
39605,20764,1237.04
44902,15547,1237.04
44902,24482,1237.04
44902,29075,1237.04
44902,39351,1237.04
44902,49544,1237.04
44902,50628,1237.04
48213,34019,1237.04
48518,62242,1237.04
48817,24482,1237.04
50474,25091,1237.04
50628,12727,1237.04
50628,29104,1237.04
50628,31178,1237.04
50628,50624,1237.04
50628,54113,1237.04
50628,55256,1237.04
51468,2027,1237.04
51468,58308,1237.04
56987,29608,1237.04
58308,29169,1237.04
43566,49544,1237.68
51184,62597,1237.84
203724,1836,1238.31
49605,48519,1238.32
10429,52582,1238.52
10733,37468,1238.52
11844,28634,1238.52
14282,28634,1238.52
15830,267469,1238.52
16735,268178,1238.52
16921,28634,1238.52
22356,262342,1238.52
22356,262605,1238.52
22356,262988,1238.52
22356,263032,1238.52
22356,263055,1238.52
22356,263377,1238.52
22356,263461,1238.52
22356,263469,1238.52
22356,263656,1238.52
22356,264075,1238.52
22356,270624,1238.52
22356,270817,1238.52
22356,271395,1238.52
22356,272564,1238.52
22356,273683,1238.52
22548,28125,1238.52
22548,28213,1238.52
22548,30058,1238.52
22548,52729,1238.52
22548,52963,1238.52
22548,53141,1238.52
22548,53156,1238.52
22548,61650,1238.52
22548,61871,1238.52
22548,262478,1238.52
22548,262706,1238.52
22548,262842,1238.52
22548,262989,1238.52
22548,263265,1238.52
22548,263266,1238.52
22548,263470,1238.52
22548,264200,1238.52
22548,264552,1238.52
22548,264590,1238.52
22548,265043,1238.52
22548,265188,1238.52
22548,265257,1238.52
22548,265268,1238.52
22548,265272,1238.52
22548,265390,1238.52
22548,266121,1238.52
22548,266448,1238.52
22548,266602,1238.52
22548,266651,1238.52
22548,266962,1238.52
22548,267279,1238.52
22548,267620,1238.52
22548,267637,1238.52
22548,268199,1238.52
22548,268243,1238.52
22548,268372,1238.52
22548,269286,1238.52
22548,269597,1238.52
22548,269674,1238.52
22548,271205,1238.52
22616,28634,1238.52
23106,28270,1238.52
23106,52876,1238.52
23106,52934,1238.52
23106,61716,1238.52
23106,264393,1238.52
23106,266169,1238.52
23106,267522,1238.52
23106,268710,1238.52
23106,268934,1238.52
23106,269137,1238.52
23106,269589,1238.52
23106,270577,1238.52
23106,271561,1238.52
24482,52848,1238.52
24482,52876,1238.52
24482,52934,1238.52
24482,52974,1238.52
24482,61716,1238.52
24482,61744,1238.52
24482,262435,1238.52
24482,262908,1238.52
24482,263267,1238.52
24482,263305,1238.52
24482,263321,1238.52
24482,263377,1238.52
24482,263648,1238.52
24482,264133,1238.52
24482,264227,1238.52
24482,264393,1238.52
24482,264913,1238.52
24482,264983,1238.52
24482,265032,1238.52
24482,265055,1238.52
24482,265158,1238.52
24482,265169,1238.52
24482,265178,1238.52
24482,265375,1238.52
24482,265398,1238.52
24482,265979,1238.52
24482,266169,1238.52
24482,266468,1238.52
24482,266538,1238.52
24482,266568,1238.52
24482,267117,1238.52
24482,267186,1238.52
24482,267191,1238.52
24482,267197,1238.52
24482,267450,1238.52
24482,267522,1238.52
24482,267993,1238.52
24482,267994,1238.52
24482,268006,1238.52
24482,268037,1238.52
24482,268374,1238.52
24482,268574,1238.52
24482,268607,1238.52
24482,268710,1238.52
24482,269035,1238.52
24482,269068,1238.52
24482,269090,1238.52
24482,269122,1238.52
24482,269137,1238.52
24482,269299,1238.52
24482,269467,1238.52
24482,269524,1238.52
24482,269589,1238.52
24482,269667,1238.52
24482,270333,1238.52
24482,270393,1238.52
24482,270497,1238.52
24482,270577,1238.52
24482,270600,1238.52
24482,270766,1238.52
24482,270804,1238.52
24482,270863,1238.52
24482,270964,1238.52
24482,270990,1238.52
24482,271018,1238.52
24482,271069,1238.52
24482,271287,1238.52
24482,271459,1238.52
24482,271479,1238.52
24482,271488,1238.52
24482,271544,1238.52
24482,271557,1238.52
24482,271561,1238.52
24482,271590,1238.52
24482,272505,1238.52
24482,273461,1238.52
24482,273548,1238.52
24482,273697,1238.52
26162,263009,1238.52
28001,23106,1238.52
28125,42473,1238.52
28140,28634,1238.52
28154,42473,1238.52
28213,28624,1238.52
28213,52873,1238.52
28225,28634,1238.52
28296,22548,1238.52
28296,28624,1238.52
28296,42473,1238.52
28296,60503,1238.52
28308,28634,1238.52
28368,11338,1238.52
28576,23106,1238.52
28576,24482,1238.52
28624,28125,1238.52
28624,30058,1238.52
28624,52850,1238.52
28624,52963,1238.52
28624,53141,1238.52
28624,53156,1238.52
28624,61650,1238.52
28624,61672,1238.52
28634,52876,1238.52
28634,61792,1238.52
30058,52873,1238.52
35280,53141,1238.52
35280,61650,1238.52
37721,27688,1238.52
37721,28296,1238.52
37721,28334,1238.52
37721,52706,1238.52
37721,52765,1238.52
37721,52817,1238.52
37721,52937,1238.52
37721,52971,1238.52
37721,53130,1238.52
37721,53156,1238.52
37721,53246,1238.52
37721,61704,1238.52
37721,61768,1238.52
42473,53156,1238.52
51185,28326,1238.52
51185,52376,1238.52
51185,52704,1238.52
51185,52814,1238.52
51185,52827,1238.52
51185,52963,1238.52
51185,52981,1238.52
51185,53141,1238.52
51185,53216,1238.52
51185,61672,1238.52
51185,61871,1238.52
52566,23106,1238.52
52566,28634,1238.52
52607,28624,1238.52
52607,52873,1238.52
52660,23106,1238.52
52660,28634,1238.52
52674,28634,1238.52
52680,60503,1238.52
52686,28634,1238.52
52706,60503,1238.52
52729,42473,1238.52
52742,22356,1238.52
52821,28634,1238.52
52827,28634,1238.52
52848,23106,1238.52
52863,28125,1238.52
52863,28370,1238.52
52873,28239,1238.52
52873,52850,1238.52
52873,52981,1238.52
52873,53141,1238.52
52873,61917,1238.52
52873,61934,1238.52
52940,37468,1238.52
52963,42473,1238.52
52963,60503,1238.52
52974,23106,1238.52
52978,52863,1238.52
53046,112,1238.52
53047,22548,1238.52
53051,24482,1238.52
53062,52912,1238.52
53141,42473,1238.52
53141,52863,1238.52
53141,60503,1238.52
53166,28634,1238.52
53187,28634,1238.52
53209,28634,1238.52
53216,22548,1238.52
53216,28624,1238.52
53216,35280,1238.52
53216,42473,1238.52
53216,52873,1238.52
53243,23106,1238.52
