AS1,AS2,Total_CO2
53587,63902,3735099.18
57277,5547,3735547.2
19151,15169,3737311.2
45305,38142,3737669.11
208428,198247,3737730.38
14114,205356,3738578.8
4766,7564,3738786.75
1733,5306,3738845.4
50263,41033,3739078.4
29119,31577,3739978.5
15412,18059,3740072.36
27066,1649,3742680.9
16509,25091,3743523.7
45352,45144,3746308.55
32787,50304,3746665.86
10075,58704,3747757.2
58511,38333,3748149.51
50509,41909,3749804.64
9318,4665,3750800.58
13285,47474,3751943.99
10122,22427,3753046.02
42337,29577,3755990.94
3356,3292,3757473.28
43289,48506,3757864.32
702,8218,3759302.4
32787,11286,3759557.1
20804,39507,3761217.68
3320,38193,3762225.54
13786,28283,3762510.75
6939,4842,3762533.88
1103,7473,3765453.15
42337,51235,3765620.04
28917,33891,3767438.08
12389,28968,3767963.96
31133,24961,3768409.17
50509,44050,3769933.86
35168,60757,3769966.95
209,6223,3771830.7
13786,28263,3773976.86
32787,32701,3775666.2
2914,46811,3776433.3
28917,24589,3777542.6
12779,64049,3782697.02
196925,203622,3783226.32
25160,20764,3783641.76
9002,2856,3783884.64
12389,24961,3784331.58
27839,27828,3784409.72
328333,327950,3784710.32
134578,137969,3786408.48
48858,41560,3787281.15
263237,20015,3787908.32
3491,5580,3790866.87
12213,16570,3791008.2
174,397050,3791391.75
1299,13576,3791775.3
28716,47902,3791945.64
10010,23642,3792482.16
174,22439,3792649.33
34772,41557,3792754.02
9044,9498,3792902.52
33576,394311,3792927.5
4808,55990,3792968.8
14840,34549,3793898.25
3356,7296,3794076.6
8501,8508,3796271.54
1299,34164,3796285.44
3491,6619,3796993.26
12389,44267,3797536.8
30517,394141,3799829.85
58453,18403,3799956.96
31343,1547,3800769.7
3786,6057,3801362.56
27589,27229,3801364.05
33891,48918,3801370.44
1836,37468,3802402.86
29208,39791,3804614.98
32098,22908,3805498.47
209,21803,3806350.2
6939,1610,3806350.2
9000,7155,3806448.8
31500,42065,3806960.96
38283,37963,3807178.2
53667,14956,3807610.65
12880,206065,3807988.08
328333,328178,3808103.36
4788,49544,3808313.97
19108,398089,3809418.6
215304,152672,3809801.31
1299,36103,3810185.7
58715,38744,3810740.18
33891,57395,3812727.06
38040,17479,3812742.0
3257,5400,3813149.4
3356,47447,3813964.34
174,32281,3815555.4
12779,16509,3818242.48
20764,38001,3818793.02
174,31997,3823609.95
29208,44477,3823848.8
44941,49718,3824039.6
18403,18106,3825727.62
30844,37315,3825825.36
18013,38186,3826406.64
17639,13335,3826836.79
174,19318,3829618.17
174,46475,3830846.82
50673,39386,3831820.37
1828,40107,3832048.05
22652,33891,3832431.6
32787,15580,3834440.54
13335,38638,3834926.32
24482,57344,3835820.5
1299,6774,3836300.0
30600,21918,3837801.3
20459,37294,3838060.8
45758,45430,3839397.45
35753,42067,3842238.58
2914,58507,3844030.71
46253,22781,3844321.65
13335,20249,3844727.1
11164,199524,3845855.85
6939,8540,3846174.28
10122,135402,3846281.19
4766,54994,3846829.19
14638,22581,3847531.05
35753,30815,3847809.06
20875,35567,3848243.84
9304,9924,3849100.56
3356,3302,3849451.64
25160,52320,3850006.46
12479,34927,3850472.8
3257,6204,3850565.86
2914,29169,3851350.64
174,932,3851899.77
1299,14210,3852759.75
30844,13030,3853371.0
2914,8100,3854057.6
35432,41697,3854093.76
35168,41124,3854973.65
23520,14979,3855329.22
12389,12494,3856699.44
2914,54290,3857414.2
7018,3379,3858129.45
34549,20764,3858682.8
28146,61666,3861395.73
45296,38143,3863236.23
15830,23637,3865312.48
262589,199524,3865858.75
44901,37468,3871162.26
6939,5400,3872824.0
19551,199524,3873771.28
3320,47447,3874386.55
174,26827,3874622.1
1733,5237,3874622.1
132280,136393,3874846.0
8455,8283,3875552.06
19009,23497,3876923.4
20485,13030,3877478.88
3257,35699,3877572.84
60330,21305,3878852.16
22561,14905,3880375.35
174,32613,3882207.0
3257,48544,3884242.77
24482,264409,3884920.27
9498,9430,3885843.52
50010,24482,3886104.22
2497,6327,3886512.15
32787,3,3886814.48
1299,8968,3887530.24
30688,394195,3888813.45
15958,203877,3888845.32
18747,52270,3889121.85
174,34977,3890366.85
8220,6908,3891281.36
7473,7700,3892166.96
39791,49101,3892767.16
328333,329303,3893877.84
39386,15547,3894216.0
32787,64258,3894242.37
37100,37314,3894586.72
15169,12779,3896235.3
13335,395747,3897251.55
9304,7545,3897729.66
5511,5583,3899817.91
11172,28506,3899972.52
174,32489,3900115.4
1299,269832,3900319.95
14492,116,3900319.95
16735,53087,3900718.74
174,54607,3901854.15
18883,396878,3901854.15
20485,50629,3902520.0
20485,37468,3902872.0
19551,18018,3903346.72
23520,10269,3903775.84
42708,58453,3904585.95
20485,51184,3904891.95
8452,6127,3905069.76
16814,52376,3906550.44
1299,13807,3909525.15
2686,4249,3909630.0
1299,42000,3910172.52
9318,9767,3910294.53
4637,9584,3910309.0
133524,133384,3910507.92
6461,4997,3912977.1
41313,34295,3915327.99
11664,17401,3916503.45
25160,37468,3919734.86
6453,1680,3919749.6
23764,50629,3919912.8
33993,42007,3920617.6
12479,49544,3926880.0
6461,2647,3926968.56
6762,8966,3926993.47
12389,51764,3927355.6
6939,2018,3930534.97
136106,139460,3930796.8
135697,151151,3931884.32
58965,59161,3932592.64
58461,59037,3933076.95
37662,34549,3933484.53
12389,48479,3934093.6
9318,1836,3934208.48
22927,52307,3937322.55
134078,134148,3937552.3
5511,1836,3940266.33
14840,34927,3940302.02
174,6758,3942393.57
50607,30838,3942636.78
132602,132267,3942811.8
23520,273189,3944283.34
205996,328442,3944972.28
12400,61102,3945609.9
64126,52320,3947496.6
136168,138167,3947552.4
59105,58453,3948473.84
13335,398787,3948647.25
30860,29107,3949086.0
206810,196767,3949142.34
3786,39351,3949350.64
20485,16285,3949366.4
19531,22653,3949797.9
35598,60246,3951128.0
37662,37350,3951225.0
132770,141322,3952425.6
63502,24195,3956046.71
6939,513,3957192.0
138840,134651,3957411.57
3257,6810,3958377.8
174,395597,3959003.1
41798,43994,3959227.15
35680,44477,3959725.55
23947,24482,3960967.79
204523,15706,3962296.0
917,906,3964053.6
28917,60068,3964080.05
13335,23675,3964687.65
11096,46093,3966290.55
10122,21840,3966574.13
13335,202365,3967649.4
52468,52363,3968910.15
32787,17654,3971999.59
174,55803,3973393.68
49505,62300,3974072.4
38193,37468,3980283.75
3216,42574,3981276.34
38001,47583,3981779.78
3491,45489,3983940.8
9505,4780,3984538.88
11014,26593,3986857.65
174,197155,3987530.32
9002,9044,3988678.4
32787,37271,3988757.02
3356,40021,3988901.13
31133,34927,3989406.54
22927,52367,3991882.95
174,63351,3992198.15
55836,17747,3992799.84
37721,52320,3993329.34
1273,34019,3994153.92
3356,3255,3994438.29
4788,6461,3998550.4
1299,41313,4000793.94
6939,9658,4002303.7
13335,35710,4002348.2
1273,6758,4002897.57
60068,64286,4005059.24
3356,59711,4007966.78
3223,398823,4008011.58
174,18632,4010015.25
3257,39686,4012112.61
11878,397270,4012316.55
3216,3253,4012703.6
174,263801,4013357.67
6830,1140,4014203.57
50629,13335,4015235.04
35598,39153,4016630.46
37721,3216,4016670.24
10075,38256,4017739.92
174,47223,4019509.28
6461,9500,4019702.25
12741,41421,4020124.26
213893,216127,4020245.78
2914,40934,4021008.81
21826,272809,4021017.0
42337,49847,4021754.1
7018,4185,4024206.6
13335,136744,4024230.7
13536,32508,4027658.55
41047,37468,4027828.65
46887,14454,4028809.2
11979,26727,4029576.3
3356,51465,4029695.02
32787,26034,4029959.85
9002,5391,4030380.37
38158,58376,4032308.28
33891,1273,4032351.37
38195,45437,4033842.64
24203,38758,4034387.49
9009,7713,4035390.8
3257,7296,4036480.2
23951,55695,4038620.74
51095,15924,4038950.3
20764,51088,4040365.35
16265,205544,4040779.98
1299,4538,4042189.2
3257,62044,4042836.27
23520,26619,4042926.8
13536,40718,4043384.1
141968,141120,4043397.75
266771,264681,4047586.88
5405,58057,4047865.8
45489,24482,4052164.2
2914,8069,4052784.0
3356,55821,4054502.4
174,40220,4054507.05
28917,20764,4054999.2
13127,48037,4055239.79
32787,11609,4055657.7
20485,1273,4055671.9
20764,29182,4056503.42
39521,60117,4060254.33
136557,203061,4060668.6
139620,150285,4062737.58
17841,23575,4064402.97
3356,35847,4064479.35
8359,8342,4064529.6
20473,62579,4064928.24
39063,29108,4065669.96
4181,3491,4066780.65
34718,43647,4067641.04
37721,37100,4067703.36
3491,37637,4068386.35
32787,2824,4070232.6
132215,141253,4072840.0
7195,9498,4073941.8
43060,43268,4075489.3
3356,38193,4075647.84
13335,47147,4076966.08
15830,29884,4078287.15
136106,141898,4078519.94
31133,42473,4083756.48
58717,55406,4087202.92
37693,37717,4087584.0
39869,59491,4089617.0
29802,395092,4090809.84
174,8781,4093267.5
22773,54706,4095163.35
3356,63062,4096124.52
20207,264797,4098491.1
2119,6453,4100301.24
329276,329181,4101579.68
45735,38211,4102086.73
39351,49666,4103218.56
38158,58820,4103451.59
25160,39386,4106686.13
9304,4775,4108335.23
3356,6364,4108865.53
3491,38623,4109025.8
33576,396357,4109478.06
133255,136342,4109672.64
21003,328073,4111954.03
3356,52871,4111989.61
174,25250,4114020.57
56040,17490,4116049.8
39386,35710,4117979.24
1299,30103,4120063.53
20485,62167,4121340.49
13977,32645,4125080.25
38001,63930,4126910.72
3491,51847,4126959.33
1239,5511,4127072.4
2914,45796,4129933.5
6939,7687,4130588.48
31133,41034,4130843.2
39386,33891,4131273.83
2914,53587,4131580.18
45903,38731,4131602.04
174,399486,4131904.92
2914,55900,4132517.76
3356,64200,4134173.9
559,6461,4136946.54
12389,44391,4137132.0
55720,58453,4137157.7
10098,10132,4138315.32
1299,47169,4139078.79
134555,133120,4142440.9
13536,397733,4142723.55
1273,4651,4142964.78
4134,63838,4143467.75
3303,4181,4143490.65
45820,45942,4143672.0
7018,2688,4144426.16
33891,16509,4145192.18
4755,54994,4146574.52
32787,18211,4146659.7
137409,10084,4146703.92
29535,47329,4146810.14
34702,44477,4147144.22
134578,149175,4149909.15
60299,47864,4150494.72
56630,51659,4150608.0
17676,400506,4151161.65
12389,30733,4152404.8
2914,29632,4152473.6
51185,20485,4161905.08
3399,4134,4162389.92
199414,139648,4162885.54
3257,6325,4163435.25
2914,3258,4165090.49
1031,61568,4167955.44
52320,35280,4170154.98
14840,13335,4170879.72
8764,6939,4171443.8
10886,27026,4171489.8
3462,4782,4172406.6
215304,214025,4172872.12
3356,8849,4173488.01
9009,8218,4180676.67
8359,8985,4181602.8
18106,15695,4181645.16
20485,1836,4183365.84
12552,51747,4184157.55
174,1968,4187215.35
37662,36902,4187702.88
23520,262210,4188888.97
174,39572,4189519.62
3356,5603,4189614.3
6774,5432,4189845.72
22652,37468,4192968.6
9824,9614,4195219.36
44327,16010,4196522.04
55410,17917,4197504.32
58307,49601,4200313.4
21575,19180,4201789.2
35819,43775,4202230.85
37035,36930,4203054.49
24514,24090,4203086.2
4826,9650,4203667.39
24785,1103,4205452.62
7552,1836,4207111.5
4766,9526,4208568.93
24724,34337,4208923.12
13293,12831,4211383.04
12843,25579,4211929.46
12389,196991,4212148.4
20764,37468,4212915.84
3491,45974,4214692.32
38195,38611,4214699.19
29049,31721,4215613.13
23944,17970,4215760.74
22381,265130,4216747.76
3356,39216,4217528.88
1299,44901,4217764.02
10103,133038,4220836.11
1299,394177,4221734.85
1299,29278,4222567.02
17762,45415,4223712.16
1299,199610,4224563.07
4826,55256,4225001.29
37271,37254,4226342.56
7545,4851,4227937.35
45147,38515,4228336.28
4826,60725,4228685.12
24482,17639,4229035.92
136168,136480,4229437.74
1299,13110,4231062.4
35598,13335,4231867.68
1299,13329,4232857.8
6663,6723,4233614.04
12779,31133,4234972.95
8551,9002,4237157.25
35297,48648,4239957.89
37100,37634,4240520.16
29465,37088,4241055.35
22773,49544,4241971.8
3255,6849,4242837.6
12389,60098,4244940.0
26548,43444,4247708.85
58717,38712,4248357.08
2497,59107,4249721.52
50629,31133,4251393.6
8359,4608,4251525.66
8220,7155,4256979.08
3356,61317,4257021.06
132602,149765,4257387.27
2152,195,4257405.0
7843,9304,4257405.0
30844,37009,4257454.58
13789,393954,4260856.95
51185,15169,4260868.5
37100,37239,4261077.68
12389,42498,4261111.2
13786,28343,4262160.16
174,45102,4263015.68
52320,28220,4263192.26
14840,31027,4268368.42
18734,28534,4268443.32
174,398371,4270829.25
19905,20311,4271212.8
3786,48362,4271465.68
138128,139949,4272011.8
33891,18106,4273763.13
1239,7545,4275815.4
31133,61400,4276559.53
3356,3737,4276582.5
3356,39686,4276798.63
45489,45356,4276854.8
1299,20412,4279267.35
2914,59796,4282248.32
151000,140389,4282930.68
1299,25820,4282983.84
32787,19886,4284253.5
3303,6327,4284624.25
1239,12956,4285404.15
1828,3214,4286135.2
3491,9658,4286140.08
38082,60068,4286392.02
137409,133206,4290267.02
36236,40509,4290367.9
17557,45773,4291435.26
211513,212088,4293583.2
27552,55232,4294225.8
46455,46238,4296143.55
3257,42689,4296868.02
60476,47764,4297362.75
22927,17069,4298785.2
9318,8218,4300047.2
43994,39824,4300857.85
33891,37271,4303791.8
3356,8280,4306544.76
835,923,4309788.21
3356,35179,4311033.84
208972,204457,4312384.44
51185,37468,4315715.09
12779,33891,4315846.08
4766,9708,4316693.4
4766,9859,4317521.94
174,9583,4322185.92
17433,214013,4322452.62
3356,50266,4322757.92
198949,12625,4323430.82
135607,147042,4323715.62
6453,9680,4324338.23
39386,38001,4324939.7
3356,6220,4325370.45
60330,25106,4325760.66
174,23304,4327240.86
174,37183,4329130.16
2519,9354,4329245.67
4812,9812,4329797.9
3786,59105,4331715.92
9002,8781,4334140.16
12389,44112,4334780.0
9304,9927,4334840.32
10429,23106,4339361.24
174,396168,4339484.7
56048,38364,4340429.35
3326,34058,4341222.24
54825,24482,4345290.88
174,51167,4350249.54
35598,25308,4351849.6
6939,4581,4353292.5
174,22639,4355216.34
25152,18403,4355857.5
8283,9498,4356206.87
5405,6461,4357056.48
327727,30986,4357418.92
18883,399693,4357895.1
31515,25222,4361225.4
2497,9318,4362269.47
50304,28824,4362518.52
1299,8767,4362597.94
3303,2497,4363039.6
52320,39351,4363909.2
32098,49544,4364290.51
1299,43350,4366001.92
58552,45287,4367552.0
15830,16397,4372122.12
58952,33891,4374448.54
6939,9211,4375051.82
19551,10444,4375154.85
36236,41378,4376610.22
149765,138640,4376863.63
174,8764,4376971.35
18101,45415,4377417.6
214602,200740,4378624.9
20485,25091,4378988.68
45899,35280,4381077.11
703,9466,4381984.62
1299,6810,4382051.25
3356,60051,4384015.02
52262,20299,4385635.5
1299,20853,4385778.0
62167,64049,4387162.56
6453,4657,4387590.24
140570,398704,4389207.35
32787,17756,4390104.81
15169,42473,4390760.4
2497,7676,4391041.28
174,47588,4395036.45
13030,15412,4395234.25
12779,14840,4395356.08
1299,39572,4397275.7
1299,200449,4400871.46
50629,64049,4401125.68
20485,41560,4402109.52
21782,19156,4404304.65
306,325,4405455.3
50629,28917,4406413.5
174,400164,4408140.15
11096,36548,4408523.7
17557,49544,4410598.36
37662,37546,4410651.36
9304,7713,4411303.8
174,29831,4413126.3
150173,151338,4413317.95
7922,8103,4413893.4
23576,38631,4418275.2
2152,22315,4418496.0
14840,34019,4418757.6
1299,29208,4420370.76
3356,50606,4420476.24
58552,63873,4422146.4
52468,3790,4423491.03
51185,3216,4424863.56
21949,174,4426057.2
1257,6762,4427043.6
17439,56272,4427708.32
7473,7568,4428811.2
9304,4780,4430742.16
12180,27229,4431920.25
16265,30633,4432040.55
4766,9631,4433103.27
45194,18196,4434083.2
2914,8881,4434181.6
37468,28649,4438236.42
1299,32212,4439591.25
1299,14745,4439598.9
174,32082,4440741.9
139009,136395,4440769.59
12975,15975,4442379.98
24482,29119,4445236.44
31133,41704,4446630.8
37282,37347,4448766.0
6939,1836,4449642.56
13335,42473,4450201.96
12779,37468,4451423.4
12389,48642,4452308.35
2914,55821,4454445.42
3356,7016,4454933.25
40160,14929,4454933.25
13335,36776,4456556.9
174,393844,4457234.55
13009,31463,4457999.7
13030,20764,4458044.0
31133,35280,4459287.4
3356,52872,4459704.1
39386,41327,4460718.63
24482,38158,4464005.04
1299,25144,4464957.76
14840,47147,4467625.48
3356,36149,4468357.5
11845,327979,4470906.16
3786,58453,4471427.6
20804,39375,4473979.5
34250,25389,4476871.74
12956,22364,4479987.63
17762,55832,4480832.32
38158,55688,4480833.89
3356,1736,4481781.75
17639,16509,4484034.72
44306,15958,4488094.52
3216,8595,4489409.28
28910,59668,4490325.9
174,53259,4491370.5
4766,50304,4491449.06
3257,39216,4491587.54
35598,60068,4492157.85
11232,14263,4493671.8
45899,12389,4493823.95
20562,55285,4494732.91
6939,1680,4496328.97
4837,9389,4496543.8
27357,396479,4497773.1
32505,33647,4498274.4
21497,12883,4500156.08
174,50607,4501653.6
19257,199242,4502109.9
1299,211181,4502171.66
136334,135248,4502790.24
32787,28690,4502923.28
40264,21554,4504794.75
135097,142286,4505225.94
1828,6528,4507479.6
36352,14670,4508124.78
17408,18186,4508919.09
13127,42894,4509424.62
21859,400866,4510354.0
49100,56466,4510912.38
18229,45884,4514123.36
12189,59210,4514478.78
3216,34550,4516643.9
174,200736,4517445.24
12479,39551,4518811.85
22773,62957,4519369.65
50629,37468,4520067.11
3214,4651,4521864.6
174,398343,4522292.92
51684,41032,4525221.6
2914,58682,4526603.86
39386,43987,4527407.62
4800,63859,4529715.53
174,22911,4532793.9
6424,9318,4533380.24
3303,4766,4534061.84
174,46253,4534711.65
20080,58453,4535095.2
138840,141607,4537477.07
132585,139021,4539325.44
8455,6830,4539887.05
3356,46558,4540081.35
25306,24631,4543009.38
23520,26505,4543076.8
3356,4459,4545067.5
174,61503,4545171.36
10242,63394,4547752.35
150008,138225,4548831.04
1299,21430,4549149.12
136106,142360,4551125.67
5400,58453,4551503.96
174,396190,4553505.6
45577,10207,4557236.58
4637,3300,4557917.84
20773,34011,4559256.6
20485,48362,4560071.94
2914,63916,4560292.16
138997,152179,4560314.6
20473,400519,4560793.05
1299,25180,4561922.15
13335,55944,4562375.85
23764,35710,4566049.52
1299,200217,4569656.24
3549,52468,4570622.7
3491,8641,4571371.7
58453,38623,4572236.0
12956,262182,4573969.23
1237,18297,4574783.61
33576,33582,4576000.0
39386,39351,4576537.14
2828,6167,4577669.25
9002,8492,4578623.04
4651,47147,4579307.55
4826,55884,4583712.9
9848,9781,4585554.63
12400,41714,4586864.36
50107,29046,4588757.9
174,29596,4593285.62
19551,11188,4593778.35
32244,36444,4593800.25
1299,395035,4594161.9
17639,56207,4595442.96
58717,58768,4602618.38
3356,8751,4603080.3
12389,39045,4603850.8
4847,9939,4605096.5
3356,52965,4605436.62
1299,1820,4606562.73
6939,3662,4606842.45
12389,25515,4609146.08
139009,133957,4613037.83
21859,45102,4613086.44
1221,9893,4614050.35
27951,27975,4615098.4
38158,45305,4617321.38
7594,9336,4617359.89
174,21574,4618163.84
174,44477,4619012.86
6762,2609,4619953.8
3356,6878,4622832.62
2497,9595,4623361.6
50606,34907,4623419.64
174,59711,4624281.78
3356,7226,4625996.55
133275,138730,4627454.56
49304,18464,4627776.04
174,55286,4628221.27
7473,2516,4628303.34
3491,48728,4628509.04
16735,23520,4629832.05
58552,38524,4630287.55
2907,59103,4631718.96
17828,38009,4631879.84
33491,14858,4632133.35
32787,10372,4633284.0
2914,6810,4635103.89
3491,58552,4639014.12
8452,6879,4639415.04
19844,12100,4639804.35
61292,37468,4641588.21
138423,138590,4644603.72
4766,7679,4645587.31
32787,20940,4647958.22
1136,28685,4651024.91
3491,7617,4653217.77
174,30029,4653612.15
24961,50873,4654149.36
55850,37468,4658150.52
271253,264556,4660241.13
31042,1241,4661047.56
133296,150027,4661453.92
35916,13332,4661666.7
10834,22927,4662760.5
15164,16788,4663200.9
174,9146,4663325.8
6453,8896,4665096.84
7018,4010,4667419.95
1221,58511,4668975.72
3356,53508,4670488.35
15169,35280,4671531.48
174,20141,4671867.76
31027,47292,4672009.9
20764,34927,4672979.85
6034,1502,4673173.2
306,326,4674323.85
37468,28173,4676445.1
31287,39246,4676781.21
11172,17072,4676873.24
174,33182,4679948.67
263444,263270,4681089.55
265721,272083,4681799.55
21299,35566,4682586.05
20485,12418,4683359.2
62167,39386,4683437.22
8220,2907,4684291.84
11855,22612,4684296.15
59796,48678,4684485.29
31133,44843,4685156.0
3549,7195,4686122.25
6461,5645,4687096.86
42216,62425,4688278.14
393444,13994,4689665.85
52320,58453,4690623.0
16509,64269,4691152.68
47775,41704,4691444.8
18809,14709,4691473.68
174,18450,4693723.87
30781,2497,4695926.4
4755,55341,4696869.92
1299,55805,4698680.22
32787,14733,4700570.0
263703,21826,4704382.78
3356,36086,4705389.9
400146,399493,4706542.05
45899,49544,4707132.16
17400,36917,4708246.32
174,40934,4710004.11
133296,150623,4713869.6
226,5726,4714213.05
11664,28073,4716961.95
7018,4249,4719126.08
45474,38325,4720075.36
37721,35598,4721488.55
6939,109,4722415.25
136255,136975,4722742.56
60068,29049,4723797.48
19114,22724,4724960.4
16097,16202,4726418.76
4788,9381,4726927.53
47330,60631,4727888.1
327727,29091,4728083.5
174,32890,4731472.8
1299,8218,4734553.74
28008,23201,4734636.72
1828,34927,4737529.4
174,17726,4739406.64
43754,60077,4739443.02
6939,4058,4743727.78
199524,17557,4745432.78
32787,36050,4746814.8
12779,13335,4749129.18
174,36536,4749883.2
45899,2497,4751450.55
3491,9502,4753335.15
3356,62887,4754869.35
39386,18106,4757745.14
3257,46455,4758321.3
59962,44400,4763194.8
13781,31867,4766375.85
1267,4134,4766459.88
33891,32787,4767862.74
31452,35457,4770139.26
4455,9121,4771257.26
12956,35228,4772682.39
4808,9814,4773521.05
3786,47147,4775286.64
35753,41810,4778775.53
3320,2773,4779403.74
174,55293,4779883.85
35598,44843,4781284.8
30998,37088,4782931.3
3491,60636,4783703.58
50509,48347,4784124.29
202441,206262,4784148.12
12880,60148,4786304.64
174,204523,4789455.73
29535,57608,4790694.2
9002,8926,4793530.3
11096,40326,4793991.45
9318,9494,4796418.06
19151,13335,4797059.85
17433,61112,4797924.35
174,6697,4800739.46
17828,58460,4800900.3
40065,22427,4805215.14
27066,27137,4805497.95
58656,24342,4806839.6
3303,3214,4808428.24
37468,19711,4809877.9
137990,137184,4810125.96
20485,35710,4810388.92
138840,149697,4810449.07
27064,1590,4810867.65
3320,3303,4812015.84
3257,7203,4814703.15
2914,53334,4816524.59
4651,9835,4817496.0
29414,34337,4821443.2
13786,262907,4823312.93
27978,27995,4826357.04
1299,142132,4830675.4
6057,7552,4831453.14
45735,47311,4832969.26
11272,396926,4835031.3
37613,37288,4835308.14
3356,9680,4837657.44
35710,37468,4838264.26
137366,137363,4838428.7
3257,400511,4838483.25
1299,20845,4839428.22
17557,35280,4839458.75
8866,6939,4841329.26
14840,262476,4843542.09
21003,328611,4846973.08
53013,52468,4847051.23
8717,8218,4852688.05
139009,131183,4854769.07
133001,135781,4854825.28
5511,57866,4855446.08
137085,132116,4856241.92
2906,40027,4858427.85
14840,25091,4860758.35
29314,50606,4861416.9
201706,199599,4863039.2
35819,42943,4864421.66
3356,396986,4866016.68
57344,48917,4869918.72
59103,59105,4871432.0
400043,23338,4872235.65
48362,14840,4872334.12
18403,38001,4872355.02
24482,14840,4873037.82
174,22742,4874153.4
4766,9696,4874300.82
39386,37697,4876553.6
174,262355,4877669.96
265721,271942,4881615.2
3491,9957,4886966.61
3786,8758,4888508.7
23947,59282,4893219.53
20473,40138,4894032.12
3257,36007,4895486.4
6939,2901,4896782.85
50673,37468,4899268.71
10912,397630,4899467.7
4766,6619,4910898.96
39386,21859,4912662.64
12406,56740,4914739.02
6939,3464,4915193.25
2914,4538,4918444.5
3257,7459,4918645.2
3214,9009,4920621.94
16863,18671,4920946.5
37662,37688,4924113.6
1239,3257,4924526.3
174,394542,4924782.0
1299,28376,4924903.14
7552,8218,4927620.6
174,28189,4930171.15
19151,32787,4933603.65
53616,59538,4944173.68
135097,139880,4945498.6
37271,37650,4947273.52
11426,15153,4950479.85
13335,11054,4950622.5
1299,20552,4951203.98
35598,43727,4953215.64
45117,55470,4953281.76
24400,17775,4956493.9
9280,6939,4959345.69
4755,58765,4961781.6
2153,2152,4962753.45
2914,9370,4963555.12
42337,51469,4964763.96
19024,32475,4965821.85
23724,59019,4968244.45
396905,400238,4968506.7
37271,20598,4969312.25
43391,44565,4970835.1
35297,48278,4974317.15
16247,42973,4975105.99
1299,28725,4975128.0
24088,38247,4977805.4
269931,272027,4979541.85
1299,26794,4980013.2
1299,15557,4982626.98
52320,37271,4982887.55
174,62005,4983055.86
2914,57344,5001046.4
1828,34549,5001136.98
3356,8447,5001899.76
39561,49352,5002740.4
3356,55900,5003105.36
208905,12491,5010340.24
36908,36909,5010891.15
44066,44051,5012054.96
3491,393559,5014891.38
211826,141718,5015233.26
174,3255,5016020.14
6939,6661,5016916.96
37236,37334,5021705.92
4788,9002,5022853.5
20011,37468,5023123.68
1299,3292,5023341.58
6939,7979,5023598.95
26794,29744,5024121.45
22549,398779,5024505.0
1273,15502,5027321.88
51765,56971,5027551.36
15964,36955,5028210.29
1299,17984,5028724.05
136978,132196,5028823.1
4637,7670,5030647.5
3356,33657,5032943.1
174,55944,5034016.9
174,62600,5034860.85
1299,19318,5035210.5
52320,34549,5036013.6
58682,56264,5036067.5
2914,58381,5036333.4
4826,54253,5038986.15
41798,61367,5042661.6
15704,12338,5045536.45
1031,263444,5046746.24
8075,8070,5050683.0
23969,23974,5052049.5
1299,35179,5052150.9
3320,8218,5056564.5
19905,11313,5057490.3
3786,9842,5057822.43
25645,399060,5057873.85
8220,6768,5058076.1
3356,396253,5058192.92
200178,212088,5058817.2
15802,54253,5062986.5
3378,3371,5064777.75
13786,64049,5066695.5
29076,49531,5069340.99
9318,9530,5072321.88
3216,3741,5073162.34
393444,13781,5073215.85
174,26831,5074750.05
6939,6597,5079352.65
135817,151732,5079362.72
37721,20485,5081647.85
32787,12779,5082366.35
137409,270735,5082679.66
58453,10030,5084640.1
3356,7345,5085238.48
3356,393789,5086640.1
4230,52925,5087341.08
34309,30083,5088941.28
3356,394972,5089324.95
41327,12389,5089800.0
50263,24482,5089908.6
11172,28526,5090715.0
37721,31133,5090891.52
150706,136160,5090966.8
3356,38195,5091289.8
16637,37294,5091449.99
3356,6142,5093160.45
3257,9070,5094761.43
134712,134128,5097194.94
8220,7713,5097601.64
2914,4685,5098604.72
12008,397213,5105152.22
1299,24875,5105226.93
63916,55799,5106493.14
37468,36917,5106564.36
7474,7600,5106620.22
37680,37468,5106681.45
174,33544,5107351.8
15830,19930,5107351.8
47734,37468,5109790.72
174,26388,5111570.85
37100,36908,5113627.89
3356,53115,5113642.66
60068,35487,5113656.85
6461,8001,5114150.56
58321,29522,5114788.66
134326,134863,5118320.32
37721,15412,5118806.7
49544,37468,5119807.6
24631,51431,5120755.38
174,393442,5120776.05
37662,60068,5121813.38
45820,45528,5125403.52
4134,6667,5126269.06
51185,13335,5130786.22
12684,60725,5131146.72
4826,58580,5135551.75
174,396986,5137149.2
61292,64049,5137572.96
18734,17072,5138056.9
11537,1103,5139141.77
1221,63850,5139164.03
33576,395561,5141500.0
32787,47147,5142827.52
4826,55581,5143025.16
20764,47147,5144484.8
35104,56568,5146113.15
31027,2116,5149342.2
4826,49544,5150675.79
21898,20222,5151460.05
174,8926,5153482.51
1299,9886,5154116.44
1299,5578,5156439.21
1273,16509,5156622.16
24482,12735,5157303.0
20928,30993,5159862.24
5405,7195,5160481.0
34772,57374,5161695.84
174,36149,5162105.2
20804,48424,5174441.72
13004,198371,5174580.92
4657,3758,5175344.24
174,27411,5176007.25
6939,557,5177157.9
1299,46450,5177248.23
3257,62874,5177282.0
3356,109,5189202.72
133847,210334,5189587.55
