as1,as2,count
11191,3356,2901
2914,29838,15876
174,32160,4445
32160,6939,1845
32160,32160,6199
174,22931,290
22931,6939,1737
209,33255,248
33255,4922,794
11796,394147,9188
394147,7029,2227
3356,62862,3710
13760,62862,2502
22346,30029,1402
22402,3356,1264
22402,6461,1393
11708,32097,1378
16743,3356,4538
12200,16805,4338
3356,395425,529
174,395425,571
29988,577,7425
29988,29988,18845
29988,6461,17745
3356,54536,1406
54536,54536,3138
22773,62957,11783
54032,7385,1858
33501,6939,3171
2914,40463,6441
398446,49544,16
16908,174,2552
1299,36243,1090
36243,36243,3741
10302,36243,88
15313,26744,4297
174,398420,8261
20308,6453,1737
1299,20477,2870
174,20477,2640
26794,29744,13099
29979,6939,1409
3356,395733,340
11352,174,2403
11352,6461,2951
14841,174,345
33267,33287,134
33267,7018,495
16413,3855,686
17185,3356,1814
17185,174,1376
3257,36394,1332
174,36394,2953
11195,174,951
11195,11404,747
19223,2914,936
19223,7018,468
2914,46826,1047
55211,7195,4082
23520,30526,2747
18596,49544,4
21779,393444,1173
23207,32440,2097
32440,32440,5709
174,33097,811
33097,6939,1230
33097,33097,11070
11178,174,1095
11178,40944,809
27482,3356,4268
27482,33491,505
35612,6762,1568
42586,50810,3357
25500,3326,3629
25500,49544,26
1299,47292,21552
31027,47292,32603
29687,57344,5763
29687,29687,6945
3356,39251,4532
200612,39251,91
39251,49544,168
1299,15685,77138
15685,6939,447923
15685,49544,148
13194,34120,1221
43356,9121,11535
200428,6939,5085
200428,43293,803
3356,39737,7541
1299,39737,15100
35320,42396,2389
1820,42396,3155
35297,42396,8963
42396,42396,18267
25255,53667,1648
25229,9002,634
30896,327693,5278
33891,39912,4825
200612,8540,159
39912,8540,11320
39912,49544,124
42676,9002,338
12389,42676,694
20485,42676,476
12735,43391,13510
2119,61275,3647
60587,8540,18281
42539,60587,2087
49544,60587,96
174,34066,1032
34066,34066,1038
21430,42189,169
42189,42189,676
35236,42189,1641
35236,49544,84
3216,42245,358
31133,44206,1942
1299,24641,3267
24641,49544,66
34177,57633,2962
42309,8473,721
2848,42364,362
12874,21176,201
15493,9049,400
15493,200612,30
35332,8455,3125
35332,6830,2435
1299,44092,9492
44092,49544,82
44092,44092,766
12779,42669,588
20485,44266,1522
43727,47465,1163
47465,47465,2326
44143,8447,6353
13004,44143,528
31027,42697,2470
3292,42697,1598
20969,24785,1183
20969,49544,10
12552,35790,18149
200701,35790,726
1299,24951,2606
174,24951,2320
24951,49544,64
3302,42818,306
196925,42779,2252
13124,13124,24931
1257,215335,708
33891,47692,373027
200612,47692,1058
47692,49544,1018
31424,33891,1345
31424,3257,1157
31424,49544,38
42777,8881,759
3257,48635,1395
36057,48635,2603
36057,36057,16172
174,39931,664
39931,49544,6
1299,39264,1625
12389,39264,4396
31133,39264,2851
12741,42968,949
42968,42968,949
42968,49544,6
42132,8905,19697
1299,43568,1145
43568,50304,484
43568,43568,528
29580,8717,208060
12552,49172,1080
20845,44945,677
6762,8280,8134
174,8280,27952
49544,8280,211
43148,8359,5368
39392,62160,2161
174,62160,3057
49544,62160,22
34306,49902,1134
13205,5400,4514
5511,8426,10030
34948,8426,732
6453,8426,106643
29648,34552,1092
42638,6939,2649
20521,3356,11883
1299,20521,5205
1299,59692,48494
29076,59692,33881
29076,3175,42484
12616,3175,7109
200612,57724,800
29076,57724,4221
49544,59692,1350
174,43566,164
43566,49544,4
3216,43687,615
1299,206610,7391
206610,24611,595
34351,8359,3159
31343,9002,601
31343,35297,1679
31343,49544,10
198102,8612,4454
198102,49544,48
12389,34573,5746
31133,34573,6148
24620,34073,3298
39392,43507,54
43507,49544,2
1299,43709,448
43709,43709,3136
42831,48237,213
3257,42831,71521
42831,49544,822
174,34555,2592
34555,49544,40
3356,39767,2184
48330,6789,29739
48330,48330,28629
12741,29512,444
29512,29535,1197
29535,49544,362
44489,57287,724
3356,47195,122
3257,47195,189
47195,49544,8
47182,50245,373
1299,60733,177
50872,60733,256
13004,50872,983
13004,6939,156577
35179,35179,25878
35179,49544,107
2914,42459,548
42459,42459,1090
3257,42459,170
42459,49544,20
44702,9002,22724
196730,29535,2141
31333,48823,2247
15598,3356,5275
15451,15598,1936
3216,43970,358
15397,15958,977308
15397,31042,27
21299,43873,11229
20485,61976,1309
12389,210756,44127
210756,61976,970
44166,8220,243
174,44166,4134
34772,44021,760
12874,43954,333
12389,20764,6888
28972,39392,2163
28972,49544,20
16178,5511,33
43973,9002,764
12389,43973,2222
197307,39392,846
197307,49544,8
174,44291,3290
44291,44291,6724
35320,44291,1064
1299,44134,324
44134,49544,6
24945,35320,3291
24945,24945,8157
24945,3255,4400
31558,8359,2106
1299,29608,2810
174,29608,1854
29608,49544,54
43966,9002,2351
43966,43966,5754
31133,43966,2218
20764,44270,563
200612,44270,2
47385,48287,368
13119,44061,438
20804,44061,1206
44061,44061,2665
44061,49544,22
44061,9002,373
24724,44061,1310
210321,3257,2807
20815,210321,5817
210321,29119,7803
210321,60171,20626
20815,35699,713
199995,24812,8247
24812,41165,1142
41165,49544,12
35006,55002,1865
31241,3257,297
174,31241,408
12389,24699,1738
47605,51728,1480
1759,51728,614
12880,29068,1032
3257,51580,330
20634,3356,1699
20634,49544,26
204595,3249,1729
20485,31695,4864
37722,60171,6034
37455,37722,1084
1257,20861,1114
1299,20791,230
20791,8767,378
12552,44769,1753
1257,44769,426
20784,3352,348
20918,3320,113
20918,8881,266
20918,20918,532
20794,8220,250
20794,28716,477
20848,31133,1257
2914,48200,4818
20755,48200,773
1273,48200,4786
49544,8804,18
20755,8804,685
3356,44513,1306
44513,44513,2004
31034,44513,52
34372,9145,2263
16080,2914,1494
16080,34913,2471
16080,6453,1079
16080,49544,16
34404,8400,336
395965,395965,388
15735,34410,3833
1299,197301,939
197301,49544,10
20798,719,351
1299,42622,428
174,42622,264
34467,9002,2076
20676,20849,353
20849,49544,8
15830,20819,377
21068,29535,403
1299,15844,809
15844,174,328
41692,49544,83
15844,41692,596
15844,15844,1192
30733,34500,720
1257,215063,1056
31376,9002,4647
200612,31376,46
20764,31376,6657
31376,31376,9414
21069,3356,1842
21069,3257,1559
21069,49544,14
33891,34554,269
34554,6939,904
34554,49544,6
34767,8245,1130
20924,3257,141
174,20924,204
20924,49544,6
3257,8523,381
49544,8523,10
31641,3257,1109
174,31641,1730
1299,39156,218
28917,39156,225
20764,39156,1331
12969,20963,1861
8220,8549,584
174,34536,515
15557,34536,525
39287,39351,5658
21143,3216,362
21143,31133,376
1257,34686,965
205975,48237,10
205975,3257,1047
205975,49544,30
13335,34697,396
35140,59796,1840
35140,43298,992
20953,8455,597
20953,51088,492
196778,51551,1095
24978,28876,1414
28757,3257,1055
28757,6939,3117
28757,49544,16
1764,34785,3342
34784,9002,484
21019,5578,336
25569,3302,276
21353,9049,18928
21060,31027,7613
21060,21060,7613
3356,41357,739
174,41357,730
3356,47608,1630
47608,49544,10
28792,3257,75992
28792,49544,366
29243,47605,1458
29243,719,470
29243,29243,132
21045,24971,352
29141,33891,1801
29141,29141,1704
174,29141,1299
29141,49544,44
20771,21214,6570
33891,59716,1347
1257,44123,559
44123,49544,4
1257,28854,8312
12428,32787,1516
15738,35297,2803
15738,15738,9130
15738,56347,346
15738,3255,2156
3329,41697,350
16043,3216,1074
13237,16378,637
24993,3257,170
174,24993,328
21077,39545,3336
12552,28954,1457
39392,42005,2259
42005,57475,1432
42005,49544,56
2914,6859,113
6461,6859,241
3356,8530,774
174,8530,429
49544,8530,18
2119,25146,3590
25146,3301,687
29551,35062,446
35062,8881,661
21260,3356,726
21260,6939,6231
1299,62429,412
62429,8641,1797
174,20994,440
20994,35238,256
24916,3356,2543
174,24916,2688
24916,49544,90
3257,35313,1040
200612,35313,13
35313,49544,28
3216,34757,1735
31133,34757,4129
174,200000,897
200000,6939,13131
200000,49544,104
198279,3257,5654
198279,35444,13232
174,198279,16455
48832,48832,171444
16294,8220,318
16294,16294,636
16294,174,414
3255,43103,9205
12389,15493,6195
21173,8881,380
199095,50857,1092
3301,35542,1386
35542,35542,1386
20771,41877,3232
197029,39392,229
197029,49544,4
15735,35356,2771
39263,49600,992
21218,2856,351
174,38949,1596
38949,6939,7543
38949,49544,14
28716,2914,32396
28716,6762,20133
28716,28716,13258
21274,60280,5522
199335,3257,1776
199335,49544,36
21305,60330,12368
20485,60280,28505
29668,3356,5995
29668,35551,111
35551,6908,214
35551,49544,4
21348,39699,1102
5416,8781,27592
35457,5416,8768
200612,35457,20
31452,35457,5286
39386,5416,10231
12310,21294,5367
62282,8764,9314
212531,62282,6324
13194,201201,10992
201201,62282,7715
1835,200611,357
136907,39386,8550
136907,36994,6983
24413,3491,3596
136907,24413,2961
20485,20895,2096
31042,41507,299
174,25467,7643
25467,41507,84
12389,35516,348
21282,9198,1229802
174,43284,1155
43284,49544,28
12387,35535,375
16302,41369,3004
12552,41369,2747
201776,25591,4186
25591,48084,6560
61174,8220,875
61174,61174,730
174,61174,781
49544,61174,12
1299,24680,203
24680,35598,399
24680,49544,8
16246,29321,2117
35635,8220,358
15576,35635,405
174,29119,48765
12552,34946,3405
1257,34946,595
34946,34946,592
21364,3262,270
12338,21364,81
3320,35704,3885
174,21360,88
21360,49544,4
31133,35738,676
35738,35738,808
21391,36947,348
21197,8220,1264
201973,6661,790
201973,201973,397
16228,47605,359
35755,8641,319
31216,39875,57
39875,39875,1344
39875,4455,268
25292,9002,396
200612,25292,4
25292,25292,120
15826,6461,472
15826,49544,6
13335,29689,1548
16086,24713,1264
174,35826,1571
35826,49544,44
42708,51747,6764
132072,58511,40960
132072,137549,11642
202596,3257,2202
174,202596,4280
202596,49544,104
21396,6762,1045
21396,21396,2429
21396,49544,42
3257,44212,1215
174,44212,1533
16001,3320,438
16001,8881,692
16001,16001,2768
1299,24663,1034
24663,24663,27875
24663,35598,1447
24663,49544,38
8517,8678,5028
38948,8220,747
39125,8641,2607
39125,59589,697
21446,3216,961
21446,35598,910
21446,49544,13
25820,29802,1151
35598,50473,3461
50473,50473,31838
49544,50473,24
12741,8535,1458
49544,8535,10
21469,8220,609
12874,21469,1206
21454,3356,1158
1299,21454,1678
21454,49544,26
12479,24624,348
3216,39101,322
200612,39101,7
31500,39101,1685
1299,39046,152
200612,39046,3
39046,9002,247
21385,21476,3332
21476,8881,1831
3356,60011,3981
53356,60011,955
53356,6939,105600
12479,8311,10011
39144,8311,696
34211,59589,802
13022,8339,1113
43503,9002,430
43503,5405,1335
12389,24789,766
197623,3301,3445
197623,197623,4088
12552,197623,2259
41206,57389,9480
20771,34666,2187
47872,49544,150
20771,47872,2515
20771,20771,2716
24588,9049,6922
43440,8220,4363
43440,43440,9646
3257,51852,5206
43440,6939,30210
43440,49544,290
21470,3356,562
21470,2856,142
21470,21470,568
3356,35833,792
174,35833,706
42346,50785,3666
24657,3320,41
24657,8881,249
24642,57866,522
24642,51088,571
3356,39180,2167
174,39180,2367
39180,49544,132
13127,34430,1775
3356,35283,1444
174,35283,1189
29668,6461,9053
39242,47605,1908
16086,39242,211
39242,39242,141
38955,8560,3747
25369,48237,159
174,25369,30871
25369,49544,838
39214,8449,1600
1299,39202,206
174,39202,146
39202,49544,4
33891,39835,1617
39835,6939,7848
39835,49544,62
13208,174,6014
201250,8359,1924
201250,20866,360
1759,51188,3135
3274,51188,704
35819,39228,1038
39228,39386,4635
3257,35370,5979
35370,44462,749
51375,5416,79756
39273,5416,3638
42864,59869,1874
16086,39324,1295
39324,47605,3074
1267,39719,1391
39719,49544,32
20485,30729,557
30729,31133,297
24730,3257,448
24730,49544,10
25038,3320,717
15743,25038,1208
25038,25038,2416
24764,8767,1103
6762,9086,93
174,9086,169
25369,9086,2878
35297,39512,733
3255,39512,47
39512,49544,4
28716,60409,363
1299,35661,60108
35661,41589,1739
35661,49544,1281
12552,59702,4634
49544,59702,26
39478,8220,179
1764,39478,194
24848,8501,2395
196844,24848,195
20895,3216,1122
20895,20895,1299
3215,39509,466
31167,39509,261
29486,8542,1403
24851,8680,2469
174,24880,139
24880,49544,2
12389,28860,7660
21409,41770,757
13768,397766,863
16866,6939,10356
16866,397766,620
174,24904,11323
3216,39586,701
20485,39586,767
202955,20495,369
31727,39620,356
3216,39740,145
12389,39740,250
12555,9002,3734
12555,200612,35
12555,20764,4138
3356,62275,1439
34978,62275,2233
174,62275,5963
49544,62275,64
28716,39657,3461
1759,41242,234
16302,41242,520
41242,41242,1560
3257,39729,2311
39729,49544,30
25035,61010,421
202984,39709,626
35598,39709,308
39709,49544,6
25285,8220,306
12389,39045,10249
20485,39045,4801
1299,25022,555
174,25022,480
12843,25081,141
25081,49544,8
12739,1299,370
12739,28917,473
12739,20764,1223
3356,50300,243399
48407,50300,359
174,50300,137562
49544,50300,363
25058,34309,827
174,29003,1503
12353,29003,175
29646,3257,548
29646,29646,4080
29646,6461,858
15830,25048,756
25048,25048,756
1820,25071,8705
25071,35297,4234
25071,25071,16329
35236,47232,4096
35236,39761,3928
25248,39790,526
39790,39790,1052
39790,49544,6
5539,8763,2186
49544,8763,76
16019,39817,702
39817,49544,6
174,20756,1133
20756,49544,214
174,25273,1045
24786,8220,659
24786,3356,343
25144,34943,406
31500,34042,189
200612,34042,1
199803,25234,926
25234,49544,12
1299,50309,2718
42160,50309,11403
49544,50309,179
16010,25249,4697
35613,59479,1458
198293,28761,543
31117,57606,363
3216,48320,796
12389,48320,473
31133,48320,1017
2914,34343,4410
34343,6830,4461
3356,50522,971
50522,50522,3370
1299,50522,1121
49544,50522,38
48176,8359,10379
31133,48176,5601
35174,42927,587
35174,9141,629
42927,49544,128
39326,41489,1704
1299,205460,392
205460,41109,367
200612,205460,12
205460,49544,17
12552,49251,1330
50664,5511,5522
174,50664,388
50664,50664,138
34156,8881,981
34156,34156,3276
31133,41148,545
25305,6939,410
3356,41135,1805
174,41135,1217
12130,41135,1068
12306,16205,537
16205,16205,7485
16205,3356,1426
16205,49544,40
174,47160,379494
47160,62443,1745
41157,62443,400
2027,35280,334618
2027,2027,3517
2027,62443,2247
2027,49544,473
15576,25353,1237
3356,57829,4398
1299,57829,5830
49544,57829,82
25343,2856,351
28708,5511,15278
3257,8551,66479
1299,267809,3721
267809,394684,1856
29304,31133,270
29304,59589,2547
47583,9498,26968
47583,47583,35999
174,31273,666
13308,30880,696
20875,57869,10000
57869,57869,20000
13105,3216,2825
13105,13105,8420
174,199452,1175
199452,199452,2208
199452,49544,22
174,48945,6866
48945,48945,16850
48945,49544,84
5394,57463,1814
198319,198319,1432
12741,35463,300
20804,35463,474
20485,29581,287
12724,3267,108
12724,5429,297
3267,6874,136
12389,6874,969
6874,6874,1182
3267,9162,725
31575,3267,221
29226,44964,1400
31575,44964,195
31575,31575,390
44964,50509,2337
15412,29664,1072
16039,35699,13923
25467,5603,1183
25467,3212,2459
25467,49544,64
28910,28910,83282
28910,59668,4005
1299,29535,17859
29076,31444,3622
20485,35770,365
13237,60380,3792
174,196773,1455
47605,58340,2160
29194,8359,18252
174,212263,771
212263,31595,805
212263,6939,2173
212263,212263,2518
212263,49544,16
31514,31514,817
6762,8402,9239
16345,8402,6704
3356,41998,5316
198579,62081,394
198579,198579,1976
198579,24748,4
21127,31364,17111
12389,31364,248
31364,31364,1488
49419,57829,2482
33987,9002,480
33987,8595,1440
3356,51465,7319
51465,51465,14295
39816,51465,3896
39816,42739,156
39816,39816,312
49544,51465,114
12874,41325,307
12912,35199,1782
35199,35199,3195
35199,8834,128
21021,8834,237
35199,49544,12
41167,8220,1100
1299,60610,12917
201471,60610,7064
49544,60610,178
34224,48237,291
25206,34224,6524
25206,41313,4468
34224,49544,743
16302,58003,3926
34479,48858,693
51034,8506,346
12389,31200,8400
31200,5387,4808
3356,44901,18169
44901,47402,2056
47402,47402,12168
1299,34305,3728
12389,31643,2187
20485,31643,1480
34699,55002,373
12675,2614,2598
50928,5567,677
56534,9002,19577
201848,56534,2256
200612,56534,176
20764,56534,16366
34224,49740,982
3356,34224,25331
28889,8245,3415
28889,28889,8284
13293,29414,14243
29414,34337,7840
196844,29414,1836
206065,58224,11246
3216,43031,795
12741,12741,19001
12741,43420,2070
43420,49544,14
20764,30877,493
3257,44454,720
44454,49544,8
12389,43909,211
43909,43909,758
20485,43909,168
44622,8641,7639
44622,44622,7639
24638,44696,404
39401,8717,8559
39401,39401,43018
12615,39401,9203
39401,8866,5196
13101,208988,5283
208988,31027,1108
208988,208988,1108
198089,6939,8299
